Disaster,Code Region,Code District,Code Commune,Location,District,Date,Year,Month,Day,Rainfall(mm),Wind Speed(mph)
FLOOD,003,3002,3002012,Ransegoda North,Matara,2003-05-17,2003,5,17,237.0,13.4
FLOOD,003,3002,3002012,Rathkekulawa,Matara,2003-05-17,2003,5,17,237.0,13.4
FLOOD,003,3002,3002012,Ransegoda East,Matara,2003-05-17,2003,5,17,237.0,13.4
FLOOD,003,3002,3002012,Ransegoda South,Matara,2003-05-17,2003,5,17,237.0,13.4
FLOOD,003,3002,3002012,Beragama South,Matara,2003-05-17,2003,5,17,237.0,13.4
LANDSLIDE,002,2003,2003012,Agarapathana,Nuwara Eliya,2003-02-06,2003,2,6,108.0,5.9
LANDSLIDE,003,3001,3001048,Nakiyadeniya,Galle,2003-04-10,2003,4,10,161.0,8.2
LANDSLIDE,009,9002,9002015,Palagala Watta,Kegalle,2003-11-21,2003,11,21,314.0,3.3
LANDSLIDE,009,9001,9001018,Mawela,Ratnapura,2003-12-16,2003,12,16,348.0,6.7
LANDSLIDE,009,9001,9001012,Weralupae,Ratnapura,2004-04-27,2004,4,27,517.6,5.5
FLOOD,003,3002,3002012,Radawela West,Matara,2003-05-17,2003,5,17,237.0,13.4
FLOOD,003,3002,3002012,Bamunugama East,Matara,2003-05-17,2003,5,17,237.0,13.4
FLOOD,003,3002,3002012,Bamunugama West,Matara,2003-05-17,2003,5,17,237.0,13.4
LANDSLIDE,008,8001,8001019,Rendapola,Badulla,2004-12-14,2004,12,14,223.0,7.1
LANDSLIDE,006,6001,6001063,Udahena,Kurunegala,2004-12-15,2004,12,15,139.0,9.3
LANDSLIDE,002,2003,2003009,Kumbukwala,Nuwara Eliya,2004-12-19,2004,12,19,235.0,7.0
FLOOD,003,3002,3002012,Belpamulla,Matara,2003-05-17,2003,5,17,237.0,13.4
FLOOD,003,3002,3002012,Gombaddala North,Matara,2003-05-17,2003,5,17,237.0,13.4
FLOOD,003,3002,3002012,Gombaddala South,Matara,2003-05-17,2003,5,17,237.0,13.4
FLOOD,003,3002,3002012,Kithsiripura,Matara,2003-05-17,2003,5,17,237.0,13.4
FLOOD,003,3002,3002012,Gammeddagama,Matara,2003-05-17,2003,5,17,237.0,13.4
LAND SUBSIDENCE,002,2003,2003009,Kumbalgamuwa,Nuwara Eliya,2004-12-19,2004,12,19,235.0,7.0
FLOOD,003,3002,3002012,Ketapalakanda,Matara,2003-05-17,2003,5,17,237.0,13.4
FLOOD,003,3002,3002012,Beragama East,Matara,2003-05-17,2003,5,17,237.0,13.4
FLOOD,003,3002,3002012,Neralampitiya,Matara,2003-05-17,2003,5,17,237.0,13.4
FLOOD,003,3002,3002012,Pallawela,Matara,2003-05-17,2003,5,17,237.0,13.4
FLOOD,003,3002,3002012,Dewalegama East,Matara,2003-05-17,2003,5,17,237.0,13.4
FLOOD,003,3002,3002012,Batadola,Matara,2003-05-17,2003,5,17,237.0,13.4
FLOOD,003,3002,3002012,Pitawalgamuwa,Matara,2003-05-17,2003,5,17,237.0,13.4
FLOOD,003,3002,3002012,Ransegoda West,Matara,2003-05-17,2003,5,17,237.0,13.4
LANDSLIDE,002,2001,2001051,Gampola,Kandy,2005-05-09,2005,5,9,302.6,9.8
LANDSLIDE,002,2003,2003003,Ramboda,Nuwara Eliya,2005-05-09,2005,5,9,217.0,8.9
FLOOD,003,3002,3002012,Horapavita North,Matara,2003-05-17,2003,5,17,237.0,13.4
FLOOD,003,3002,3002012,Horapavita South,Matara,2003-05-17,2003,5,17,237.0,13.4
FLOOD,003,3002,3002012,Parapamulla South,Matara,2003-05-17,2003,5,17,237.0,13.4
FLOOD,006,6001,6001036,Medagama,Kurunegala,2001-01-30,2001,1,30,62.0,9.9
FLOOD,006,6001,6001060,Sinhapura,Kurunegala,2001-01-30,2001,1,30,62.0,9.9
FLOOD,006,6001,6001018,Nammuwawa,Kurunegala,2001-01-30,2001,1,30,62.0,9.9
LANDSLIDE,002,2001,2001051,Moun Temple,Kandy,2005-05-12,2005,5,12,302.6,9.8
FLOOD,007,7002,7002012,Manampitiya,Polannaruwa,2001-01-29,2001,1,29,80.1,9.2
LANDSLIDE,008,8001,8001027,Alugolla,Badulla,2005-12-15,2005,12,15,223.0,7.1
LANDSLIDE,002,2002,2002030,Hunugalawatta,Matale,2006-01-14,2006,1,14,90.0,5.7
LANDSLIDE,002,2003,2003003,Palagolla,Nuwara Eliya,2006-05-03,2006,5,3,217.0,8.9
STRONG WIND,004,4001,4001042,Delft Centre West,Jaffna,2006-10-28,2006,10,28,335.8,11.4
STRONG WIND,004,4001,4001042,Delft Centre,Jaffna,2006-10-28,2006,10,28,335.8,11.4
STRONG WIND,004,4001,4001042,Delft East,Jaffna,2006-10-28,2006,10,28,335.8,11.4
STRONG WIND,004,4001,4001042,Delft Centre East,Jaffna,2006-10-28,2006,10,28,335.8,11.4
GALE,004,4001,4001033,Nallur East,Jaffna,2006-10-11,2006,10,11,335.8,11.4
GALE,004,4001,4001033,Nallur South,Jaffna,2006-10-11,2006,10,11,335.8,11.4
GALE,004,4001,4001033,Ariyalai Sweast,Jaffna,2006-10-11,2006,10,11,335.8,11.4
GALE,004,4001,4001033,Kokuvil West East,Jaffna,2005-11-24,2005,11,24,407.8,12.0
GALE,004,4001,4001033,Kantharmadam South West,Jaffna,2005-11-24,2005,11,24,407.8,12.0
GALE,004,4001,4001033,Kantharmadam South East,Jaffna,2005-11-24,2005,11,24,407.8,12.0
GALE,004,4001,4001033,Kantharmadam North West,Jaffna,2005-11-24,2005,11,24,407.8,12.0
GALE,004,4001,4001033,Iyanar Kovilady,Jaffna,2005-11-24,2005,11,24,407.8,12.0
GALE,004,4001,4001033,Kondavil Centre West,Jaffna,2006-10-11,2006,10,11,335.8,11.4
GALE,004,4001,4001033,Iyanar Kovilady,Jaffna,2006-10-11,2006,10,11,335.8,11.4
GALE,004,4001,4001033,Vannarponnai Nw North,Jaffna,2006-10-11,2006,10,11,335.8,11.4
GALE,004,4001,4001033,Ariyalai West Centre,Jaffna,2006-10-11,2006,10,11,335.8,11.4
GALE,004,4001,4001033,Ariyalai Centre North,Jaffna,2006-10-11,2006,10,11,335.8,11.4
GALE,004,4001,4001033,Ariyalai North West,Jaffna,2005-11-24,2005,11,24,407.8,12.0
GALE,004,4001,4001033,Vannarponnai Nwnorth,Jaffna,2005-11-24,2005,11,24,407.8,12.0
GALE,004,4001,4001033,Ariyalai Westcentre,Jaffna,2005-11-24,2005,11,24,407.8,12.0
GALE,004,4001,4001033,Ariyalai Sweast,Jaffna,2005-11-24,2005,11,24,407.8,12.0
GALE,004,4001,4001033,Thirunelvely West,Jaffna,2005-11-24,2005,11,24,407.8,12.0
GALE,004,4001,4001033,Kondavil North West,Jaffna,2005-11-24,2005,11,24,407.8,12.0
CYCLONE,005,5001,5001018,Porativu Pattu Ellavul,Batticaloa,2000-12-26,2000,12,26,305.0,11.0
CYCLONE,007,7002,7002012,Dimbulagala,Polannaruwa,2000-12-26,2000,12,26,211.9,8.9
CYCLONE,006,6002,6002042,Chilaw,Puttalam,2000-12-26,2000,12,26,265.9,12.3
FLOOD,004,4001,4001033,Ariyalai Centre South,Jaffna,2006-10-11,2006,10,11,335.8,11.4
FLOOD,004,4001,4001033,Kokuvil Center West,Jaffna,2006-10-11,2006,10,11,335.8,11.4
CYCLONE,005,5002,5002042,Damana,Ampara,2000-12-26,2000,12,26,553.1,9.1
FLOOD,004,4001,4001033,Kokuvil South West,Jaffna,2006-10-11,2006,10,11,335.8,11.4
FLOOD,004,4001,4001033,Kondavil North East,Jaffna,2006-10-11,2006,10,11,335.8,11.4
FLOOD,004,4001,4001033,Thirunelvely North East,Jaffna,2006-10-11,2006,10,11,335.8,11.4
FLOOD,004,4001,4001033,Vannarponnai Nw West,Jaffna,2006-10-11,2006,10,11,335.8,11.4
FLOOD,004,4001,4001033,Kantharmadam North West,Jaffna,2006-10-11,2006,10,11,335.8,11.4
FLOOD,004,4001,4001033,Ariyalai Centre,Jaffna,2006-10-11,2006,10,11,335.8,11.4
FLOOD,004,4001,4001033,Nallur North,Jaffna,2005-11-24,2005,11,24,407.8,12.0
FLOOD,004,4001,4001033,Kantharmadam North East,Jaffna,2005-11-24,2005,11,24,407.8,12.0
FLOOD,004,4001,4001033,Vannarponnai Nw West,Jaffna,2005-11-24,2005,11,24,407.8,12.0
FLOOD,004,4001,4001033,Vannarponnai Nesouth,Jaffna,2005-11-24,2005,11,24,407.8,12.0
FLOOD,004,4001,4001033,Ariyalai Centre,Jaffna,2005-11-24,2005,11,24,407.8,12.0
FLOOD,004,4001,4001033,Ariyalai Centre South,Jaffna,2005-11-24,2005,11,24,407.8,12.0
FLOOD,004,4001,4001042,Delft West,Jaffna,2004-11-12,2004,11,12,407.8,12.0
FLOOD,004,4001,4001042,Delft South,Jaffna,2004-11-12,2004,11,12,407.8,12.0
FLOOD,004,4001,4001042,Delft Centre West,Jaffna,2004-11-12,2004,11,12,407.8,12.0
FLOOD,004,4001,4001012,Kadduvan West,Jaffna,2004-11-12,2004,11,12,407.8,12.0
FLOOD,004,4001,4001012,Alaveddy Central,Jaffna,2004-11-12,2004,11,12,407.8,12.0
FLOOD,004,4001,4001012,Alaveddy South,Jaffna,2004-11-12,2004,11,12,407.8,12.0
FLOOD,004,4001,4001012,Alaveddy East,Jaffna,2004-11-12,2004,11,12,407.8,12.0
FLOOD,004,4001,4001012,Thurkkapuram,Jaffna,2004-11-12,2004,11,12,407.8,12.0
FLOOD,004,4001,4001012,Vayavilan East,Jaffna,2004-11-12,2004,11,12,407.8,12.0
FLOOD,004,4001,4001012,Alaveddy West,Jaffna,2004-11-12,2004,11,12,407.8,12.0
FLOOD,004,4001,4001012,Mallakam North,Jaffna,2004-11-12,2004,11,12,407.8,12.0
FLOOD,004,4001,4001012,Vithahapuram,Jaffna,2006-10-11,2006,10,11,335.8,11.4
FLOOD,004,4001,4001012,Tellippalai,Jaffna,2006-10-11,2006,10,11,335.8,11.4
FLOOD,004,4001,4001012,Vithahapuram,Jaffna,2007-12-23,2007,12,23,293.6,14.2
FLOOD,004,4001,4001042,Delft Centre,Jaffna,2007-12-23,2007,12,23,293.6,14.2
FLOOD,004,4001,4001012,Alaveddy North,Jaffna,2003-12-18,2003,12,18,293.6,14.2
FLOOD,004,4001,4001012,Vayavilan East,Jaffna,2003-12-18,2003,12,18,293.6,14.2
FLOOD,004,4001,4001012,Alaveddy West,Jaffna,2003-12-18,2003,12,18,293.6,14.2
FLOOD,004,4001,4001012,Ganeswaram,Jaffna,2003-12-18,2003,12,18,293.6,14.2
FLOOD,004,4001,4001012,Alaveddy Central,Jaffna,2003-12-18,2003,12,18,293.6,14.2
FLOOD,004,4001,4001012,Alaveddy East,Jaffna,2003-12-18,2003,12,18,293.6,14.2
FLOOD,004,4001,4001012,Mallakam North,Jaffna,2003-12-18,2003,12,18,293.6,14.2
FLOOD,004,4001,4001012,Alaveddy South,Jaffna,2003-12-18,2003,12,18,293.6,14.2
COASTLINE,003,3003,3003015,Kalametiya,Hambantota,2001-07-30,2001,7,30,57.0,16.3
COASTLINE,003,3002,3002042,Matara Beach Area,Matara,2004-06-01,2004,6,1,202.0,15.7
COASTLINE,001,1003,1003024,Payagala Beach Area,Kaluthara,2004-09-17,2004,9,17,111.8,12.2
COASTLINE,001,1003,1003024,Elagahawatta,Kaluthara,2005-06-16,2005,6,16,106.7,13.5
COASTLINE,001,1003,1003024,Elagahawatta,Kaluthara,2005-06-16,2005,6,16,106.7,13.5
COASTLINE,001,1003,1003024,Elagahawatta,Kaluthara,2005-06-16,2005,6,16,106.7,13.5
COASTLINE,006,6002,6002042,Katuneriya,Puttalam,2005-01-12,2005,1,12,81.3,12.8
COASTLINE,006,6002,6002042,Katuneriya,Puttalam,2005-01-12,2005,1,12,81.3,12.8
FLOOD,005,5003,5003024,Annal Nagar,Trincomalee,2003-02-20,2003,2,20,80.0,10.4
FLOOD,001,1002,1002015,Maduruvita,Gampaha,2008-05-30,2008,5,30,204.0,11.5
FLOOD,001,1002,1002015,Kotugoda,Gampaha,2008-05-30,2008,5,30,204.0,11.5
FLOOD,001,1002,1002015,Opatha,Gampaha,2008-05-30,2008,5,30,204.0,11.5
FLOOD,001,1002,1002015,Siyambalapitiya,Gampaha,2008-05-30,2008,5,30,204.0,11.5
FLOOD,007,7002,7002018,Bakamoona,Polannaruwa,2007-12-22,2007,12,22,211.9,8.9
FLOOD,007,7002,7002012,Maguldamana,Polannaruwa,2007-12-18,2007,12,18,211.9,8.9
FLOOD,004,4001,4001033,Kokuvil South West,Jaffna,2008-03-27,2008,3,27,56.1,9.6
TORNADO,007,7002,7002010,Mahindagama,Polannaruwa,2007-12-17,2007,12,17,211.9,8.9
LANDSLIDE,002,2003,2003009,Udamadura,Nuwara Eliya,2007-12-16,2007,12,16,235.0,7.0
FLOOD,003,3001,3001051,Welikonda,Galle,2007-06-11,2007,6,11,258.0,15.4
FLOOD,003,3001,3001021,Batuwangala West,Galle,2007-06-11,2007,6,11,258.0,15.4
FLOOD,001,1001,1001015,Avissawella,Colombo,2008-01-06,2008,1,6,62.0,10.7
FLOOD,003,3001,3001018,Hiniduma North,Galle,2007-06-11,2007,6,11,258.0,15.4
FLOOD,001,1002,1002021,Maeliya,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002021,Thudella West,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1001,1001009,Raggahawatta,Colombo,2008-01-06,2008,1,6,62.0,10.7
FLOOD,001,1002,1002021,Weligampitiya North,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002021,Vishakawatta,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002021,Thumpeliya,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002021,Ekala,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1001,1001012,Kahathuduwapanagoda,Colombo,2008-01-06,2008,1,6,62.0,10.7
FLOOD,001,1002,1002021,Indivitiya,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002021,Mahawatta,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002021,Kapuwatta,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1001,1001003,Mahawatta,Colombo,2008-01-06,2008,1,6,62.0,10.7
FLOOD,001,1002,1002021,Bandigoda,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002021,Gallawatta,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002021,Alexendrawatta,Gampaha,2008-04-06,2008,4,6,112.0,7.1
FLOOD,001,1002,1002021,Thudella North,Gampaha,2008-04-06,2008,4,6,112.0,7.1
FLOOD,001,1002,1002021,Dandugama,Gampaha,2008-04-06,2008,4,6,112.0,7.1
FLOOD,001,1002,1002021,Dehiyagatha North,Gampaha,2008-04-06,2008,4,6,112.0,7.1
FLOOD,001,1001,1001006,Megoda Kolonnawa,Colombo,2008-01-06,2008,1,6,62.0,10.7
FLOOD,001,1002,1002021,Dehiyagatha South,Gampaha,2008-04-06,2008,4,6,112.0,7.1
FLOOD,001,1001,1001006,Welewatta,Colombo,2008-01-06,2008,1,6,62.0,10.7
FLOOD,001,1002,1002021,Wewala,Gampaha,2008-04-06,2008,4,6,112.0,7.1
FLOOD,001,1001,1001006,Wellampitiya,Colombo,2008-01-06,2008,1,6,62.0,10.7
FLOOD,001,1002,1002021,Kanuwana,Gampaha,2008-04-06,2008,4,6,112.0,7.1
FLOOD,001,1001,1001006,Kuruniyawatta,Colombo,2008-01-06,2008,1,6,62.0,10.7
FLOOD,001,1001,1001006,Sedawatta,Colombo,2008-01-06,2008,1,6,62.0,10.7
FLOOD,001,1001,1001006,Halmulla,Colombo,2008-01-06,2008,1,6,62.0,10.7
FLOOD,001,1001,1001006,Kelanimulla,Colombo,2008-01-06,2008,1,6,62.0,10.7
FLOOD,001,1001,1001006,Ambathale,Colombo,2008-01-06,2008,1,6,62.0,10.7
FLOOD,001,1001,1001006,Kotikawatta East,Colombo,2008-01-06,2008,1,6,62.0,10.7
FLOOD,001,1001,1001006,Kotuvila,Colombo,2008-01-06,2008,1,6,62.0,10.7
FLOOD,001,1001,1001006,Orugodawatta,Colombo,2008-01-06,2008,1,6,62.0,10.7
FLOOD,001,1001,1001006,Megoda Kolonnawa,Colombo,2008-01-06,2008,1,6,62.0,10.7
FLOOD,001,1002,1002036,Peliyagodawatta,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002036,Meegahawatta,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002036,Peliyagoda Gangabada West,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002036,Peliyagoda Gangabada East,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002036,Pattiya North,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002036,Mewella,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002036,Sinharamulla,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002036,Pethiyagoda,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002036,Hunupitiya East,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002036,Welegoda,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002036,Dippitigoda,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002036,Wanawasala West,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002036,Wanawasala East,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002036,Hunupitiya South,Gampaha,2008-03-06,2008,3,6,55.0,5.9
FLOOD,001,1002,1002036,Thalawathuhenpita North,Gampaha,2008-03-06,2008,3,6,55.0,5.9
FLOOD,001,1002,1002036,Pattiya East,Gampaha,2008-03-06,2008,3,6,55.0,5.9
FLOOD,001,1002,1002036,Pilapitiya,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002036,Warakanatta,Gampaha,2008-03-06,2008,3,6,55.0,5.9
FLOOD,001,1002,1002036,Wedamulla,Gampaha,2008-03-06,2008,3,6,55.0,5.9
FLOOD,001,1002,1002036,Nahena,Gampaha,2008-03-06,2008,3,6,55.0,5.9
FLOOD,001,1002,1002036,Sinharamulla North,Gampaha,2008-04-06,2008,4,6,112.0,7.1
FLOOD,001,1002,1002024,Medagama,Gampaha,2008-01-06,2008,1,6,29.0,10.2
FLOOD,001,1002,1002024,Kosovita,Gampaha,2008-01-06,2008,1,6,29.0,10.2
FLOOD,001,1002,1002024,Mahipalagoda,Gampaha,2008-03-14,2008,3,14,55.0,5.9
FLOOD,001,1002,1002024,Karanayakamulla,Gampaha,2008-01-06,2008,1,6,29.0,10.2
FLOOD,001,1002,1002024,Ihalagama West,Gampaha,2008-01-06,2008,1,6,29.0,10.2
FLOOD,001,1002,1002024,Ambanvita,Gampaha,2008-01-06,2008,1,6,29.0,10.2
FLOOD,001,1002,1002024,Kirindivita,Gampaha,2008-01-06,2008,1,6,29.0,10.2
FLOOD,001,1002,1002024,Bendilyamulla East,Gampaha,2008-01-06,2008,1,6,29.0,10.2
FLOOD,001,1002,1002024,Pahalagama,Gampaha,2008-01-06,2008,1,6,29.0,10.2
FLOOD,001,1002,1002024,Akaravita,Gampaha,2008-01-06,2008,1,6,29.0,10.2
FLOOD,001,1002,1002024,Morenna,Gampaha,2008-01-06,2008,1,6,29.0,10.2
FLOOD,001,1002,1002024,Gonagaha,Gampaha,2008-01-06,2008,1,6,29.0,10.2
FLOOD,001,1002,1002024,Welikada,Gampaha,2008-01-06,2008,1,6,29.0,10.2
FLOOD,001,1002,1002024,Gonagaha,Gampaha,2008-01-06,2008,1,6,29.0,10.2
FLOOD,001,1002,1002024,Medagama,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002024,Rathmalavita,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002024,Gampaha Aluthgama North,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002024,Aluthgama Bogamuwa North,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002024,Medagama,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002024,Makevita North,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002024,Ihalagama East,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002024,Thibbotugoda,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002024,Mabima,Gampaha,2008-03-06,2008,3,6,55.0,5.9
FLOOD,001,1002,1002024,Makeelangamuwa,Gampaha,2008-03-06,2008,3,6,55.0,5.9
FLOOD,001,1002,1002018,Galwetiya,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002018,Hekitta,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002018,Kerangapokuna,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002018,Thuduwegedara,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002018,Heenkenda,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002018,Kerawalapitiya,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002018,Mattumagala,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002018,Palliyawatta North,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002018,Palliyawatta South,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002018,Galudupita,Gampaha,2008-02-06,2008,2,6,36.0,7.7
FLOOD,001,1002,1002018,Kujawatta,Gampaha,2008-05-06,2008,5,6,204.0,11.5
STRONG WIND,005,5002,5002015,Senanayakapura,Ampara,2003-06-09,2003,6,9,69.6,9.7
LAND SUBSIDENCE,008,8001,8001039,Galkanda,Badulla,2006-11-20,2006,11,20,279.0,5.7
STRONG WIND,005,5002,5002034,Varipathanchenai,Ampara,2006-10-01,2006,10,1,304.5,6.2
FLOOD,005,5003,5003003,Padavi Sri Pura,Trincomalee,2000-12-26,2000,12,26,275.0,12.1
STRONG WIND,005,5002,5002034,Irakkamam,Ampara,2005-09-23,2005,9,23,172.5,7.7
STRONG WIND,005,5002,5002034,Irakkamam,Ampara,2005-09-23,2005,9,23,172.5,7.7
FLOOD,005,5002,5002006,Dorakumbura,Ampara,2003-03-09,2003,3,9,78.3,6.6
FLOOD,005,5002,5002009,Mahaoya,Ampara,2002-01-02,2002,1,2,271.1,9.6
FLOOD,005,5002,5002042,Peranigama,Ampara,2005-06-01,2005,6,1,69.6,9.7
FLOOD,005,5002,5002042,Peranigama,Ampara,2005-06-01,2005,6,1,69.6,9.7
FLOOD,005,5002,5002042,Peranigama,Ampara,2005-06-01,2005,6,1,69.6,9.7
LANDSLIDE,002,2002,2002024,Kahagala,Matale,2006-11-20,2006,11,20,306.0,3.8
FLOOD,005,5002,5002003,Mawanagama,Ampara,2001-01-18,2001,1,18,271.1,9.6
FLOOD,005,5002,5002003,Mawanagama,Ampara,2006-12-20,2006,12,20,553.1,9.1
FLOOD,005,5002,5002003,Mawanagama,Ampara,2006-12-20,2006,12,20,553.1,9.1
FLOOD,005,5002,5002003,Mawanagama,Ampara,2006-12-20,2006,12,20,553.1,9.1
STRONG WIND,005,5002,5002012,Senagama,Ampara,2006-02-09,2006,2,9,207.6,8.2
FLOOD,005,5002,5002003,Mawanagama,Ampara,2000-11-18,2000,11,18,406.8,7.1
STRONG WIND,007,7001,7001024,Medawachchiya Junction,Anuradhapura,2006-03-09,2006,3,9,85.2,6.8
STRONG WIND,007,7001,7001024,Medawachchiya Junction,Anuradhapura,2006-03-09,2006,3,9,85.2,6.8
FLOOD,004,4001,4001033,Thirunelvely North East,Jaffna,2005-11-24,2005,11,24,407.8,12.0
FLOOD,001,1001,1001006,Maligagodella,Colombo,2005-11-22,2005,11,22,310.0,8.7
FLOOD,001,1001,1001009,Raggahawatta,Colombo,2005-11-22,2005,11,22,310.0,8.7
FLOOD,004,4001,4001033,Nallur East,Jaffna,2005-11-24,2005,11,24,407.8,12.0
FLOOD,004,4001,4001033,Nallur South,Jaffna,2005-11-24,2005,11,24,407.8,12.0
FLOOD,004,4001,4001033,Kondavil South West,Jaffna,2005-11-24,2005,11,24,407.8,12.0
FLOOD,004,4001,4001033,Kondavil North East,Jaffna,2005-11-24,2005,11,24,407.8,12.0
FLOOD,004,4001,4001033,Kokuvil West Center,Jaffna,2005-11-24,2005,11,24,407.8,12.0
FLOOD,004,4001,4001033,Kondavil Centre West,Jaffna,2005-11-24,2005,11,24,407.8,12.0
FLOOD,004,4001,4001033,Kondavil South East,Jaffna,2005-11-24,2005,11,24,407.8,12.0
FLOOD,004,4001,4001033,Kondavil Centre East,Jaffna,2005-11-24,2005,11,24,407.8,12.0
FLOOD,004,4001,4001033,Thirunelvely Centre North,Jaffna,2005-11-24,2005,11,24,407.8,12.0
FLOOD,007,7002,7002012,Manampitiya,Polannaruwa,2000-11-19,2000,11,19,262.3,7.3
FLOOD,004,4001,4001042,Delft South,Jaffna,2005-10-11,2005,10,11,335.8,11.4
FLOOD,004,4001,4001042,Delft West,Jaffna,2005-10-11,2005,10,11,335.8,11.4
FLOOD,009,9001,9001033,On Rakwana Pothupitiya Road,Ratnapura,2005-04-09,2005,4,9,517.6,5.5
FLOOD,003,3002,3002018,Eramudugoda,Matara,2000-09-17,2000,9,17,203.0,14.5
FLOOD,004,4001,4001042,Delft East,Jaffna,2005-10-11,2005,10,11,335.8,11.4
FLOOD,004,4001,4001042,Delft Centre West,Jaffna,2005-10-11,2005,10,11,335.8,11.4
FLOOD,005,5002,5002027,Karativu,Ampara,2000-12-26,2000,12,26,553.1,9.1
FLOOD,005,5002,5002030,Ninthavur,Ampara,2000-12-26,2000,12,26,553.1,9.1
FLOOD,005,5001,5001009,Valachchenai,Batticaloa,2000-12-26,2000,12,26,305.0,11.0
FLOOD,005,5001,5001006,Thiyawattuvan,Batticaloa,2000-12-26,2000,12,26,305.0,11.0
FLOOD,004,4001,4001042,Delft Centre,Jaffna,2005-10-11,2005,10,11,335.8,11.4
FLOOD,004,4001,4001012,Mallakam Central,Jaffna,2005-09-12,2005,9,12,100.5,15.1
FLOOD,005,5001,5001018,Kallady Veloor,Batticaloa,2000-12-26,2000,12,26,305.0,11.0
FLOOD,006,6002,6002039,Medagoda,Puttalam,2004-10-12,2004,10,12,320.7,11.0
FLOOD,006,6002,6002039,Medagoda,Puttalam,2004-10-12,2004,10,12,320.7,11.0
FLOOD,006,6002,6002039,Medagoda,Puttalam,2004-10-12,2004,10,12,320.7,11.0
LANDSLIDE,002,2003,2003012,Kandapola,Nuwara Eliya,2004-10-12,2004,10,12,374.0,7.1
FLOOD,004,4001,4001012,Thurkkapuram,Jaffna,2005-09-12,2005,9,12,100.5,15.1
FLOOD,004,4001,4001012,Mallakam North,Jaffna,2005-10-11,2005,10,11,335.8,11.4
FLOOD,007,7001,7001045,Thambuttegama,Anuradhapura,2000-12-26,2000,12,26,191.9,9.7
FLOOD,004,4001,4001012,Alaveddy North,Jaffna,2005-10-11,2005,10,11,335.8,11.4
FLOOD,003,3001,3001012,Goluwamulla,Galle,2000-10-18,2000,10,18,279.0,11.3
