Disaster,Location,District,Year,Month,Day,Wind Speed(mph),Cyclone
Cyclone,Hatharaliyadda,Kandy,2008,9,25,11.3,1
Cyclone,Magalkanda(GN),Kaluthara,2008,7,22,13.2,1
Cyclone,Harispattuwa,Kandy,2008,12,15,7.6,1
Cyclone,Rathmale(GN),Kandy,2008,12,3,7.6,1
Cyclone,Goonapeenuwala,Galle,2008,11,21,8.5,1
Cyclone,Ambalantota,Hambantota,2008,7,28,16.3,1
Cyclone,Kamburupitiya,Matara,2008,10,21,11.6,1
Cyclone,Unapana(GN),Ampara,2008,5,18,7.5,1
Cyclone,Tempitiya(GN),Ampara,2008,7,1,9.6,1
Cyclone,Thumpane,Kandy,2008,11,6,6.3,1
Cyclone,Kekirihena(GN),Ampara,2008,3,19,6.6,1
Cyclone,Beruwala,Kaluthara,2008,6,1,13.5,1
Cyclone,Beruwala,Kaluthara,2008,7,22,13.2,1
Cyclone,Wellawaya,Monaragala,2008,7,24,11.2,1
Cyclone,Wellawaya,Monaragala,2008,10,10,6.9,1
Cyclone,Udagama(GN),Kandy,2008,5,10,9.8,1
Cyclone,Nawadevita(GN),Kandy,2008,10,25,7.7,1
Cyclone,Nattarampotha(GN),Kandy,2008,7,28,13.2,1
Cyclone,Tempitiya(GN),Ampara,2008,4,1,5.7,1
Cyclone,Rajawella(GN),Kandy,2008,11,8,6.3,1
Cyclone,Sevanagala,Monaragala,2008,3,14,5.7,1
Cyclone,Kardiyamulla(GN),Ratnapura,2008,12,9,6.7,0
Cyclone,Kudagama,Ampara,2008,7,15,9.6,1
Cyclone,Muttettuwegama(GN),Ratnapura,2008,1,7,6.6,0
Cyclone,No.98,Ampara,2008,7,15,9.6,1
Cyclone,Embilipitiya,Ratnapura,2008,4,24,5.5,1
Cyclone,Eragama,Ampara,2008,8,15,8.9,1
Cyclone,Badullegama(GN),Ratnapura,2008,1,8,6.6,0
Cyclone,Kondadeniya(GN),Kandy,2008,10,15,7.7,1
Cyclone,Annamalai - 1 (GN),Ampara,2008,3,6,6.6,1
Cyclone,Hapugoda(GN),Kandy,2008,10,22,7.7,1
Cyclone,Nugawela West(GN),Ratnapura,2008,7,10,12.5,0
Cyclone,Nambuluwa(GN),Ratnapura,2008,6,28,12.6,0
Cyclone,Rathmale(GN),Kandy,2008,7,23,13.2,1
Cyclone,Nugawela West(GN),Ratnapura,2008,2,20,5.0,0
Cyclone,Nugawela West(GN),Ratnapura,2008,7,23,12.5,0
Cyclone,Pahamunupanna(GN),Ratnapura,2008,11,7,6.1,0
Cyclone,Bulathgolla(GN),Kandy,2008,4,4,4.8,1
Cyclone,Kalalella(GN),Ratnapura,2008,7,22,12.5,0
Cyclone,Gabbela(GN),Ratnapura,2008,4,15,5.5,0
Cyclone,Panapitiya North(GN),Ratnapura,2008,8,19,12.1,0
Cyclone,Gabbela(GN),Ratnapura,2008,7,23,12.5,0
Cyclone,Udamulla(GN),Kandy,2008,6,24,13.3,1
Cyclone,Embilipitiya,Ratnapura,2008,3,21,4.1,1
Cyclone,Embilipitiya,Ratnapura,2008,2,21,5.0,1
Cyclone,Uduwawala West(GN),Kandy,2008,1,3,8.1,1
Cyclone,Alakolaella(GN),Ratnapura,2008,7,1,12.5,0
Cyclone,Sirimalwatta East(GN),Kandy,2008,3,31,5.0,1
Cyclone,Udagammedda,Kandy,2008,12,5,7.6,1
Cyclone,Vilorawatta East(GN),Colombo,2008,12,17,10.4,0
Cyclone,Moratumulla West(GN),Colombo,2008,12,17,10.4,0
Cyclone,Moratumulla East(GN),Colombo,2008,12,17,10.4,0
Cyclone,Moratuwella North(GN),Colombo,2008,12,17,10.4,0
Cyclone,Uyana North(GN),Colombo,2008,12,17,10.4,0
Cyclone,Dolapihilla South(GN),Kandy,2008,7,4,13.2,1
Cyclone,Ukuwela,Matale,2008,7,19,9.7,1
Cyclone,Alagoda(GN),Kandy,2008,5,22,9.8,1
Cyclone,Ukuwela,Matale,2008,9,20,8.2,1
Cyclone,Lunugala,Badulla,2008,12,17,7.1,1
Cyclone,Soranathota,Badulla,2008,10,13,6.6,1
Cyclone,Welimada,Badulla,2008,9,3,9.7,1
Cyclone,Nuwara Eliya,Nuwara Eliya,2008,5,7,8.9,1
Cyclone,Nuwara Eliya,Nuwara Eliya,2008,3,24,4.3,1
Cyclone,Nuwara Eliya,Nuwara Eliya,2008,4,23,4.4,1
Cyclone,Idama(GN),Colombo,2008,12,17,10.4,0
Cyclone,Pansalgoda(GN),Ampara,2008,1,6,9.6,1
Cyclone,Weeriyagama(GN),Hambantota,2008,4,23,7.5,0
Cyclone,Guruwela(GN),Matale,2008,5,31,7.0,0
Cyclone,Vilorawatta West(GN),Colombo,2008,12,17,10.4,0
Cyclone,Indibedda West(GN),Colombo,2008,12,17,10.4,0
Cyclone,Mahaoya,Ampara,2008,5,13,7.5,1
Cyclone,Mahaoya,Ampara,2008,1,7,9.6,1
Cyclone,Menikhinna(GN),Kandy,2008,7,28,13.2,1
Cyclone,Kundasale,Kandy,2008,1,21,8.1,1
Cyclone,Udapalatha,Kandy,2008,10,4,7.7,1
Cyclone,Rajagalathenna North(GN),Ampara,2008,4,10,5.7,1
Cyclone,Gonagolla(GN),Ampara,2008,8,21,8.9,1
Cyclone,Namal Oya(GN),Ampara,2008,8,17,8.9,1
Cyclone,Namalthalawa(GN),Ampara,2008,8,17,8.9,1
Cyclone,Nallur East(GN),Jaffna,2008,11,22,12.0,0
Cyclone,Karanavai(GN),Jaffna,2008,11,22,12.0,0
Cyclone,Eragama,Ampara,2008,7,14,9.6,1
Cyclone,Pittiyelai,Jaffna,2008,11,22,12.0,0
Cyclone,Dambethalawa(GN),Ampara,2008,8,6,8.9,1
Cyclone,Tholpuram West(GN),Jaffna,2008,11,22,12.0,0
Cyclone,Kalvayal(GN),Jaffna,2008,11,22,12.0,0
Cyclone,Kadurupokuna East(GN),Hambantota,2008,8,17,16.2,0
Cyclone,Vadamaradchi North (Point Pedr,Jaffna,2008,11,25,12.0,1
Cyclone,Irupalai South(GN),Jaffna,2008,11,22,12.0,0
Cyclone,Namal Oya(GN),Ampara,2008,8,6,8.9,1
Cyclone,Gomarankadawala,Trincomalee,2008,3,21,8.8,1
Cyclone,Egoda uyana South(GN),Colombo,2008,12,17,10.4,0
Cyclone,Ambamalthalawa(GN),Ampara,2008,8,17,8.9,1
Cyclone,Weligepala(GN),Ratnapura,2008,8,6,12.1,0
Cyclone,Eragama,Ampara,2008,5,29,7.5,1
Cyclone,Eragama,Ampara,2008,10,27,6.2,1
Cyclone,Pallebage(GN),Kandy,2008,9,1,11.3,1
Cyclone,Makuldeniya(GN),Kandy,2008,4,29,4.8,1
Cyclone,Pallebage(GN),Kandy,2008,7,2,13.2,1
Cyclone,Pallebage(GN),Kandy,2008,2,27,6.8,1
Cyclone,Paragoda(GN),Kandy,2008,9,4,11.3,1
Cyclone,Welagama(GN),Kandy,2008,9,25,11.3,1
Cyclone,Randeniya(GN),Monaragala,2008,12,22,7.7,1
Cyclone,Nugayaya(GN),Monaragala,2008,12,22,7.7,1
Cyclone,Buduruwagala(GN),Monaragala,2008,12,22,7.7,1
Cyclone,Neluwagala(GN),Monaragala,2008,9,28,9.8,1
Cyclone,Kudaoya(GN),Monaragala,2008,9,28,9.8,1
Cyclone,Welipita Pahala South(GN),Kandy,2008,8,12,12.7,1
Cyclone,Attaragama East(GN),Kandy,2008,12,15,7.6,1
Cyclone,Inigala(GN),Kandy,2008,4,29,4.8,1
Cyclone,Hapugoda(GN),Kandy,2008,6,4,13.3,1
Cyclone,Ellepola(GN),Ratnapura,2008,8,21,12.1,0
Cyclone,Kahawatta,Ratnapura,2008,4,3,5.5,1
Cyclone,Kahawatta,Ratnapura,2008,4,28,5.5,1
Cyclone,Buluwala(GN),Kurunegala,2008,8,25,13.8,0
Cyclone,Wegala(GN),Kandy,2008,6,14,13.3,1
Cyclone,Kanawarella West(GN),Badulla,2008,6,23,11.5,0
Cyclone,Kanapola(GN),Badulla,2008,7,26,11.5,0
Cyclone,Lunugala(GN),Badulla,2008,1,7,7.5,0
Cyclone,Nivithigala,Ratnapura,2008,10,16,8.2,1
Cyclone,Nivithigala,Ratnapura,2008,10,13,8.2,1
Cyclone,Nivithigala,Ratnapura,2008,8,4,12.1,1
Cyclone,Nivithigala,Ratnapura,2008,7,11,12.5,1
Cyclone,Nivithigala,Ratnapura,2008,6,30,12.6,1
Cyclone,Nivithigala,Ratnapura,2008,5,26,10.1,1
Cyclone,Abasinghagama(GN),Kandy,2008,4,20,4.8,1
Cyclone,Medagedaragama(GN),Badulla,2008,2,3,6.2,0
Cyclone,Walpaladeniya(GN),Kandy,2008,5,31,9.8,1
Cyclone,Wewagama(GN),Ratnapura,2008,10,22,8.2,0
Cyclone,Pihilladeniya(GN),Kandy,2008,5,31,9.8,1
Cyclone,Damanwara(GN),Badulla,2008,3,30,4.7,0
Cyclone,Wattegama(GN),Kandy,2008,11,28,6.3,1
Cyclone,Rotalawela(GN),Badulla,2008,3,30,4.7,0
Cyclone,Agarapathana(GN),Nuwara Eliya,2008,7,23,12.1,1
Cyclone,Bogahamaditta(GN),Badulla,2008,3,13,4.7,0
Cyclone,Nagadeepa(GN),Badulla,2008,3,9,4.7,0
Cyclone,Senevigama(GN),Badulla,2008,5,23,8.4,0
Cyclone,Nivithigala,Ratnapura,2008,12,10,6.7,1
Cyclone,Bollathawela,Badulla,2008,1,7,7.5,0
Cyclone,Udathalavinna(GN),Kandy,2008,11,10,6.3,1
Cyclone,Kooradeniya(N),Kandy,2008,2,20,6.8,1
Cyclone,Pitigalakanda(GN),Ratnapura,2008,7,22,12.5,0
Cyclone,Pitigalakanda(GN),Ratnapura,2008,5,11,10.1,0
Cyclone,Thanakoratuwa,Monaragala,2008,8,10,10.9,1
Cyclone,Habaraluwewa(GN),Monaragala,2008,4,24,5.3,1
Cyclone,Indikolapelessa(GN),Monaragala,2008,4,24,5.3,1
Cyclone,Weliara(GN),Monaragala,2008,4,24,5.3,1
Cyclone,Katupilagama(GN),Monaragala,2008,4,24,5.3,1
Cyclone,Ginigalpelessa,Monaragala,2008,4,24,5.3,1
Cyclone,Thalapathagama,Monaragala,2008,4,24,5.3,1
Cyclone,Dalukketiya,Monaragala,2008,4,24,5.3,1
Cyclone,Maduruketiya(GN),Monaragala,2008,2,13,7.2,1
Cyclone,Manalthivu(GN),Puttalam,2008,11,3,10.1,0
Cyclone,Weralabada(GN),Puttalam,2008,11,25,10.1,0
Cyclone,Kotumulla(GN),Ratnapura,2008,7,21,12.5,0
Cyclone,Pallegedara(GN),Ratnapura,2008,7,17,12.5,0
Cyclone,Weragama(GN),Ratnapura,2008,5,28,10.1,0
Cyclone,Raddella(GN),Ratnapura,2008,5,28,10.1,0
Cyclone,Haldola(GN),Ratnapura,2008,6,3,12.6,0
Cyclone,Malhewage Ayna(GN),Hambantota,2008,2,17,10.8,0
Cyclone,Eragama,Ampara,2008,11,25,7.1,1
Cyclone,Eragama,Ampara,2008,9,15,7.7,1
Cyclone,Ihawa(GN),Monaragala,2008,8,14,10.9,1
Cyclone,Mullegama(GN),Monaragala,2008,8,21,10.9,1
Cyclone,Andawelayaya(GN),Monaragala,2008,9,28,9.8,1
Cyclone,Buduruwagala(GN),Monaragala,2008,9,28,9.8,1
Cyclone,Ihala Labbala(GN),Kurunegala,2008,12,24,9.3,0
Cyclone,Delbada(GN),Ratnapura,2008,9,11,11.2,0
Cyclone,Bulugaha Handiya(GN),Gampaha,2008,12,24,9.8,0
Cyclone,Yalabowa(GN),Monaragala,2008,9,28,9.8,1
Cyclone,Nugayaya(GN),Monaragala,2008,9,28,9.8,1
Cyclone,Kaduruwella(GN),Kurunegala,2008,12,2,9.3,0
Cyclone,Gangulvitiya(GN),Ratnapura,2008,11,21,6.1,0
Cyclone,Welimada,Badulla,2008,7,1,11.5,1
Cyclone,Badulla,Badulla,2008,5,20,8.4,1
Cyclone,Pitigalakanda(GN),Ratnapura,2008,10,17,8.2,0
Cyclone,Ihala Biyanwila(GN),Gampaha,2008,12,24,9.8,0
Cyclone,Hali-Ela,Badulla,2008,3,13,4.7,1
Cyclone,Hali-Ela,Badulla,2008,9,3,9.7,1
Cyclone,Rideemaliyadda,Badulla,2008,9,9,9.7,1
Cyclone,Udawelawatta(GN),Kurunegala,2008,2,13,8.1,0
Cyclone,Bogahapitiya(GN),Kurunegala,2008,6,4,14.4,0
Cyclone,Anapallama(GN),Monaragala,2008,9,28,9.8,1
Cyclone,Dimiyawa,Ratnapura,2008,8,22,12.1,0
Cyclone,Haldola(GN),Ratnapura,2008,8,23,12.1,0
Cyclone,Elapatha(GN),Ratnapura,2008,7,23,12.5,0
Cyclone,Hali-Ela,Badulla,2008,1,17,7.5,1
Cyclone,Hatharaliyadda,Kandy,2008,12,8,7.6,1
Cyclone,Kivulewadiya(GN),Matale,2008,7,28,9.7,0
Cyclone,Kella(GN),Ratnapura,2008,7,23,12.5,1
Cyclone,Kalawana,Ratnapura,2008,11,5,6.1,1
Cyclone,Pathahewaheta,Kandy,2008,7,1,13.2,1
Cyclone,Pathahewaheta,Kandy,2008,9,9,11.3,1
Cyclone,Uva Paranagama,Badulla,2008,7,27,11.5,1
Cyclone,Metighathenna(GN),Badulla,2008,12,17,7.1,1
Cyclone,Kandemada(GN),Matale,2008,9,20,8.2,1
Cyclone,Kalawana,Ratnapura,2008,10,17,8.2,1
Cyclone,Pathingolla(GN),Matale,2008,7,19,9.7,1
Cyclone,Udunuwara,Kandy,2008,12,6,7.6,1
Cyclone,Kalawana,Ratnapura,2008,7,22,12.5,1
Cyclone,Udunuwara,Kandy,2008,12,17,7.6,1
Cyclone,Kalawana,Ratnapura,2008,5,28,10.1,1
Cyclone,Kalawana,Ratnapura,2008,10,22,8.2,1
Cyclone,Kalawana,Ratnapura,2008,3,15,4.1,1
Cyclone,Udunuwara,Kandy,2008,11,24,6.3,1
Cyclone,Kalawana,Ratnapura,2008,3,17,4.1,1
Cyclone,Kalawana,Ratnapura,2008,6,22,12.6,1
Cyclone,Kalawana,Ratnapura,2008,4,3,5.5,1
Cyclone,Kalawana,Ratnapura,2008,10,26,8.2,1
Cyclone,Kalawana,Ratnapura,2008,4,19,5.5,1
Cyclone,Udunuwara,Kandy,2008,3,17,5.0,1
Cyclone,Kalawana,Ratnapura,2008,7,31,12.5,1
Cyclone,Thumpane,Kandy,2008,4,10,4.8,1
Cyclone,Elapatha,Ratnapura,2008,5,28,10.1,1
Cyclone,Elapatha,Ratnapura,2008,7,17,12.5,1
Cyclone,Kiriella,Ratnapura,2008,7,18,12.5,1
Cyclone,Elapatha,Ratnapura,2008,7,21,12.5,1
Cyclone,Dayagama East (GN),Nuwara Eliya,2008,4,23,4.4,1
Cyclone,Jayalanka(GN),Nuwara Eliya,2008,3,24,4.3,1
Cyclone,Udadumbara,Kandy,2008,8,18,12.7,1
Cyclone,Udadumbara,Kandy,2008,3,10,5.0,1
Cyclone,Udadumbara,Kandy,2008,9,2,11.3,1
Cyclone,Waltrim(GN),Nuwara Eliya,2008,7,5,12.1,1
Cyclone,Erabadda(GN),Badulla,2008,3,9,4.7,1
Cyclone,Keeriyagolla,Badulla,2008,10,13,6.6,1
Cyclone,Budungekanda,Badulla,2008,10,13,6.6,1
Cyclone,Elapatha,Ratnapura,2008,7,23,12.5,1
Cyclone,Elapatha,Ratnapura,2008,8,23,12.1,1
Cyclone,Elapatha,Ratnapura,2008,8,22,12.1,1
Cyclone,Elapatha,Ratnapura,2008,11,21,6.1,1
Cyclone,Elapatha,Ratnapura,2008,11,9,6.1,1
Cyclone,Thumpane,Kandy,2008,9,8,11.3,1
Cyclone,Kalawana,Ratnapura,2008,3,14,4.1,1
Cyclone,Udunuwara,Kandy,2008,4,7,4.8,1
Cyclone,Udunuwara,Kandy,2008,4,4,4.8,1
Cyclone,Udunuwara,Kandy,2008,7,21,13.2,1
Cyclone,Puloly South West(GN),Jaffna,2008,11,25,12.0,1
Cyclone,Puloly South(GN),Jaffna,2008,11,25,12.0,1
Cyclone,Polikandy East(GN),Jaffna,2008,11,25,12.0,1
Cyclone,Balangoda,Ratnapura,2008,7,28,12.5,1
Cyclone,Balangoda,Ratnapura,2008,7,19,12.5,1
Cyclone,Amuhena(GN),Kandy,2008,4,10,4.8,1
Cyclone,Harispattuwa,Kandy,2008,3,12,5.0,1
Cyclone,Harispattuwa,Kandy,2008,3,1,5.0,1
Cyclone,Harispattuwa,Kandy,2008,6,24,13.3,1
Cyclone,Harispattuwa,Kandy,2008,4,4,4.8,1
Cyclone,Harispattuwa,Kandy,2008,7,23,13.2,1
Cyclone,Harispattuwa,Kandy,2008,10,22,7.7,1
Cyclone,Harispattuwa,Kandy,2008,10,15,7.7,1
Cyclone,Balangoda,Ratnapura,2008,9,12,11.2,1
Cyclone,Balangoda,Ratnapura,2008,8,21,12.1,1
Cyclone,Balangoda,Ratnapura,2008,12,17,6.7,1
Cyclone,Menikhinna(GN),Kandy,2008,1,21,8.1,1
Cyclone,Harispattuwa,Kandy,2008,4,6,4.8,1
Cyclone,Harispattuwa,Kandy,2008,4,29,4.8,1
Cyclone,Puloly North East(GN),Jaffna,2008,11,25,12.0,1
Cyclone,Udapalatha,Kandy,2008,10,5,7.7,1
Cyclone,Udapalatha,Kandy,2008,10,25,7.7,1
Cyclone,Puloly North(GN),Jaffna,2008,11,25,12.0,1
Cyclone,mollipothana(GN),Trincomalee,2008,8,14,16.4,0
Cyclone,Udunuwara,Kandy,2008,2,20,6.8,1
Cyclone,Poojapitiya,Kandy,2008,5,22,9.8,1
Cyclone,Poojapitiya,Kandy,2008,4,7,4.8,1
Cyclone,Iddapola(GN),Ampara,2008,5,13,7.5,1
Cyclone,Dambadeniya(GN),Ampara,2008,7,1,9.6,1
Cyclone,Aranthalawa(GN),Ampara,2008,7,1,9.6,1
Cyclone,Pulikandikulama(GN),Trincomalee,2008,3,21,8.8,1
Cyclone,Kundasale,Kandy,2008,7,28,13.2,1
Cyclone,Elapatha,Ratnapura,2008,4,28,5.5,1
Cyclone,Kundasale,Kandy,2008,5,12,9.8,1
Cyclone,Kundasale,Kandy,2008,8,11,12.7,1
Cyclone,Kerudavil East(GN),Jaffna,2008,11,25,12.0,1
Cyclone,Alvai North West(GN),Jaffna,2008,11,25,12.0,1
Cyclone,Alvai North Centre(GN),Jaffna,2008,11,25,12.0,1
Cyclone,Viyaparimoolai(GN),Jaffna,2008,11,25,12.0,1
Cyclone,Alvai North(GN),Jaffna,2008,11,25,12.0,1
Cyclone,Thumpalai(GN),Jaffna,2008,11,25,12.0,1
Cyclone,Thumpalai East(GN),Jaffna,2008,11,25,12.0,1
Cyclone,Katkovlam(GN),Jaffna,2008,11,25,12.0,1
Cyclone,Kundasale,Kandy,2008,3,31,5.0,1
Cyclone,Elapatha,Ratnapura,2008,4,26,5.5,1
Cyclone,Elapatha,Ratnapura,2008,3,6,4.1,1
Cyclone,Kuruvita,Ratnapura,2008,4,22,5.5,1
Cyclone,Damana,Ampara,2008,1,25,9.6,1
Cyclone,Damana,Ampara,2008,6,20,9.7,1
Cyclone,Damana,Ampara,2008,8,17,8.9,1
Cyclone,Damana,Ampara,2008,9,15,7.7,1
Cyclone,Damana,Ampara,2008,10,9,6.2,1
Cyclone,Pebotuwa(GN),Ratnapura,2008,10,12,8.2,0
Cyclone,Horangala(GN),Ratnapura,2008,10,12,8.2,0
Cyclone,Damana,Ampara,2008,8,21,8.9,1
Cyclone,Damana,Ampara,2008,10,2,6.2,1
Cyclone,Pathakada(GN),Ratnapura,2008,10,12,8.2,0
Cyclone,Horangala(GN),Ratnapura,2008,10,13,8.2,0
Cyclone,Doloswala Kanda(GN),Ratnapura,2008,4,8,5.5,0
Cyclone,Lahugala,Ampara,2008,6,1,9.7,1
Cyclone,Ampara,Ampara,2008,6,8,9.7,1
Cyclone,Ampara,Ampara,2008,8,17,8.9,1
Cyclone,Uhana,Ampara,2008,8,21,8.9,1
Cyclone,Uhana,Ampara,2008,10,4,6.2,1
Cyclone,Pahala Karavita(GN),Ratnapura,2008,11,7,6.1,0
Cyclone,Mahaoya,Ampara,2008,1,4,9.6,1
Cyclone,Lassakanda(GN),Ratnapura,2008,3,3,4.1,1
Cyclone,Kandangoda(GN),Ratnapura,2008,3,3,4.1,1
Cyclone,Kalaella(GN),Ratnapura,2008,3,4,4.1,0
Cyclone,Coombewood(GN),Nuwara Eliya,2008,4,20,4.4,0
Cyclone,Ereporuwa(GN),Ratnapura,2008,7,23,12.5,1
Cyclone,Buthkanda(GN),Ratnapura,2008,7,23,12.5,1
Cyclone,Kolonna(GN),Ratnapura,2008,7,23,12.5,1
Cyclone,Damahana(GN),Ratnapura,2008,10,10,8.2,1
Cyclone,Mawela(GN),Ratnapura,2008,10,10,8.2,1
Cyclone,Thotupalathenna(GN),Ratnapura,2008,10,10,8.2,1
Cyclone,Kirimetithenna(GN),Ratnapura,2008,10,10,8.2,1
Cyclone,Yatigalpotta(GN),Matale,2008,3,26,3.8,0
Cyclone,Weligama,Matara,2008,8,28,15.3,1
Cyclone,Mahaoya,Ampara,2008,3,19,6.6,1
Cyclone,Hambantota,Hambantota,2008,7,28,16.3,1
Cyclone,Poruwadanada West(GN),Kaluthara,2008,12,17,8.2,0
Cyclone,Muwangala(GN),Ampara,2008,8,17,8.9,1
Cyclone,Thilaka Udagama(GN),Galle,2008,11,21,8.5,0
Cyclone,Hapugasthenna(GN),Ratnapura,2008,4,22,5.5,0
Cyclone,Heliyagoda(GN),Kegalle,2008,11,8,3.3,0
Cyclone,Kalugala(GN),Kegalle,2008,11,8,3.3,0
Cyclone,Opatha(GN),Kegalle,2008,11,8,3.3,0
Cyclone,Panagamuwa(GN),Galle,2008,8,28,14.9,0
Cyclone,Ittapana North(GN),Kaluthara,2008,5,28,11.6,0
Cyclone,Ambalanoya(GN),Ampara,2008,8,17,8.9,1
Cyclone,Kumburugamuwa(GN),Ratnapura,2008,7,23,12.5,1
Cyclone,Padiyathalawa,Ampara,2008,5,18,7.5,1
Cyclone,Dehiattakandiya,Ampara,2008,7,15,9.6,1
Cyclone,Imbulpe,Ratnapura,2008,7,1,12.5,1
Cyclone,Imbulpe,Ratnapura,2008,7,23,12.5,1
Cyclone,Gampaha,Gampaha,2008,7,1,12.9,1
Cyclone,Imbulpe,Ratnapura,2008,7,24,12.5,1
Cyclone,Imbulpe,Ratnapura,2008,9,12,11.2,1
Cyclone,Doluwa,Kandy,2008,7,20,13.2,1
Cyclone,Millavitiya(GN),Ratnapura,2008,3,3,4.1,1
Cyclone,Pokkuruni(GN),Trincomalee,2008,8,14,16.4,0
Cyclone,Thambalagamuwa,Trincomalee,2008,8,14,16.4,0
Cyclone,Udadumbara,Kandy,2008,12,16,7.6,1
Cyclone,Udadumbara,Kandy,2008,6,9,13.3,1
Cyclone,Udadumbara,Kandy,2008,2,18,6.8,1
Cyclone,Udadumbara,Kandy,2008,2,15,6.8,1
Cyclone,Udadumbara,Kandy,2008,1,23,8.1,1
Cyclone,Walawa(GN),Hambantota,2008,7,28,16.3,1
Cyclone,Dehigahalanda(GN),Hambantota,2008,7,28,16.3,1
Cyclone,Imbulpe,Ratnapura,2008,5,2,10.1,1
Cyclone,Pathegama(GN),Matara,2008,8,28,15.3,1
Cyclone,Mirissa South(GN),Matara,2008,8,28,15.3,1
Cyclone,Imbulpe,Ratnapura,2008,1,7,6.6,1
Cyclone,Ambalanoya(GN),Ampara,2008,1,25,9.6,1
Cyclone,Madana(GN),Ampara,2008,6,20,9.7,1
Cyclone,Helagampura(GN),Ampara,2008,8,17,8.9,1
Cyclone,Kolambugama(GN),Ratnapura,2008,11,7,6.1,0
Cyclone,Navithanveli,Ampara,2008,6,3,9.7,1
Cyclone,Atugoda(GN),Kegalle,2008,2,4,4.4,0
Cyclone,Pahala Karavita(GN),Ratnapura,2008,5,26,10.1,0
Cyclone,Belungala(GN),Kandy,2008,7,4,13.2,1
Cyclone,Watadeniya(GN),Kandy,2008,4,4,4.8,1
Cyclone,Kolonna(GN),Ratnapura,2008,7,23,12.5,0
Cyclone,Lagamuwa(GN),Kandy,2008,7,4,13.2,1
Cyclone,Nuwara Eliya,Nuwara Eliya,2008,7,23,12.1,1
Cyclone,Kurinjipitiya South(GN),Puttalam,2008,4,4,8.2,0
Cyclone,Marangala(GN),Ampara,2008,5,13,7.5,0
Cyclone,Keenawatta(GN),Ampara,2008,9,15,7.7,1
Cyclone,Bakmitiyawa(GN),Ampara,2008,2,10,8.2,1
Cyclone,Ambalanoya(GN),Ampara,2008,8,21,8.9,1
Cyclone,Nuwara Eliya,Nuwara Eliya,2008,4,20,4.4,1
Cyclone,Uksiripura(GN),Ampara,2008,8,17,8.9,1
Cyclone,Galmaduwa(GN),Ampara,2008,8,17,8.9,1
Cyclone,Diviyagala(GN),Ampara,2008,9,10,7.7,1
Cyclone,Helagampura(GN),Ampara,2008,9,15,7.7,1
Cyclone,18A,Ampara,2008,8,17,8.9,1
Cyclone,Diviyagala(GN),Ampara,2008,9,15,7.7,1
Cyclone,Siyambalagoda(GN),Kandy,2008,7,21,13.2,1
Cyclone,Giribawa,Kurunegala,2008,12,16,9.3,1
Cyclone,Nivithigala,Ratnapura,2008,12,5,6.7,1
Cyclone,Pannala,Kurunegala,2008,10,10,8.8,0
Cyclone,Alawwa,Kurunegala,2008,10,27,8.8,0
Cyclone,Alawwa,Kurunegala,2008,11,27,7.5,0
Cyclone,Annamalai - 1 (GN),Ampara,2008,3,6,6.6,0
Cyclone,Narammala,Kurunegala,2008,4,12,5.8,0
Cyclone,Pathagama(GN),Ratnapura,2008,4,22,5.5,1
Cyclone,Weligepola,Ratnapura,2008,8,1,12.1,1
Cyclone,Bingiriya,Kurunegala,2008,11,27,7.5,0
Cyclone,Bodhimaluwa(GN),Ratnapura,2008,4,22,5.5,1
Cyclone,Pahala Kuruvita(GN),Ratnapura,2008,4,22,5.5,1
Cyclone,Weligepola,Ratnapura,2008,10,18,8.2,1
Cyclone,Polgahawela,Kurunegala,2008,12,4,9.3,0
Cyclone,Weligepola,Ratnapura,2008,6,8,12.6,1
Cyclone,Weligepola,Ratnapura,2008,3,20,4.1,1
Cyclone,Giribawa,Kurunegala,2008,12,16,9.3,0
Cyclone,Udubaddawa,Kurunegala,2008,4,8,5.8,1
Cyclone,Polgahawela,Kurunegala,2008,9,11,12.6,0
Cyclone,Maspotha,Kurunegala,2008,4,15,5.8,0
Cyclone,Kurinjipitiya South(GN),Puttalam,2008,4,4,8.2,1
Cyclone,Weerambugedara,Kurunegala,2008,2,12,8.1,1
Cyclone,Narammala,Kurunegala,2008,2,13,8.1,1
Cyclone,Narammala,Kurunegala,2008,4,2,5.8,1
Cyclone,Narammala,Kurunegala,2008,4,7,5.8,1
Cyclone,Alawwa,Kurunegala,2008,4,7,5.8,0
Cyclone,Kuliyapitiya East,Kurunegala,2008,4,6,5.8,1
Cyclone,Palliwasalthure(GN),Puttalam,2008,4,4,8.2,1
Cyclone,Kanapola(GN),Badulla,2008,7,26,11.5,1
Cyclone,Kanawarella West(GN),Badulla,2008,6,23,11.5,1
Cyclone,Narammala,Kurunegala,2008,2,13,8.1,0
Cyclone,Kalaella(GN),Ratnapura,2008,3,4,4.1,1
Cyclone,Pallegama(GN),Badulla,2008,8,25,11.0,1
Cyclone,Maspotha,Kurunegala,2008,4,3,5.8,0
Cyclone,Coombewood(GN),Nuwara Eliya,2008,4,20,4.4,1
Cyclone,Alawwa,Kurunegala,2008,4,7,5.8,1
Cyclone,Ambalanoya(GN),Ampara,2008,1,25,9.6,0
Cyclone,Hollyrood(GN),Nuwara Eliya,2008,4,21,4.4,1
Cyclone,Muthuminigama(GN),Monaragala,2008,4,24,5.3,1
