Disaster,Code Region,Code District,Code Commune,Location,District,Date,Year,Month,Day,Rainfall(mm),Wind Speed(mph)
FLOOD,4,4003,004003012,Vengalacheddikulam,Vavuniya,2010-12-02,2010,12,2,334.6,10.1
FLOOD,4,4003,004003009,Vavuniya(Tamil),Vavuniya,2010-12-02,2010,12,2,334.6,10.1
STRONG WIND,4,4002,004002003,Mannar Town,Mannar,2010-11-20,2010,11,20,353.0,13.0
HEAVY RAINS,4,4002,004002006,Manthai West,Mannar,2010-09-27,2010,9,27,138.4,18.9
HEAVY RAINS,4,4002,004002003,Mannar Town,Mannar,2010-09-27,2010,9,27,138.4,18.9
FLOOD,4,4004,004004006,Manthai East,Mullaitivu,2010-11-27,2010,11,27,456.0,14.3
FLOOD,4,4004,004004015,Maritimepattu,Mullaitivu,2010-11-27,2010,11,27,456.0,14.3
FLOOD,4,4004,004004012,Oddusuddan,Mullaitivu,2010-11-27,2010,11,27,456.0,14.3
STRONG WIND,5,5001,005001021,Manmunai West(Vavunatheivu),Batticaloa,2010-11-30,2010,11,30,410.7,8.6
STRONG WIND,5,5001,005001012,Eravur Pattu (Chenkalady),Batticaloa,2010-07-11,2010,7,11,10.0,12.6
FLOOD,4,4005,004005009,Karachchi,Kilinochchi,2010-11-27,2010,11,27,388.4,11.0
FLOOD,4,4005,004005006,Kandavalai,Kilinochchi,2010-11-27,2010,11,27,388.4,11.0
FLOOD,4,4005,004005006,Kandavalai,Kilinochchi,2010-12-01,2010,12,1,279.6,13.2
FLOOD,4,4005,004005009,Karachchi,Kilinochchi,2010-12-01,2010,12,1,279.6,13.2
FLOOD,4,4005,004005012,Poonakary,Kilinochchi,2010-11-27,2010,11,27,388.4,11.0
FLOOD,4,4005,004005012,Poonakary,Kilinochchi,2010-12-01,2010,12,1,279.6,13.2
FLOOD,4,4005,004005006,Kandavalai,Kilinochchi,2010-12-27,2010,12,27,279.6,13.2
HEAVY RAINS,7,7001,007001042,Rajanganaya,Anuradhapura,2010-12-04,2010,12,4,327.8,9.7
FLOOD,7,7001,007001054,Kekirawa,Anuradhapura,2010-11-17,2010,11,17,376.5,8.0
FLOOD,7,7001,007001012,Mahavilachchiya,Anuradhapura,2010-09-29,2010,9,29,263.3,13.6
FLOOD,7,7001,007001033,Nuwaragam Palatha East,Anuradhapura,2010-09-29,2010,9,29,263.3,13.6
FLOOD,7,7001,007001015,Nuwaragam Palatha Central,Anuradhapura,2010-09-29,2010,9,29,263.3,13.6
STRONG WIND,7,7001,007001036,Nachchadoowa,Anuradhapura,2010-09-20,2010,9,20,263.3,13.6
STRONG WIND,7,7001,007001009,Medawachchiya,Anuradhapura,2010-09-20,2010,9,20,263.3,13.6
STRONG WIND,7,7001,007001048,Thalawa,Anuradhapura,2010-07-09,2010,7,9,16.4,15.5
STRONG WIND,7,7001,007001015,Nuwaragam Palatha Central,Anuradhapura,2010-07-09,2010,7,9,16.4,15.5
HEAVY RAINS,3,3002,003002012,Mulatiyana,Matara,2010-12-01,2010,12,1,204.0,8.6
STRONG WIND,3,3002,003002012,Mulatiyana,Matara,2010-11-24,2010,11,24,305.0,8.6
STRONG WIND,3,3002,003002015,Athuraliya,Matara,2010-11-10,2010,11,10,305.0,8.6
STRONG WIND,3,3002,003002027,Kamburupitiya,Matara,2010-11-10,2010,11,10,305.0,8.6
STRONG WIND,3,3002,003002009,Pasgoda,Matara,2010-11-10,2010,11,10,305.0,8.6
LANDSLIDE,2,2003,002003003,Kothmale,Nuwara Eliya,2010-12-05,2010,12,5,252.6,7.0
ROCK FALL,2,2003,002003003,Kothmale,Nuwara Eliya,2010-12-06,2010,12,6,252.6,7.0
FLOOD,2,2003,002003015,Ambagamuwakorale,Nuwara Eliya,2010-11-29,2010,11,29,287.4,5.7
FLOOD,2,2003,002003012,Nuwara Eliya,Nuwara Eliya,2010-11-26,2010,11,26,287.4,5.7
ROCK FALL,2,2003,002003009,Walapane,Nuwara Eliya,2010-11-18,2010,11,18,287.4,5.7
FLOOD,2,2003,002003012,Nuwara Eliya,Nuwara Eliya,2010-11-15,2010,11,15,287.4,5.7
LANDSLIDE,2,2003,002003003,Kothmale,Nuwara Eliya,2010-10-13,2010,10,13,206.2,7.1
STRONG WIND,2,2003,002003012,Nuwara Eliya,Nuwara Eliya,2010-10-08,2010,10,8,206.2,7.1
LANDSLIDE,2,2003,002003012,Nuwara Eliya,Nuwara Eliya,2010-10-09,2010,10,9,206.2,7.1
HEAVY RAINS,2,2003,002003003,Kothmale,Nuwara Eliya,2010-10-07,2010,10,7,206.2,7.1
LANDSLIDE,2,2003,002003003,Kothmale,Nuwara Eliya,2010-10-07,2010,10,7,206.2,7.1
STRONG WIND,2,2003,002003012,Nuwara Eliya,Nuwara Eliya,2010-10-07,2010,10,7,206.2,7.1
LANDSLIDE,2,2003,002003012,Nuwara Eliya,Nuwara Eliya,2010-10-06,2010,10,6,206.2,7.1
HEAVY RAINS,2,2003,002003012,Nuwara Eliya,Nuwara Eliya,2010-11-25,2010,11,25,287.4,5.7
ROCK FALL,2,2003,002003003,Kothmale,Nuwara Eliya,2010-09-29,2010,9,29,161.9,10.3
HEAVY RAINS,2,2003,002003015,Ambagamuwakorale,Nuwara Eliya,2010-07-18,2010,7,18,188.0,12.1
STRONG WIND,2,2003,002003012,Nuwara Eliya,Nuwara Eliya,2010-07-18,2010,7,18,188.0,12.1
STRONG WIND,2,2003,002003012,Nuwara Eliya,Nuwara Eliya,2010-06-24,2010,6,24,283.6,12.1
STRONG WIND,2,2003,002003003,Kothmale,Nuwara Eliya,2010-01-01,2010,1,1,67.7,7.4
STRONG WIND,1,1001,001001031,Ratmalana,Colombo,2008-10-16,2008,10,16,369.0,9.8
URBAN FLOOD,1,1001,001001024,Sri Jayawardanapura Kotte,Colombo,2010-09-22,2010,9,22,306.6,12.5
COASTLINE,1,1001,001001031,Ratmalana,Colombo,2010-08-12,2010,8,12,14.7,13.2
HEAVY RAINS,1,1001,001001003,Colombo,Colombo,2010-06-20,2010,6,20,200.4,13.9
COASTLINE,6,6002,006002042,Nattandiya,Puttalam,2010-05-21,2010,5,21,52.4,14.2
FLOOD,1,1003,001003036,Palindanuwara,Kaluthara,2008-05-31,2008,5,31,157.5,11.6
LANDSLIDE,9,9002,009002030,Dehiovita,Kegalle,2010-05-18,2010,5,18,205.0,5.8
STRONG WIND,3,3001,003001012,Elpitiya,Galle,2010-05-14,2010,5,14,795.0,13.2
STRONG WIND,2,2003,002003012,Nuwara Eliya,Nuwara Eliya,2010-05-14,2010,5,14,207.3,8.9
STRONG WIND,2,2001,002001039,Udunuwara,Kandy,2010-05-24,2010,5,24,122.5,9.8
STRONG WIND,9,9001,009001027,Elapatha,Ratnapura,2010-04-07,2010,4,7,438.3,5.5
STRONG WIND,4,4002,004002012,Nanadhan,Mannar,2010-05-18,2010,5,18,60.2,18.0
STRONG WIND,4,4002,004002015,Musalai,Mannar,2010-05-18,2010,5,18,60.2,18.0
FLOOD,4,4002,004002003,Mannar Town,Mannar,2010-05-18,2010,5,18,60.2,18.0
STRONG WIND,4,4005,004005009,Karachchi,Kilinochchi,2010-05-16,2010,5,16,111.6,14.5
FLOOD,3,3001,003001039,Galle Four Gravets,Galle,2009-05-18,2009,5,18,291.0,13.2
STRONG WIND,3,3001,003001006,Balapitiya,Galle,2009-10-01,2009,10,1,279.0,11.3
FLOOD,3,3001,003001003,Benthota,Galle,2008-10-20,2008,10,20,279.0,11.3
FLOOD,3,3001,003001021,Neluwa,Galle,2008-10-20,2008,10,20,279.0,11.3
LANDSLIDE,3,3001,003001042,Bope-Poddala,Galle,2008-05-31,2008,5,31,291.0,13.2
STRONG WIND,3,3001,003001051,Imaduwa,Galle,2009-10-02,2009,10,2,279.0,11.3
STRONG WIND,3,3001,003001012,Elpitiya,Galle,2009-10-01,2009,10,1,279.0,11.3
STRONG WIND,3,3001,003001024,Nagoda,Galle,2009-10-01,2009,10,1,279.0,11.3
FLOOD,6,6001,006001021,Nikaweratiya,Kurunegala,2009-12-15,2009,12,15,139.0,9.3
FLOOD,6,6001,006001021,Nikaweratiya,Kurunegala,2007-12-24,2007,12,24,139.0,9.3
FLOOD,6,6001,006001021,Nikaweratiya,Kurunegala,2007-03-22,2007,3,22,138.0,5.7
FLOOD,6,6001,006001018,Rasnayakapura,Kurunegala,2006-10-12,2006,10,12,359.0,8.8
FLOOD,6,6001,006001078,Pannala,Kurunegala,2006-10-01,2006,10,1,359.0,8.8
FLOOD,1,1003,001003036,Palindanuwara,Kaluthara,2005-11-21,2005,11,21,218.4,7.9
FLOOD,6,6001,006001036,Wariyapola,Kurunegala,2006-11-06,2006,11,6,327.0,7.5
FLOOD,6,6001,006001030,Ibbagamuwa,Kurunegala,2006-12-26,2006,12,26,139.0,9.3
STRONG WIND,5,5002,005002034,Eragama,Ampara,2006-05-25,2006,5,25,165.0,7.5
STRONG WIND,2,2001,002001039,Udunuwara,Kandy,2005-11-20,2005,11,20,373.6,6.3
HEAVY RAINS,2,2001,002001039,Udunuwara,Kandy,2005-11-07,2005,11,7,373.6,6.3
LANDSLIDE,2,2001,002001039,Udunuwara,Kandy,2005-11-20,2005,11,20,373.6,6.3
STRONG WIND,2,2001,002001039,Udunuwara,Kandy,2005-11-07,2005,11,7,373.6,6.3
EARTH SLIP,2,2001,002001039,Udunuwara,Kandy,2005-11-20,2005,11,20,373.6,6.3
LANDSLIDE,2,2001,002001006,Poojapitiya,Kandy,2005-11-09,2005,11,9,373.6,6.3
EARTH SLIP,2,2001,002001006,Poojapitiya,Kandy,2005-11-09,2005,11,9,373.6,6.3
LANDSLIDE,2,2001,002001012,Pathadumbara,Kandy,2005-12-01,2005,12,1,233.5,7.6
EARTH SLIP,2,2001,002001015,Panvila,Kandy,2005-11-18,2005,11,18,373.6,6.3
LANDSLIDE,2,2001,002001030,Kandy Four Gravets & Gangawata,Kandy,2005-11-24,2005,11,24,373.6,6.3
STRONG WIND,2,2001,002001030,Kandy Four Gravets & Gangawata,Kandy,2005-11-24,2005,11,24,373.6,6.3
FLOOD,2,2001,002001030,Kandy Four Gravets & Gangawata,Kandy,2005-11-24,2005,11,24,373.6,6.3
STRONG WIND,2,2001,002001048,Delthota,Kandy,2006-04-19,2006,4,19,351.5,4.8
STRONG WIND,2,2001,002001042,Doluwa,Kandy,2006-04-19,2006,4,19,351.5,4.8
HEAVY RAINS,2,2001,002001048,Delthota,Kandy,2005-11-18,2005,11,18,373.6,6.3
HEAVY RAINS,2,2001,002001048,Delthota,Kandy,2005-11-06,2005,11,6,373.6,6.3
LANDSLIDE,2,2001,002001048,Delthota,Kandy,2005-11-18,2005,11,18,373.6,6.3
LANDSLIDE,2,2001,002001009,Akurana,Kandy,2005-12-20,2005,12,20,233.5,7.6
FLOOD,1,1003,001003039,Walallavita,Kaluthara,2007-05-31,2007,5,31,157.5,11.6
STRONG WIND,1,1003,001003003,Panadura,Kaluthara,2009-11-13,2009,11,13,218.4,7.9
FLOOD,1,1003,001003003,Panadura,Kaluthara,2007-05-04,2007,5,4,157.5,11.6
FLOOD,1,1003,001003036,Palindanuwara,Kaluthara,2009-08-16,2009,8,16,68.6,12.9
FLOOD,1,1003,001003036,Palindanuwara,Kaluthara,2007-05-31,2007,5,31,157.5,11.6
FLOOD,1,1003,001003030,Mathugama,Kaluthara,2007-05-31,2007,5,31,157.5,11.6
FLOOD,1,1003,001003015,Madurawala,Kaluthara,2008-04-30,2008,4,30,137.2,7.3
FLOOD,1,1003,001003015,Madurawala,Kaluthara,2007-05-03,2007,5,3,157.5,11.6
STRONG WIND,1,1003,001003021,Kalutara,Kaluthara,2009-05-14,2009,5,14,157.5,11.6
STRONG WIND,1,1003,001003021,Kalutara,Kaluthara,2009-03-15,2009,3,15,68.6,5.4
LANDSLIDE,1,1003,001003021,Kalutara,Kaluthara,2008-10-21,2008,10,21,203.2,9.6
FLOOD,1,1003,001003021,Kalutara,Kaluthara,2008-04-28,2008,4,28,137.2,7.3
STRONG WIND,1,1003,001003010,Ingiriya,Kaluthara,2009-10-19,2009,10,19,203.2,9.6
STRONG WIND,1,1003,001003010,Ingiriya,Kaluthara,2008-12-17,2008,12,17,119.4,8.2
FLOOD,1,1003,001003010,Ingiriya,Kaluthara,2007-05-31,2007,5,31,157.5,11.6
STRONG WIND,1,1003,001003009,Horana,Kaluthara,2009-03-03,2009,3,3,68.6,5.4
FLOOD,1,1003,001003027,Dodangoda,Kaluthara,2007-05-03,2007,5,3,157.5,11.6
STRONG WIND,1,1003,001003012,Bulathsinhala,Kaluthara,2009-10-31,2009,10,31,203.2,9.6
FLOOD,1,1003,001003012,Bulathsinhala,Kaluthara,2007-05-03,2007,5,3,157.5,11.6
FLOOD,1,1003,001003006,Bandaragama,Kaluthara,2008-05-31,2008,5,31,157.5,11.6
FLOOD,1,1003,001003033,Agalawatta,Kaluthara,2007-05-03,2007,5,3,157.5,11.6
STRONG WIND,3,3002,003002027,Kamburupitiya,Matara,2009-10-02,2009,10,2,268.0,11.6
EARTH SLIP,3,3002,003002030,Hakmana,Matara,2009-10-16,2009,10,16,268.0,11.6
FLOOD,3,3002,003002006,Kotapola,Matara,2008-07-18,2008,7,18,170.0,15.6
STRONG WIND,3,3002,003002012,Mulatiyana,Matara,2008-07-28,2008,7,28,170.0,15.6
STRONG WIND,3,3002,003002012,Mulatiyana,Matara,2009-07-01,2009,7,1,170.0,15.6
STRONG WIND,3,3002,003002012,Mulatiyana,Matara,2009-09-07,2009,9,7,203.0,14.5
STRONG WIND,3,3002,003002012,Mulatiyana,Matara,2009-09-05,2009,9,5,203.0,14.5
FLOOD,3,3002,003002003,Pitabeddara,Matara,2008-05-31,2008,5,31,237.0,13.4
FLOOD,3,3002,003002042,Matara Four Gravets,Matara,2008-06-01,2008,6,1,202.0,15.7
HEAVY RAINS,3,3002,003002003,Pitabeddara,Matara,2008-12-11,2008,12,11,204.0,8.6
STRONG WIND,3,3002,003002033,Kirinda Puhulwella,Matara,2008-11-30,2008,11,30,305.0,8.6
FLOOD,3,3002,003002045,Devinuwara,Matara,2008-10-21,2008,10,21,268.0,11.6
LAND SUBSIDENCE,3,3002,003002012,Mulatiyana,Matara,2008-10-20,2008,10,20,268.0,11.6
FLOOD,3,3002,003002027,Kamburupitiya,Matara,2008-10-21,2008,10,21,268.0,11.6
LANDSLIDE,3,3002,003002045,Devinuwara,Matara,2008-10-21,2008,10,21,268.0,11.6
HEAVY RAINS,3,3002,003002036,Thihagoda,Matara,2009-05-23,2009,5,23,237.0,13.4
FLOOD,3,3002,,Mulatiyana,Matara,2005-05-23,2005,5,23,237.0,13.4
FLOOD,3,3002,003002036,Thihagoda,Matara,2005-05-23,2005,5,23,237.0,13.4
HEAVY RAINS,3,3002,003002033,Kirinda Puhulwella,Matara,2008-09-02,2008,9,2,203.0,14.5
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2008-04-29,2008,4,29,182.0,5.3
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2008-04-07,2008,4,7,182.0,5.3
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2008-03-11,2008,3,11,103.0,5.7
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2008-02-13,2008,2,13,93.0,7.2
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2007-12-12,2007,12,12,235.0,7.7
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2007-11-05,2007,11,5,334.0,6.1
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2007-11-05,2007,11,5,334.0,6.1
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2007-10-08,2007,10,8,306.0,6.9
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2007-05-30,2007,5,30,117.0,8.8
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2007-05-30,2007,5,30,117.0,8.8
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2007-05-14,2007,5,14,117.0,8.8
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2007-03-23,2007,3,23,103.0,5.7
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2007-03-24,2007,3,24,103.0,5.7
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2007-02-27,2007,2,27,93.0,7.2
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2007-02-26,2007,2,26,93.0,7.2
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2007-02-07,2007,2,7,93.0,7.2
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2007-07-08,2007,7,8,113.0,11.2
LAND SUBSIDENCE,8,8002,008002012,Siyambalanduwa,Monaragala,2006-12-26,2006,12,26,235.0,7.7
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2006-11-24,2006,11,24,334.0,6.1
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2006-11-24,2006,11,24,334.0,6.1
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2006-07-10,2006,7,10,113.0,11.2
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2006-06-28,2006,6,28,82.0,11.3
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2006-03-03,2006,3,3,103.0,5.7
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2006-02-21,2006,2,21,93.0,7.2
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2006-02-18,2006,2,18,93.0,7.2
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2006-02-18,2006,2,18,93.0,7.2
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2006-01-03,2006,1,3,137.0,8.3
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2005-12-14,2005,12,14,235.0,7.7
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2005-12-06,2005,12,6,235.0,7.7
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2005-10-05,2005,10,5,306.0,6.9
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2005-08-30,2005,8,30,118.0,10.9
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2005-06-15,2005,6,15,82.0,11.3
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2005-05-12,2005,5,12,117.0,8.8
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2005-04-27,2005,4,27,182.0,5.3
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2005-04-25,2005,4,25,182.0,5.3
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2005-03-22,2005,3,22,103.0,5.7
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2005-03-22,2005,3,22,103.0,5.7
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2005-03-17,2005,3,17,103.0,5.7
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2005-02-28,2005,2,28,93.0,7.2
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2005-02-16,2005,2,16,93.0,7.2
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2005-02-09,2005,2,9,93.0,7.2
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2005-01-26,2005,1,26,137.0,8.3
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2005-01-12,2005,1,12,137.0,8.3
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2004-12-26,2004,12,26,235.0,7.7
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2004-12-09,2004,12,9,235.0,7.7
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2004-10-29,2004,10,29,306.0,6.9
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2004-10-29,2004,10,29,306.0,6.9
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2004-09-22,2004,9,22,135.0,9.8
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2004-09-22,2004,9,22,135.0,9.8
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2004-09-09,2004,9,9,135.0,9.8
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2004-07-26,2004,7,26,113.0,11.2
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2004-06-30,2004,6,30,82.0,11.3
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2004-06-16,2004,6,16,82.0,11.3
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2004-03-16,2004,3,16,103.0,5.7
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2004-03-03,2004,3,3,103.0,5.7
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2004-02-26,2004,2,26,93.0,7.2
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2004-01-13,2004,1,13,137.0,8.3
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2004-01-08,2004,1,8,137.0,8.3
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2004-01-02,2004,1,2,137.0,8.3
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2003-12-31,2003,12,31,235.0,7.7
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2003-12-29,2003,12,29,235.0,7.7
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2003-12-22,2003,12,22,235.0,7.7
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2003-11-27,2003,11,27,334.0,6.1
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2003-11-19,2003,11,19,334.0,6.1
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2003-11-17,2003,11,17,334.0,6.1
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2003-09-19,2003,9,19,135.0,9.8
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2003-09-03,2003,9,3,135.0,9.8
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2003-08-25,2003,8,25,118.0,10.9
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2003-08-07,2003,8,7,118.0,10.9
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2003-07-28,2003,7,28,113.0,11.2
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2003-07-18,2003,7,18,113.0,11.2
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2003-07-10,2003,7,10,113.0,11.2
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2003-06-19,2003,6,19,82.0,11.3
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2003-05-28,2003,5,28,117.0,8.8
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2003-05-19,2003,5,19,117.0,8.8
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2003-04-29,2003,4,29,182.0,5.3
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2003-04-24,2003,4,24,182.0,5.3
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2003-03-28,2003,3,28,103.0,5.7
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2003-03-17,2003,3,17,103.0,5.7
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2003-03-10,2003,3,10,103.0,5.7
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2003-02-28,2003,2,28,93.0,7.2
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2003-02-24,2003,2,24,93.0,7.2
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2003-02-19,2003,2,19,93.0,7.2
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2003-02-19,2003,2,19,93.0,7.2
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2003-02-17,2003,2,17,93.0,7.2
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2003-02-17,2003,2,17,93.0,7.2
LAND SUBSIDENCE,8,8002,008002012,Siyambalanduwa,Monaragala,2003-02-11,2003,2,11,93.0,7.2
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2003-02-11,2003,2,11,93.0,7.2
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2003-02-05,2003,2,5,93.0,7.2
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2003-01-29,2003,1,29,137.0,8.3
LAND SUBSIDENCE,8,8002,008002012,Siyambalanduwa,Monaragala,2003-01-27,2003,1,27,137.0,8.3
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2003-01-27,2003,1,27,137.0,8.3
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2003-01-24,2003,1,24,137.0,8.3
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2003-01-22,2003,1,22,137.0,8.3
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2003-01-10,2003,1,10,137.0,8.3
LAND SUBSIDENCE,8,8002,008002012,Siyambalanduwa,Monaragala,2003-01-10,2003,1,10,137.0,8.3
FLOOD,8,8002,008002012,Siyambalanduwa,Monaragala,2003-01-10,2003,1,10,137.0,8.3
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2003-04-10,2003,4,10,182.0,5.3
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2002-12-30,2002,12,30,235.0,7.7
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2002-12-30,2002,12,30,235.0,7.7
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2002-12-20,2002,12,20,235.0,7.7
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2002-12-20,2002,12,20,235.0,7.7
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2002-12-03,2002,12,3,235.0,7.7
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2002-11-13,2002,11,13,334.0,6.1
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2002-11-07,2002,11,7,334.0,6.1
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2002-10-21,2002,10,21,306.0,6.9
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2002-09-09,2002,9,9,135.0,9.8
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2002-08-13,2002,8,13,118.0,10.9
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2002-06-26,2002,6,26,82.0,11.3
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2002-05-09,2002,5,9,117.0,8.8
LAND SUBSIDENCE,8,8002,008002012,Siyambalanduwa,Monaragala,2002-04-03,2002,4,3,182.0,5.3
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2002-04-01,2002,4,1,182.0,5.3
STRONG WIND,8,8002,008002012,Siyambalanduwa,Monaragala,2002-03-06,2002,3,6,103.0,5.7
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2002-02-22,2002,2,22,93.0,7.2
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2002-02-06,2002,2,6,93.0,7.2
HEAVY RAINS,8,8002,008002012,Siyambalanduwa,Monaragala,2002-01-30,2002,1,30,137.0,8.3
