Disaster,Code Region,Code District,Code Commune,Location,District,Year,Month,Day,Rainfall(mm),Flood
Flood,2,2001,2001006,Poojapitiya,Kandy,2007,11,6,373.6,100
Flood,2,2001,2001006,Poojapitiya,Kandy,2007,11,17,373.6,100
Flood,2,2001,2001006,Poojapitiya,Kandy,2007,12,4,233.5,100
Flood,7,7001,7001015,Nuwaragam Palatha Central,Anuradhapura,2007,10,23,293.8,100
Flood,7,7001,7001015,Nuwaragam Palatha Central,Anuradhapura,2007,12,23,191.9,100
Flood,2,2001,2001006,Poojapitiya,Kandy,2007,12,16,233.5,100
Flood,2,2001,2001009,Akurana,Kandy,2007,6,4,112.0,100
Flood,2,2001,2001009,Akurana,Kandy,2007,8,14,148.6,100
Flood,2,2001,2001009,Akurana,Kandy,2007,8,15,148.6,100
Flood,2,2001,2001009,Akurana,Kandy,2007,9,12,207.1,100
Flood,2,2001,2001009,Akurana,Kandy,2007,10,10,469.2,100
Flood,2,2001,2001009,Akurana,Kandy,2007,10,30,469.2,100
Flood,2,2001,2001039,Udunuwara,Kandy,2007,7,31,142.5,100
Flood,2,2001,2001039,Udunuwara,Kandy,2007,10,30,469.2,100
Flood,2,2001,2001009,Akurana,Kandy,2007,11,2,373.6,100
Flood,2,2001,2001009,Akurana,Kandy,2007,12,26,233.5,100
Flood,1,1001,1001009,Kaduwela,Colombo,2007,11,22,310.0,100
Flood,2,2001,2001030,Kandy Four Gravets & Gangawata,Kandy,2007,6,27,112.0,100
Flood,1,1003,1003006,Atulugama East (GN),Kaluthara,2007,3,5,68.6,100
Flood,3,3001,3001036,Hikkaduwa,Galle,2007,8,10,218.0,100
Flood,2,2001,2001030,Kandy Four Gravets & Gangawata,Kandy,2007,9,18,207.1,100
Flood,2,2001,2001027,Kundasale,Kandy,2007,12,28,233.5,100
Flood,7,7001,7001060,Ipalogama,Anuradhapura,2007,12,23,191.9,100
Flood,7,7002,7002012,Dimbulagala,Polannaruwa,2007,2,3,88.4,100
Flood,2,2001,2001003,Thumpane,Kandy,2007,8,31,148.6,100
Flood,2,2001,2001003,Thumpane,Kandy,2007,6,22,112.0,100
Flood,2,2001,2001027,Kundasale,Kandy,2007,10,23,469.2,100
Flood,2,2001,2001027,Kundasale,Kandy,2007,12,19,233.5,100
Flood,2,2001,2001027,Kundasale,Kandy,2007,12,21,233.5,100
Flood,2,2001,2001027,Kundasale,Kandy,2007,12,22,233.5,100
Flood,2,2001,2001045,Pathahewaheta,Kandy,2007,12,23,233.5,100
Flood,2,2001,2001045,Pathahewaheta,Kandy,2007,12,22,233.5,100
Flood,1,1003,1003039,Walallavita,Kaluthara,2007,6,22,106.7,100
Flood,1,1003,1003024,Beruwala,Kaluthara,2007,6,22,106.7,100
Flood,1,1003,1003006,Bandaragama,Kaluthara,2007,6,22,106.7,100
Flood,2,2001,2001045,Pathahewaheta,Kandy,2007,11,1,373.6,100
Flood,2,2001,2001027,Kundasale,Kandy,2007,6,22,112.0,100
Flood,2,2001,2001045,Pathahewaheta,Kandy,2007,6,20,112.0,100
Flood,2,2001,2001045,Pathahewaheta,Kandy,2007,4,30,351.5,100
Flood,2,2001,2001045,Pathahewaheta,Kandy,2007,4,18,351.5,100
Flood,2,2001,2001045,Pathahewaheta,Kandy,2007,3,11,158.5,100
Flood,2,2001,2001045,Pathahewaheta,Kandy,2007,1,13,97.6,100
Flood,2,2001,2001045,Pathahewaheta,Kandy,2007,1,5,97.6,100
Flood,7,7001,7001051,Thirappane,Anuradhapura,2007,9,10,106.8,100
Flood,1,1003,1003036,Palindanuwara,Kaluthara,2007,3,5,68.6,100
Flood,2,2001,2001027,Kundasale,Kandy,2007,10,1,469.2,100
Flood,2,2001,2001027,Kundasale,Kandy,2007,9,27,207.1,100
Flood,2,2001,2001027,Kundasale,Kandy,2007,9,20,207.1,100
Flood,2,2001,2001051,Udapalatha,Kandy,2007,4,8,351.5,100
Flood,1,1003,1003036,Palindanuwara,Kaluthara,2007,5,3,157.5,100
Flood,2,2001,2001051,Udapalatha,Kandy,2007,6,21,112.0,100
Flood,2,2002,2002009,Naula,Matale,2007,10,6,341.0,100
Flood,2,2002,2002009,Naula,Matale,2007,10,5,341.0,100
Flood,2,2002,2002009,Naula,Matale,2007,10,4,341.0,100
Flood,2,2002,2002009,Naula,Matale,2007,10,2,341.0,100
Flood,2,2002,2002006,Dambulla,Matale,2007,12,22,185.0,100
Flood,9,9001,9001027,Elapatha,Ratnapura,2007,8,31,300.6,100
Flood,9,9001,9001021,Opanayaka,Ratnapura,2007,3,25,273.9,100
Flood,9,9001,9001021,Opanayaka,Ratnapura,2007,11,20,547.8,100
Flood,9,9001,9001021,Opanayaka,Ratnapura,2007,3,21,273.9,100
Flood,9,9001,9001048,Embilipitiya,Ratnapura,2007,11,5,547.8,100
Flood,9,9001,9001048,Embilipitiya,Ratnapura,2007,10,11,561.4,100
Flood,9,9001,9001048,Embilipitiya,Ratnapura,2007,11,10,547.8,100
Flood,2,2001,2001021,Minipe,Kandy,2007,1,12,97.6,100
Flood,2,2001,2001036,Yatinuwara,Kandy,2007,5,25,302.6,100
Flood,8,8001,8001009,Meegahakivula,Badulla,2007,7,3,52.0,100
Flood,2,2001,2001021,Minipe,Kandy,2007,10,17,469.2,100
Flood,2,2001,2001024,Medadumbara,Kandy,2007,12,12,233.5,100
Flood,2,2001,2001024,Medadumbara,Kandy,2007,12,5,233.5,100
Flood,2,2001,2001024,Medadumbara,Kandy,2007,6,21,112.0,100
Flood,2,2001,2001024,Medadumbara,Kandy,2007,1,28,97.6,100
Flood,2,2001,2001024,Medadumbara,Kandy,2007,2,2,148.2,100
Flood,2,2001,2001024,Medadumbara,Kandy,2007,7,29,142.5,100
Flood,2,2001,2001024,Medadumbara,Kandy,2007,7,28,142.5,100
Flood,2,2001,2001024,Medadumbara,Kandy,2007,8,25,148.6,100
Flood,2,2001,2001024,Medadumbara,Kandy,2007,1,20,97.6,100
Flood,2,2001,2001024,Medadumbara,Kandy,2007,1,23,97.6,100
Flood,2,2001,2001024,Medadumbara,Kandy,2007,12,18,233.5,100
Flood,2,2002,2002009,Naula,Matale,2007,10,7,341.0,100
Flood,2,2001,2001009,Akurana,Kandy,2007,12,21,233.5,100
Flood,5,5002,5002048,Pothuvil,Ampara,2007,1,14,271.1,100
Flood,5,5002,5002034,Eragama,Ampara,2007,9,6,172.5,100
Flood,6,6002,6002009,Karuwalagaswewa,Puttalam,2007,12,25,265.9,100
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2007,3,23,103.0,100
Flood,1,1001,1001006,Kolonnawa,Colombo,2007,5,3,382.0,100
Flood,8,8002,8002024,Buttala,Monaragala,2007,11,24,334.0,100
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2007,3,24,103.0,100
Flood,8,8002,8002018,Badalkumbura,Monaragala,2007,10,25,306.0,100
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2007,2,27,93.0,100
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2007,2,26,93.0,100
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2007,2,7,93.0,100
Flood,8,8002,8002030,Thanamalvila,Monaragala,2007,1,9,137.0,100
Flood,8,8002,8002012,Siyambalanduwa,Monaragala,2007,7,8,113.0,100
Flood,2,2001,2001012,Pathadumbara,Kandy,2007,1,27,97.6,100
Flood,2,2001,2001012,Pathadumbara,Kandy,2007,12,15,233.5,100
Flood,2,2001,2001012,Pathadumbara,Kandy,2007,12,23,233.5,100
Flood,2,2001,2001012,Pathadumbara,Kandy,2007,12,18,233.5,100
Flood,2,2001,2001012,Pathadumbara,Kandy,2007,10,28,469.2,100
Flood,2,2001,2001012,Pathadumbara,Kandy,2007,11,1,373.6,100
Flood,2,2001,2001012,Pathadumbara,Kandy,2007,12,22,233.5,100
Flood,2,2001,2001012,Pathadumbara,Kandy,2007,9,9,207.1,100
Flood,9,9001,9001036,Nivithigala,Ratnapura,2007,1,17,195.0,100
Flood,2,2001,2001012,Pathadumbara,Kandy,2007,10,10,469.2,100
Flood,9,9001,9001009,Kiriella,Ratnapura,2007,3,18,273.9,100
Flood,9,9001,9001009,Kiriella,Ratnapura,2007,5,20,473.2,100
Flood,9,9001,9001009,Kiriella,Ratnapura,2007,6,3,300.3,100
Flood,8,8001,8001012,Kandaketiya,Badulla,2007,3,21,88.0,100
Flood,6,6002,6002036,Madampe,Puttalam,2007,5,17,179.8,100
Flood,5,5002,5002034,Eragama,Ampara,2007,1,28,271.1,100
Flood,5,5002,5002034,Eragama,Ampara,2007,10,28,304.5,100
Flood,2,2001,2001033,Harispattuwa,Kandy,2007,10,16,469.2,100
Flood,2,2001,2001057,Pasbage Korale,Kandy,2007,6,22,112.0,100
Flood,2,2001,2001057,Pasbage Korale,Kandy,2007,4,23,351.5,100
Flood,3,3001,3001027,"Kotugoda(GN),Sandarawala(GN),Ganegama(GN),",Galle,2007,5,5,291.0,100
Flood,6,6001,6001006,Galgamuwa,Kurunegala,2007,11,11,327.0,100
Flood,6,6001,6001027,Polpithigama,Kurunegala,2007,11,11,327.0,100
Flood,2,2002,2002033,Ukuwela,Matale,2007,6,21,111.0,100
Flood,2,2002,2002027,Wilgamuwa,Matale,2007,12,20,185.0,100
Flood,5,5002,5002042,Damana,Ampara,2007,4,19,115.9,100
Flood,8,8001,8001009,Meegahakivula,Badulla,2007,3,21,88.0,100
Flood,3,3003,3003003,Sooriyawewa,Hambantota,2007,1,10,68.0,100
Flood,5,5002,5002009,Mahaoya,Ampara,2007,12,13,553.1,100
Flood,5,5002,5002009,Mahaoya,Ampara,2007,12,13,553.1,100
Flood,5,5002,5002009,Mahaoya,Ampara,2007,12,27,553.1,100
Flood,5,5002,5002003,Dehiattakandiya,Ampara,2007,12,27,553.1,100
Flood,5,5002,5002016,Navithanveli,Ampara,2007,12,26,553.1,100
Flood,8,8001,8001009,Meegahakivula,Badulla,2007,5,16,141.0,100
Flood,2,2003,2003012,Nuwara Eliya,Nuwara Eliya,2007,12,18,235.0,100
Flood,1,1003,1003024,"Akkaragoda (GN), Kankanamgoda (GN)",Kaluthara,2007,3,5,68.6,100
Flood,1,1002,1002027,Paranagama(GN),Gampaha,2007,9,5,153.0,100
Flood,1,1003,1003027,Dodangoda (GN),Kaluthara,2007,4,5,137.2,100
Flood,1,1003,1003003,Pinwatta (GN),Kaluthara,2007,4,5,137.2,100
Flood,8,8001,8001009,Meegahakivula,Badulla,2007,2,14,94.0,100
Flood,2,2001,2001051,Udapalatha,Kandy,2007,9,8,207.1,100
Flood,2,2001,2001051,Udapalatha,Kandy,2007,10,31,469.2,100
Flood,3,3003,3003003,"Bediganthota (GN), Mahapelessa (GN), ",Hambantota,2007,10,1,155.0,100
Flood,8,8001,8001009,Meegahakivula,Badulla,2007,2,13,94.0,100
Flood,8,8001,8001009,Meegahakivula,Badulla,2007,2,7,94.0,100
Flood,6,6001,6001045,Panduwasnuwara East,Kurunegala,2007,11,11,327.0,100
Flood,2,2001,2001051,Udapalatha,Kandy,2007,1,15,97.6,100
Flood,1,1001,1001006,Megoda Kolonnawa(GN),Colombo,2007,4,5,253.0,100
Flood,6,6001,6001009,Ehetuwewa,Kurunegala,2007,11,11,327.0,100
Flood,1,1001,1001015,"Puwakpitiya(GN),Seethawaka(GN),Avissawella(GN)",Colombo,2007,4,5,253.0,100
Flood,6,6002,6002033,Chilaw,Puttalam,2007,12,21,265.9,100
Flood,2,2001,2001057,Pasbage Korale,Kandy,2007,3,11,158.5,100
Flood,2,2001,2001030,Kandy Four Gravets & Gangawata,Kandy,2007,4,18,351.5,100
Flood,2,2001,2001018,Udadumbara,Kandy,2007,4,20,351.5,100
Flood,2,2001,2001018,Udadumbara,Kandy,2007,9,21,207.1,100
Flood,2,2001,2001018,Udadumbara,Kandy,2007,7,11,142.5,100
Flood,2,2001,2001018,Udadumbara,Kandy,2007,5,10,302.6,100
Flood,2,2001,2001051,Udapalatha,Kandy,2007,6,22,112.0,100
Flood,2,2001,2001051,Udapalatha,Kandy,2007,7,21,142.5,100
Flood,2,2001,2001051,Udapalatha,Kandy,2007,10,28,469.2,100
Flood,2,2001,2001051,Udapalatha,Kandy,2007,9,12,207.1,100
Flood,2,2001,2001051,Udapalatha,Kandy,2007,4,23,351.5,100
Flood,2,2001,2001051,Udapalatha,Kandy,2007,8,27,148.6,100
Flood,2,2001,2001051,Udapalatha,Kandy,2007,4,26,351.5,100
Flood,9,9001,9001015,Imbulpe,Ratnapura,2007,8,7,300.6,100
Flood,1,1001,1001027,"Wijerama Mw, colombo 7/Cinaman Grand",Colombo,2007,5,5,382.0,100
Flood,1,1001,1001030,"Doctor Road, No 83, Ranajayagama.",Colombo,2007,5,5,382.0,100
Flood,2,2001,2001039,Udunuwara,Kandy,2007,6,20,112.0,100
Flood,1,1001,1001024,"Welikanda east(GN),Welikanda north(GN)",Colombo,2007,5,5,382.0,100
Flood,2,2001,2001006,Poojapitiya,Kandy,2007,4,2,351.5,100
Flood,2,2001,2001003,Thumpane,Kandy,2007,2,20,148.2,100
Flood,1,1001,1001009,Thalngama (GN),Colombo,2007,4,5,253.0,100
Flood,1,1001,1001031,Wedikanda (GN),Colombo,2007,4,5,253.0,100
Flood,1,1001,1001033,Egoda uyana South(GN),Colombo,2007,5,5,382.0,100
Flood,2,2001,2001006,Poojapitiya,Kandy,2007,8,5,148.6,100
Flood,3,3003,3003012,Hambantota,Hambantota,2007,1,10,68.0,100
Flood,3,3003,3003006,Lunugamvehera,Hambantota,2007,1,10,68.0,100
Flood,3,3003,3003015,Ambalantota,Hambantota,2007,1,10,68.0,100
Flood,6,6002,6002021,Mahakumbukkadawala,Puttalam,2007,12,26,265.9,100
Flood,1,1001,1001031,Kandawala(GN),Colombo,2007,4,5,253.0,100
Flood,6,6001,6001006,Galgamuwa,Kurunegala,2007,12,20,139.0,100
Flood,6,6001,6001003,Serasumgala (GN),Kurunegala,2007,12,24,139.0,0
Flood,5,5003,5003024,Kinniya,Trincomalee,2007,11,23,303.0,100
Flood,3,3003,3003030,Beliatta,Hambantota,2007,1,10,68.0,0
Flood,3,3003,3003021,Weeraketiya,Hambantota,2007,1,10,68.0,0
Flood,1,1002,1002033,Mahara,Gampaha,2007,5,4,204.0,0
Flood,1,1002,1002039,Biyagama,Gampaha,2007,5,3,204.0,0
Flood,1,1002,1002006,Katana,Gampaha,2007,5,4,204.0,0
Flood,1,1002,1002021,Ja-Ela,Gampaha,2007,5,4,204.0,0
Flood,7,7002,7002012,manampitiya(GN),Polannaruwa,2007,12,18,211.9,100
Flood,1,1002,1002036,Kelaniya,Gampaha,2007,5,3,204.0,0
Flood,5,5001,5001039,Koralai Pattu South (Kiran),Batticaloa,2007,12,23,305.0,0
Flood,5,5001,5001042,Koralai Pattu Central ,Batticaloa,2007,12,23,305.0,0
Flood,7,7002,7002003,Unagalavehera (GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002006,Kahambiliyawa (GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002009,Munisirigama (GN),Polannaruwa,2007,12,15,211.9,100
Flood,7,7002,7002009,Buddhayaya (GN),Polannaruwa,2007,12,15,211.9,100
Flood,1,1002,1002018,Wattala,Gampaha,2007,5,4,204.0,0
Flood,7,7002,7002009,Maha Kirimetiya (GN),Polannaruwa,2007,12,15,211.9,100
Flood,7,7002,7002010,Mahindagama (GN),Polannaruwa,2007,12,23,211.9,100
Flood,4,4001,4001006,Chankanai Center(GN),Jaffna,2007,12,23,293.6,100
Flood,1,1003,1003015,Madurawala,Kaluthara,2007,8,31,68.6,0
Flood,1,1003,1003036,Palindanuwara,Kaluthara,2007,8,31,68.6,0
Flood,1,1003,1003018,Millaniya,Kaluthara,2007,8,31,68.6,0
Flood,1,1003,1003039,Walallavita,Kaluthara,2007,8,31,68.6,0
Flood,1,1003,1003003,Panadura,Kaluthara,2007,5,6,157.5,0
Flood,1,1003,1003036,Palindanuwara,Kaluthara,2007,5,3,157.5,0
Flood,2,2002,2002003,Wetakoluwewa(GN),Matale,2007,12,22,185.0,100
Flood,1,1001,1001033,Moratuwa,Colombo,2007,6,20,186.0,0
Flood,1,1003,1003039,Walallavita,Kaluthara,2007,5,9,157.5,0
Flood,9,9002,9002033,Deraniyagala,Kegalle,2007,5,12,205.0,0
Flood,5,5001,5001012,Sittandy 4 (GN),Batticaloa,2007,12,18,305.0,100
Flood,2,2003,2003012,Nuwara Eliya,Nuwara Eliya,2007,1,11,130.0,0
Flood,2,2002,2002006,Pelvehera(GN),Matale,2007,12,22,185.0,100
Flood,2,2002,2002006,Pallegama(GN),Matale,2007,12,22,185.0,100
Flood,1,1003,1003039,Walallavita,Kaluthara,2007,5,3,157.5,0
Flood,9,9001,9001006,Kuruvita,Ratnapura,2007,8,31,300.6,0
Flood,7,7002,7002009,Weli Ela(GN),Polannaruwa,2007,12,15,211.9,100
Flood,6,6001,6001018,Rasnayakapura,Kurunegala,2007,11,28,327.0,0
Flood,6,6001,6001030,Ibbagamuwa,Kurunegala,2007,12,20,139.0,0
Flood,7,7002,7002009,Gemunupura (GN),Polannaruwa,2007,12,15,211.9,100
Flood,7,7002,7002009,Senanayakapura (GN),Polannaruwa,2007,12,15,211.9,100
Flood,7,7002,7002009,Debarella (GN),Polannaruwa,2007,12,15,211.9,100
Flood,7,7002,7002009,Kegalugama (GN),Polannaruwa,2007,12,15,211.9,100
Flood,7,7002,7002009,Somapura (GN),Polannaruwa,2007,12,15,211.9,100
Flood,7,7002,7002009,Hingurakdamana (GN),Polannaruwa,2007,12,15,211.9,100
Flood,2,2002,2002030,Rattota,Matale,2007,1,5,90.0,0
Flood,8,8002,8002030,Nikawewa(Gn),Monaragala,2007,9,1,135.0,100
Flood,8,8002,8002030,Bodagama(GN),Monaragala,2007,9,1,135.0,100
Flood,2,2002,2002030,Rattota,Matale,2007,1,9,90.0,0
Flood,6,6001,6001039,Kobeigane,Kurunegala,2007,4,23,262.0,0
Flood,8,8002,8002030,Sittaram(GN),Monaragala,2007,9,1,135.0,100
Flood,8,8002,8002030,Kandiyapitiyawewa(GN),Monaragala,2007,9,1,135.0,100
Flood,8,8002,8002030,Seenukkuwa(Gn),Monaragala,2007,9,1,135.0,100
Flood,5,5002,5002042,18A Colony,Ampara,2007,4,19,115.9,100
Flood,6,6001,6001054,Kurunegala,Kurunegala,2007,9,9,159.0,0
Flood,2,2002,2002030,Rattota,Matale,2007,1,13,90.0,0
Flood,6,6001,6001018,Rasnayakapura,Kurunegala,2007,11,11,327.0,0
Flood,7,7002,7002009,Pansalgodella (GN),Polannaruwa,2007,12,15,211.9,100
Flood,8,8002,8002027,Katharagama(GN),Monaragala,2007,9,1,135.0,100
Flood,6,6002,6002018,Mundalama,Puttalam,2007,5,17,179.8,0
Flood,5,5002,5002009,Samagipura(GN),Ampara,2007,12,13,553.1,100
Flood,6,6002,6002045,Wennappuwa,Puttalam,2007,9,3,141.5,0
Flood,2,2003,2003012,"Dayagama West(GN), Dayagama East(GN)",Nuwara Eliya,2007,12,18,235.0,100
Flood,7,7002,7002009,Galamuna (GN),Polannaruwa,2007,12,15,211.9,100
Flood,2,2002,2002006,Yakkuragala south(GN),Matale,2007,12,22,185.0,100
Flood,4,4001,4001027,Alvai North West(GN),Jaffna,2007,12,23,293.6,100
Flood,4,4001,4001009,Valikamam South -West (Sandili,Jaffna,2007,12,23,293.6,0
Flood,5,5002,5002003,"Sandamadulla(GN), Sandunpura(GN), Paranagama(GN), ",Ampara,2007,12,27,553.1,100
Flood,5,5002,5002016,"Central Camp - 1,2,3,4,5,6 Navithanveli - 1,2",Ampara,2007,12,26,553.1,100
Flood,2,2002,2002030,Rattota,Matale,2007,1,14,90.0,0
Flood,4,4001,4001027,Alvai North Centre(GN),Jaffna,2007,12,23,293.6,100
Flood,8,8002,8002030,Aluthwewa(GN),Monaragala,2007,9,1,135.0,100
Flood,9,9001,9001033,Kalawana,Ratnapura,2007,8,31,300.6,0
Flood,7,7002,7002018,Elahera,Polannaruwa,2007,12,22,211.9,0
Flood,2,2001,2001027,Kundasale,Kandy,2007,9,20,207.1,0
Flood,2,2001,2001027,Kundasale,Kandy,2007,12,22,233.5,0
Flood,2,2001,2001027,Kundasale,Kandy,2007,12,19,233.5,0
Flood,2,2001,2001027,Kundasale,Kandy,2007,10,23,469.2,0
Flood,5,5001,5001012,Sittandy 2 (GN),Batticaloa,2007,12,18,305.0,100
Flood,2,2001,2001027,Kundasale,Kandy,2007,4,11,351.5,0
Flood,2,2001,2001006,Poojapitiya,Kandy,2007,11,6,373.6,0
Flood,2,2001,2001051,Udapalatha,Kandy,2007,4,8,351.5,0
Flood,2,2001,2001033,Harispattuwa,Kandy,2007,10,16,469.2,0
Flood,2,2001,2001033,Harispattuwa,Kandy,2007,6,28,112.0,0
Flood,2,2001,2001024,Medadumbara,Kandy,2007,1,20,97.6,0
Flood,2,2001,2001024,Medadumbara,Kandy,2007,8,25,148.6,0
Flood,2,2001,2001024,Medadumbara,Kandy,2007,7,28,142.5,0
Flood,2,2001,2001024,Medadumbara,Kandy,2007,7,29,142.5,0
Flood,2,2001,2001051,Udapalatha,Kandy,2007,1,15,97.6,0
Flood,2,2001,2001024,Medadumbara,Kandy,2007,2,2,148.2,0
Flood,2,2001,2001006,Poojapitiya,Kandy,2007,11,17,373.6,0
Flood,2,2001,2001009,Akurana,Kandy,2007,6,4,112.0,0
Flood,2,2001,2001045,Pathahewaheta,Kandy,2007,4,18,351.5,0
Flood,2,2001,2001045,Pathahewaheta,Kandy,2007,3,11,158.5,0
Flood,2,2001,2001045,Pathahewaheta,Kandy,2007,1,5,97.6,0
Flood,4,4001,4001006,Panlippulam(GN),Jaffna,2007,12,23,293.6,100
Flood,4,4001,4001006,Chankanai South(GN),Jaffna,2007,12,23,293.6,100
Flood,2,2001,2001039,Udunuwara,Kandy,2007,7,31,142.5,0
Flood,2,2001,2001006,Poojapitiya,Kandy,2007,12,16,233.5,0
Flood,5,5001,5001012,Sittandy 1 (GN),Batticaloa,2007,12,18,305.0,100
Flood,4,4001,4001006,Vedducoddai North(GN),Jaffna,2007,12,23,293.6,100
Flood,2,2001,2001009,Akurana,Kandy,2007,11,2,373.6,0
Flood,2,2001,2001009,Akurana,Kandy,2007,10,30,469.2,0
Flood,2,2001,2001009,Akurana,Kandy,2007,9,12,207.1,0
Flood,2,2001,2001009,Akurana,Kandy,2007,8,15,148.6,0
Flood,2,2001,2001009,Akurana,Kandy,2007,8,14,148.6,0
Flood,4,4001,4001006,Vedducoddai East(GN),Jaffna,2007,12,23,293.6,100
Flood,9,9001,9001012,Ratnapura,Ratnapura,2007,8,31,300.6,0
Flood,2,2001,2001024,Medadumbara,Kandy,2007,1,28,97.6,0
Flood,8,8002,8002030,Thanamalvila,Monaragala,2007,1,9,137.0,0
Flood,2,2002,2002018,Pandivita(GN),Matale,2007,12,24,185.0,100
Flood,9,9001,9001027,Gangulvitiya(GN),Ratnapura,2007,8,31,300.6,0
Flood,2,2002,2002003,Meewalapathaha(GN),Matale,2007,12,22,185.0,100
Flood,2,2002,2002012,"Kinigama(GN),Koholanwala(GN)",Matale,2007,12,23,185.0,100
Flood,2,2002,2002009,Naula(GN),Matale,2007,12,23,185.0,100
Flood,2,2002,2002006,Lenadora South(GN),Matale,2007,12,22,185.0,0
Flood,2,2002,2002033,Dehupitiya(GN),Matale,2007,12,21,185.0,100
Flood,2,2002,2002003,Kumbukgolla(GN),Matale,2007,12,22,185.0,100
Flood,6,6002,6002036,Henepola(GN),Puttalam,2007,5,17,179.8,0
Flood,5,5001,5001012,Sittandy 3 (GN),Batticaloa,2007,12,18,305.0,100
Flood,4,4001,4001006,Chankanai East(GN),Jaffna,2007,12,23,293.6,100
Flood,4,4001,4001006,Chankanai West(GN),Jaffna,2007,12,23,293.6,100
Flood,8,8002,8002024,Buttala,Monaragala,2007,4,15,182.0,0
Flood,6,6002,6002009,Nilbamma Project Area,Puttalam,2007,12,25,265.9,100
Flood,2,2002,2002006,"Nawa Padeniya, Gam Udawa",Matale,2007,12,22,185.0,100
Flood,2,2001,2001024,Medadumbara,Kandy,2007,6,21,112.0,0
Flood,7,7002,7002015,Gallella West(GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002015,Divulana(GN),Polannaruwa,2007,12,18,211.9,100
Flood,8,8002,8002018,Badalkumbura,Monaragala,2007,10,25,306.0,0
Flood,1,1003,1003030,Gurudola(GN),Kaluthara,2007,8,31,68.6,100
Flood,6,6002,6002009,Karuwalagaswewa,Puttalam,2007,12,25,265.9,0
Flood,7,7002,7002015,Damana Gemunupura(GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002015,Wijayarajapura(GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002015,Sinharajapura(GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002015,Kotaleeya(GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002015,Aluth wewa west(GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002015,Manikkampattiya(GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002015,Gallella(GN),Polannaruwa,2007,12,18,211.9,100
Flood,3,3003,3003033,Tangalle,Hambantota,2007,12,22,157.0,0
Flood,7,7002,7002015,Nelumvila(GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002015,Pudur(GN),Polannaruwa,2007,12,18,211.9,100
Flood,3,3003,3003030,Beliatta,Hambantota,2007,10,17,155.0,0
Flood,7,7002,7002015,Kalahagala(GN),Polannaruwa,2007,12,18,211.9,100
Flood,2,2002,2002030,Rattota,Matale,2007,1,10,90.0,0
Flood,8,8002,8002018,Dewathura(GN),Monaragala,2007,10,25,306.0,100
Flood,8,8002,8002024,Galtemmandiya(GN),Monaragala,2007,11,24,334.0,100
Flood,1,1003,1003024,"Akkaragoda (GN), Kankanamgoda (GN)",Kaluthara,2007,3,5,68.6,0
Flood,7,7002,7002009,Weerapura (GN),Polannaruwa,2007,12,15,211.9,100
Flood,1,1003,1003027,Dodangoda (GN),Kaluthara,2007,4,5,137.2,0
Flood,1,1003,1003039,Pelawatta (GN),Kaluthara,2007,3,5,68.6,0
Flood,1,1003,1003036,Batahen (GN),Kaluthara,2007,3,5,68.6,0
Flood,4,4001,4001012,Alaveddy North(GN),Jaffna,2007,12,23,293.6,100
Flood,3,3001,3001027,"Kotugoda(GN),Sandarawala(GN),Ganegama(GN),",Galle,2007,5,5,291.0,0
Flood,4,4001,4001027,Polikandy(GN),Jaffna,2007,12,23,293.6,100
Flood,8,8002,8002024,Mahasenpura(GN),Monaragala,2007,4,15,182.0,0
Flood,1,1003,1003006,Atulugama East (GN),Kaluthara,2007,3,5,68.6,0
Flood,1,1003,1003036,Palindanuwara,Kaluthara,2007,3,5,68.6,0
Flood,4,4001,4001012,Kadduvan West(GN),Jaffna,2007,12,23,293.6,100
Flood,2,2001,2001021,Kolonyaya(GN),Kandy,2007,12,1,233.5,100
Flood,4,4001,4001012,Alaveddy Central,Jaffna,2007,12,23,293.6,100
Flood,5,5002,5002039,Kolavil 03 (GN),Ampara,2007,4,19,115.9,0
Flood,6,6002,6002036,Henepola(GN),Puttalam,2007,5,17,179.8,100
Flood,1,1001,1001006,Megoda Kolonnawa(GN),Colombo,2007,4,5,253.0,0
Flood,1,1001,1001031,Wedikanda (GN),Colombo,2007,4,5,253.0,0
Flood,5,5002,5002051,Shasthrawela (GN),Ampara,2007,1,14,271.1,0
Flood,5,5002,5002051,Panama North (GN),Ampara,2007,1,14,271.1,0
Flood,5,5002,5002051,Panama South (GN),Ampara,2007,1,14,271.1,0
Flood,5,5002,5002051,Dewalagoda (GN),Ampara,2007,1,14,271.1,0
