Disaster,Code Region,Code District,Code Commune,Location,District,Year,Month,Day,Rainfall(mm),Flood
Flood,1,1003,1003006,Atulugama East (GN),Kaluthara,2007,6,22,106.7,0
Flood,1,1003,1003024,Kalavilakanda(GN),Kaluthara,2007,6,22,106.7,0
Flood,1,1001,1001015,"Puwakpitiya(GN),Seethawaka(GN),Avissawella(GN)",Colombo,2007,4,5,253.0,0
Flood,7,7002,7002009,Rifaipura (GN),Polannaruwa,2007,12,15,211.9,100
Flood,4,4005,4005006,"Paranthan Town(GN),Punnaineeravi(GN),",Kilinochchi,2007,12,23,279.6,100
Flood,1,1001,1001003,Maligawatta (GN),Colombo,2007,4,5,253.0,100
Flood,1,1001,1001031,Kandawala(GN),Colombo,2007,4,5,253.0,0
Flood,1,1001,1001030,"Doctor Road, No 83, Ranajayagama.",Colombo,2007,5,5,382.0,0
Flood,1,1001,1001024,"Welikanda east(GN),Welikanda north(GN)",Colombo,2007,5,5,382.0,0
Flood,1,1001,1001009,Thalngama (GN),Colombo,2007,4,5,253.0,0
Flood,7,7001,7001009,Medawachchiya,Anuradhapura,2007,12,19,191.9,0
Flood,5,5002,5002048,Kalappukaddu (GN),Ampara,2007,1,14,271.1,0
Flood,7,7001,7001045,Thammennawa(GN),Anuradhapura,2007,12,23,191.9,100
Flood,7,7002,7002009,Lankapura (GN),Polannaruwa,2007,12,15,211.9,100
Flood,7,7002,7002012,Veheragama (GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002012,Bogaswewa (GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002012,Mahaulpatha (GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002012,Weerana (GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002012,Bimpokuna (GN),Polannaruwa,2007,12,18,211.9,100
Flood,4,4001,4001027,Viyaparimoolai(GN),Jaffna,2007,12,23,293.6,100
Flood,7,7002,7002012,Wijayabapura (GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002012,Track 05 Aralaganvila (GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002012,Aralaganvila West (GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002012,Aralaganvila (GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002012,Nidanwala (GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002012,Ihalawewa (GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002012,Divuldamana (GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002012,Arunapura (GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002012,Rathmalthenna (GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7001,7001045,Lunuwewa(GN),Anuradhapura,2007,5,11,125.3,100
Flood,6,6001,6001003,Jayanthipura (GN),Kurunegala,2007,12,24,139.0,100
Flood,7,7001,7001009,Medawachchiya,Anuradhapura,2007,9,10,106.8,0
Flood,7,7001,7001009,"Kirigalwewa(GN), katukeliyawa",Anuradhapura,2007,12,19,191.9,100
Flood,7,7002,7002012,Salasumgama ,Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002012,Siripura ,Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002012,Rankethgama (GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002009,Bauddhartha Gama (GN),Polannaruwa,2007,12,15,211.9,100
Flood,7,7002,7002009,Thalpotha (GN),Polannaruwa,2007,12,15,211.9,100
Flood,6,6001,6001018,Nammuwawa(GN),Kurunegala,2007,12,24,139.0,100
Flood,2,2002,2002006,Kalogahaela(GN),Matale,2007,12,22,185.0,100
Flood,7,7002,7002012,Jayapura (GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002012,Medagama (GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7002,7002012,Gomathiyaya (GN),Polannaruwa,2007,12,18,211.9,100
Flood,7,7001,7001009,Medawachchiya,Anuradhapura,2007,8,27,56.4,0
Flood,4,4001,4001012,Vithahapuram(GN),Jaffna,2007,12,23,293.6,100
Flood,4,4001,4001042,Delft Centre(GN),Jaffna,2007,12,23,293.6,100
Flood,7,7002,7002012,Meewathpura (GN),Polannaruwa,2007,12,18,211.9,100
Flood,1,1001,1001009,Kalapaluwawa (GN),Colombo,2007,11,22,310.0,0
Flood,1,1001,1001009,Thunadahena (GN),Colombo,2007,11,22,310.0,0
Flood,1,1001,1001009,Mahadeniya (GN),Colombo,2007,11,22,310.0,0
Flood,4,4005,4005009,Akkarayankulam(GN),Kilinochchi,2007,12,23,279.6,100
Flood,4,4005,4005009,Konavil(GN),Kilinochchi,2007,12,23,279.6,100
Flood,4,4005,4005009,Anaivilunthankulam(GN),Kilinochchi,2007,12,23,279.6,100
Flood,7,7002,7002009,Nelumpura (GN),Polannaruwa,2007,12,15,211.9,100
Flood,7,7002,7002009,Pulasthigama (GN),Polannaruwa,2007,12,15,211.9,100
Flood,7,7002,7002009,Sanghabodhigama (GN),Polannaruwa,2007,12,15,211.9,100
Flood,7,7002,7002009,Jayapura (GN),Polannaruwa,2007,12,15,211.9,100
Flood,7,7002,7002009,Alhilalpura (GN),Polannaruwa,2007,12,15,211.9,100
Flood,7,7001,7001045,Thambuttegama,Anuradhapura,2007,11,5,237.5,0
Flood,2,2002,2002006,Ihala  Erevula(GN),Matale,2007,12,22,185.0,100
Flood,8,8002,8002027,Katharagama(GN),Monaragala,2007,9,1,135.0,0
Flood,6,6001,6001045,Moragane,Kurunegala,2007,11,11,327.0,0
Flood,7,7001,7001045,Thelhiriyawa(GN),Anuradhapura,2007,12,23,191.9,0
Flood,7,7001,7001045,Lunuwewa(GN),Anuradhapura,2007,5,11,125.3,0
Flood,7,7002,7002009,Thambala (GN),Polannaruwa,2007,12,15,211.9,100
Flood,7,7002,7002012,Medagama (GN),Polannaruwa,2007,12,18,211.9,0
Flood,7,7002,7002009,Sungavila (GN),Polannaruwa,2007,12,15,211.9,100
Flood,7,7002,7002009,Patunugama (GN),Polannaruwa,2007,12,15,211.9,100
Flood,2,2002,2002030,Rattota,Matale,2007,1,2,90.0,0
Flood,8,8002,8002024,Waguruwela(GN),Monaragala,2007,11,24,334.0,100
Flood,2,2002,2002018,Matale,Matale,2007,6,21,111.0,0
Flood,6,6001,6001063,Rideegama,Kurunegala,2007,11,3,327.0,0
Flood,6,6001,6001063,Rideegama,Kurunegala,2007,11,4,327.0,0
Flood,6,6001,6001063,Rideegama,Kurunegala,2007,11,5,327.0,0
Flood,7,7002,7002009,Jayabima (GN),Polannaruwa,2007,12,15,211.9,100
Flood,4,4005,4005009,Kanagambigaikulam(GN),Kilinochchi,2007,12,23,279.6,100
Flood,8,8001,8001009,Meegahakivula,Badulla,2007,5,16,141.0,0
Flood,6,6001,6001042,Bingiriya,Kurunegala,2007,11,24,327.0,0
Flood,8,8001,8001009,Meegahakivula,Badulla,2007,2,7,94.0,0
Flood,6,6001,6001045,Panduwasnuwara East,Kurunegala,2007,11,11,327.0,0
Flood,7,7001,7001045,Thambuttegama,Anuradhapura,2007,12,23,191.9,0
Flood,7,7002,7002009,Abhayapura (GN),Polannaruwa,2007,12,15,211.9,100
Flood,8,8001,8001009,Meegahakivula,Badulla,2007,7,3,52.0,0
Flood,7,7002,7002012,Veheragama (GN),Polannaruwa,2007,12,18,211.9,0
Flood,7,7002,7002012,Track 05 Aralaganvila (GN),Polannaruwa,2007,12,18,211.9,0
Flood,7,7002,7002012,Nidanwala (GN),Polannaruwa,2007,12,18,211.9,0
Flood,1,1002,1002018,Thimbirigasyaya (GN),Gampaha,2007,4,5,112.0,0
Flood,1,1002,1002018,Horape Thuduwa (GN),Gampaha,2007,4,5,112.0,0
Flood,1,1002,1002018,Thuduwegedara (GN),Gampaha,2007,4,5,112.0,0
Flood,1,1002,1002018,Heenkenda (GN),Gampaha,2007,4,5,112.0,0
Flood,1,1002,1002018,Galudupita (GN),Gampaha,2007,4,5,112.0,0
Flood,1,1002,1002018,Maththumagala (GN),Gampaha,2007,4,5,112.0,0
Flood,1,1002,1002018,Nayakkanda North (GN),Gampaha,2007,4,5,112.0,0
Flood,1,1002,1002018,Galwetiya (GN),Gampaha,2007,4,5,112.0,0
Flood,1,1002,1002018,Telangapatha (GN),Gampaha,2007,4,5,112.0,0
Flood,1,1002,1002018,Hendala North (GN),Gampaha,2007,4,5,112.0,0
Flood,1,1002,1002018,Kerawalapitiya (GN),Gampaha,2007,4,5,112.0,0
Flood,1,1002,1002018,Hekitta (GN),Gampaha,2007,4,5,112.0,0
Flood,1,1002,1002018,Palliyawatta South (GN),Gampaha,2007,4,5,112.0,0
Flood,1,1002,1002018,Uswetakeiyawa (GN),Gampaha,2007,4,5,112.0,0
Flood,1,1002,1002018,Wattala (GN),Gampaha,2007,4,5,112.0,0
Flood,3,3001,3001033,"Maha Ambalangoda(GN), Panniyadoowa(GN), Poramba(GN)",Galle,2007,5,5,291.0,0
Flood,7,7001,7001015,"Maha Ehetuwewa(GN),Wessagiriya(GN)",Anuradhapura,2007,12,23,191.9,0
Flood,7,7002,7002018,Atharagallewa (GN),Polannaruwa,2007,12,22,211.9,0
Flood,7,7002,7002012,Alawakumbura (GN),Polannaruwa,2007,12,18,211.9,0
Flood,7,7002,7002012,Aluthoya (GN),Polannaruwa,2007,12,18,211.9,0
Flood,7,7002,7002012,Pimburattewa East (GN),Polannaruwa,2007,12,18,211.9,0
Flood,7,7002,7002012,Sandagalathenna (GN),Polannaruwa,2007,12,18,211.9,0
Flood,7,7002,7002012,Maldeniya (GN),Polannaruwa,2007,12,18,211.9,0
Flood,7,7002,7002012,Navagaha Ela (GN),Polannaruwa,2007,12,18,211.9,0
Flood,7,7001,7001060,"Walawegama(GN), Kanakkanmaduwa(GN), Palugaswewa Farm(GN),",Anuradhapura,2007,12,23,191.9,0
Flood,7,7002,7002012,Ihala Ellewewa (GN),Polannaruwa,2007,12,18,211.9,0
Flood,7,7002,7002012,Pahala ellewewa (GN),Polannaruwa,2007,12,18,211.9,0
Flood,7,7002,7002012,Millana (GN),Polannaruwa,2007,12,18,211.9,0
Flood,7,7002,7002012,Dimbulagala (GN),Polannaruwa,2007,12,18,211.9,0
Flood,7,7001,7001054,"Ihala Puliyankulama(GN),Annasiwewa",Anuradhapura,2007,12,23,191.9,0
Flood,7,7002,7002018,Attanakadawala South (GN),Polannaruwa,2007,12,23,211.9,0
Flood,7,7002,7002018,Somils (GN),Polannaruwa,2007,12,22,211.9,0
Flood,7,7002,7002018,Gangeyaya (GN),Polannaruwa,2007,12,22,211.9,0
Flood,4,4001,4001006,Pannakam(GN),Jaffna,2007,12,23,293.6,100
Flood,2,2001,2001045,Pathahewaheta,Kandy,2007,4,30,351.5,0
Flood,2,2001,2001045,Pathahewaheta,Kandy,2007,12,22,233.5,0
Flood,4,4001,4001006,Tholpuram East(GN),Jaffna,2007,12,23,293.6,100
Flood,1,1003,1003036,Kamburawala(GN),Kaluthara,2007,3,5,68.6,100
Flood,1,1001,1001031,Wedikanda (GN),Colombo,2007,6,20,186.0,100
Flood,1,1001,1001033,Angulana(GN),Colombo,2007,6,20,186.0,100
Flood,1,1003,1003039,"Ittapana South (GN), Ittapana North (GN)",Kaluthara,2007,3,5,68.6,100
Flood,1,1003,1003030,"Pelawatta galmatta(GN) thotaha, maragahadeniya",Kaluthara,2007,3,5,68.6,0
Flood,1,1003,1003036,Kamburawala(GN),Kaluthara,2007,3,5,68.6,0
Flood,1,1003,1003030,"Pelawatta galmatta(GN) thotaha, maragahadeniya",Kaluthara,2007,3,5,68.6,100
Flood,1,1001,1001031,Wedikanda (GN),Colombo,2007,6,20,186.0,0
Flood,1,1003,1003039,"Ittapana South (GN), Ittapana North (GN)",Kaluthara,2007,3,5,68.6,0
Flood,1,1003,1003039,Pannila South (GN),Kaluthara,2007,5,5,157.5,100
Flood,1,1003,1003039,Yagirala (GN),Kaluthara,2007,9,5,111.8,100
Flood,1,1003,1003039,Pannila South (GN),Kaluthara,2007,5,5,157.5,0
Flood,1,1003,1003039,Goarakadoowa (GN),Kaluthara,2007,9,5,111.8,100
Flood,1,1003,1003039,Yagirala (GN),Kaluthara,2007,9,5,111.8,0
Flood,1,1001,1001033,Angulana(GN),Colombo,2007,6,20,186.0,0
Flood,1,1003,1003033,Polgampala (GN),Kaluthara,2007,3,5,68.6,0
Flood,3,3003,3003009,Koonwelena(GN),Hambantota,2007,10,1,155.0,100
Flood,1,1003,1003003,Thalpitiya North(GN),Kaluthara,2007,6,5,106.7,0
Flood,9,9001,9001012,Hidallana,Ratnapura,2007,8,31,300.6,0
Flood,9,9001,9001036,Marapana,Ratnapura,2007,8,31,300.6,0
Flood,9,9001,9001033,Beliathwila(GN),Ratnapura,2007,8,31,300.6,0
Flood,9,9001,9001030,Idangoda,Ratnapura,2007,8,31,300.6,0
Flood,9,9001,9001006,"Theppanawa(GN), Madagama, Ihalagama, ",Ratnapura,2007,8,31,300.6,0
Flood,1,1003,1003036,Kamburawala(GN),Kaluthara,2007,8,31,68.6,0
Flood,9,9001,9001012,Ratnapura,Ratnapura,2007,5,10,473.2,0
Flood,1,1003,1003039,"Yagirala(GN),Walallavita",Kaluthara,2007,8,31,68.6,100
Flood,4,4001,4001015,Inuvil West(GN),Jaffna,2007,12,23,293.6,100
Flood,4,4001,4001015,Inuvil North East(GN),Jaffna,2007,12,23,293.6,100
Flood,1,1003,1003003,Thalpitiya North(GN),Kaluthara,2007,6,5,106.7,100
Flood,1,1003,1003039,Karapagala(GN),Kaluthara,2007,5,5,157.5,100
Flood,3,3003,3003009,Nidigamvila(GN),Hambantota,2007,10,1,155.0,100
Flood,1,1003,1003039,"Yagirala(GN),Walallavita",Kaluthara,2007,8,31,68.6,0
Flood,8,8002,8002030,Kandiyapitiyawewa(GN),Monaragala,2007,9,1,135.0,0
Flood,3,3001,3001018,"Koralegama(GN), Gallanda(GN), Panangalla(GN), ",Galle,2007,6,11,258.0,0
Flood,1,1003,1003030,Iddagoda West (GN),Kaluthara,2007,3,5,68.6,0
Flood,1,1003,1003027,Gamagoda East (GN),Kaluthara,2007,3,5,68.6,0
Flood,4,4001,4001003,Karainagar Centre (GN),Jaffna,2007,12,23,293.6,100
Flood,4,4001,4001003,Karainagar West (GN),Jaffna,2007,12,23,293.6,100
Flood,3,3003,3003009,Gonagamuwa(GN),Hambantota,2007,10,1,155.0,100
Flood,5,5002,5002042,18A Colony,Ampara,2007,4,19,115.9,0
Flood,3,3003,3003009,Tissapura(GN),Hambantota,2007,10,1,155.0,100
Flood,4,4001,4001003,Karainagar East(GN),Jaffna,2007,12,23,293.6,100
Flood,4,4001,4001033,Kanthamadam Norht West (GN),Jaffna,2007,12,23,293.6,100
Flood,4,4001,4001003,Karainagar North East(GN),Jaffna,2007,12,23,293.6,100
Flood,2,2003,2003012,Kandapola (GN),Nuwara Eliya,2007,11,1,331.0,100
Flood,3,3003,3003009,Panagamuwa(GN),Hambantota,2007,10,1,155.0,100
Flood,9,9001,9001015,Imbulpe,Ratnapura,2007,12,19,348.0,0
Flood,9,9001,9001015,Imbulpe,Ratnapura,2007,8,31,300.6,0
Flood,9,9001,9001015,Imbulpe,Ratnapura,2007,8,7,300.6,0
Flood,4,4001,4001015,Inuvil South West(GN),Jaffna,2007,12,23,293.6,100
Flood,4,4001,4001003,Karainagar North West(GN),Jaffna,2007,12,23,293.6,100
Flood,1,1003,1003003,Thalpitiya South (GN),Kaluthara,2007,6,5,106.7,0
Flood,4,4001,4001033,Thirunelvely North East (GN),Jaffna,2007,12,23,293.6,100
Flood,4,4001,4001033,Kokuvil Centre (West) (GN),Jaffna,2007,12,23,293.6,100
Flood,3,3003,3003009,Vijayapura(GN),Hambantota,2007,10,1,155.0,100
Flood,3,3003,3003009,Uduvila(GN),Hambantota,2007,10,1,155.0,100
Flood,1,1003,1003033,Polgampala (GN),Kaluthara,2007,3,5,68.6,100
Flood,1,1003,1003030,Iddagoda West (GN),Kaluthara,2007,3,5,68.6,100
Flood,9,9002,9002033,Deraniyagala South(GN),Kegalle,2007,12,5,156.0,100
Flood,1,1003,1003003,Weragala (GN),Kaluthara,2007,6,5,106.7,100
Flood,4,4001,4001033,Thirunelvely Centre North (GN),Jaffna,2007,12,23,293.6,100
Flood,4,4005,4005009,Thiruvaiaru(GN),Kilinochchi,2007,10,3,319.9,100
Flood,4,4001,4001003,Karainagar Centre (GN),Jaffna,2007,12,23,293.6,0
Flood,4,4001,4001003,Karainagar North East(GN),Jaffna,2007,12,23,293.6,0
Flood,2,2003,2003012,Kandapola (GN),Nuwara Eliya,2007,11,1,331.0,0
Flood,1,1003,1003027,Gamagoda East (GN),Kaluthara,2007,3,5,68.6,100
Flood,1,1003,1003021,Dadiyawala (GN),Kaluthara,2007,4,5,137.2,100
Flood,4,4001,4001033,Kokuvil South West (GN),Jaffna,2007,12,23,293.6,100
Flood,1,1003,1003003,Thalpitiya South (GN),Kaluthara,2007,6,5,106.7,100
Flood,2,2003,2003012,Dayagama West(GN),Nuwara Eliya,2007,12,18,235.0,0
Flood,5,5001,5001009,birainthuraichenai south(GN),Batticaloa,2007,12,23,305.0,0
Flood,1,1001,1001027,borella north,Colombo,2007,5,5,382.0,0
Flood,8,8002,8002024,Kukurampola(GN),Monaragala,2007,4,15,182.0,100
Flood,3,3003,3003009,Yodhakandiya(GN),Hambantota,2007,10,1,155.0,100
Flood,9,9001,9001033,Kalawana,Ratnapura,2007,10,20,561.4,0
Flood,9,9001,9001033,Kalawana,Ratnapura,2007,9,7,353.5,0
Flood,9,9001,9001033,Kalawana,Ratnapura,2007,9,21,353.5,0
Flood,9,9001,9001033,Kalawana,Ratnapura,2007,9,17,353.5,0
Flood,8,8002,8002024,pelawatta (GN),Monaragala,2007,4,15,182.0,100
Flood,3,3003,3003009,Welipattewela(GN),Hambantota,2007,10,1,155.0,100
Flood,2,2003,2003012,"Weverly(GN), ",Nuwara Eliya,2007,12,18,235.0,0
Flood,3,3003,3003009,Kirinda(GN),Hambantota,2007,10,1,155.0,100
Flood,3,3003,3003009,Magama(GN),Hambantota,2007,10,1,155.0,100
Flood,3,3003,3003009,Andaragasyaya(GN),Hambantota,2007,10,1,155.0,100
Flood,8,8002,8002024,Waguruwela(GN),Monaragala,2007,11,24,334.0,0
Flood,8,8002,8002030,Aluthwewa(GN),Monaragala,2007,9,1,135.0,0
Flood,3,3003,3003009,Viharamahadevipura(GN),Hambantota,2007,10,1,155.0,100
Flood,4,4001,4001015,Thavady North(GN),Jaffna,2007,12,23,293.6,100
Flood,8,8002,8002024,"Muwangala(GN),Karalewa(GN),Kumana(GN)",Monaragala,2007,4,15,182.0,100
Flood,9,9001,9001018,Balangoda,Ratnapura,2007,3,14,273.9,0
Flood,3,3003,3003009,Ranakeliya(GN),Hambantota,2007,10,1,155.0,100
Flood,3,3003,3003009,Gotabayapura(GN),Hambantota,2007,10,1,155.0,100
Flood,3,3003,3003009,Mahasenpura(GN),Hambantota,2007,10,1,155.0,100
Flood,2,2001,2001021,Kindigoda South(GN),Kandy,2007,12,1,233.5,100
Flood,3,3003,3003009,Sandagiripura(GN),Hambantota,2007,10,1,155.0,100
Flood,3,3003,3003009,Rubberwatta(GN),Hambantota,2007,10,1,155.0,100
Flood,5,5001,5001009,kavathamunai,Batticaloa,2007,12,23,305.0,100
Flood,3,3003,3003009,Senapura(GN),Hambantota,2007,10,1,155.0,100
Flood,3,3003,3003009,Gangasiripura(GN),Hambantota,2007,10,1,155.0,100
Flood,3,3003,3003009,Karachchiyagama(GN),Hambantota,2007,10,1,155.0,100
Flood,3,3003,3003009,Medawelena(GN),Hambantota,2007,10,1,155.0,100
Flood,3,3003,3003009,Tissamaharama(GN),Hambantota,2007,10,1,155.0,100
Flood,8,8001,8001003,Poojanagaraya(GN),Badulla,2007,12,20,223.0,100
Flood,9,9001,9001018,Balangoda,Ratnapura,2007,1,5,195.0,0
Flood,3,3003,3003009,Rohanapura(GN),Hambantota,2007,10,1,155.0,100
Flood,4,4001,4001015,Thavady South(GN),Jaffna,2007,12,23,293.6,100
Flood,7,7001,7001066,parawahagama,Anuradhapura,2007,12,23,191.9,100
Flood,1,1001,1001027,narahenpita,Colombo,2007,5,5,382.0,100
Flood,3,3003,3003009,Rubberwatta(GN),Hambantota,2007,10,1,155.0,0
Flood,3,3003,3003009,Karachchiyagama(GN),Hambantota,2007,10,1,155.0,0
Flood,3,3003,3003009,Medawelena(GN),Hambantota,2007,10,1,155.0,0
Flood,9,9001,9001033,Beliathwila(GN),Ratnapura,2007,8,31,300.6,100
Flood,9,9001,9001030,Idangoda,Ratnapura,2007,8,31,300.6,100
Flood,9,9001,9001006,"Theppanawa(GN), Madagama, Ihalagama, ",Ratnapura,2007,8,31,300.6,100
Flood,3,3003,3003009,Gotabayapura(GN),Hambantota,2007,10,1,155.0,0
Flood,9,9001,9001027,"Kahawatta(GN), Karangoda(GN)",Ratnapura,2007,8,31,300.6,100
Flood,9,9001,9001009,Mudunkotuwa(GN),Ratnapura,2007,8,31,300.6,100
Flood,1,1003,1003015,Anguruwathota(GN),Kaluthara,2007,8,31,68.6,100
Flood,1,1003,1003036,Kamburawala(GN),Kaluthara,2007,8,31,68.6,100
Flood,1,1003,1003018,Gungamuwa (GN),Kaluthara,2007,8,31,68.6,100
Flood,1,1001,1001027,narahenpita,Colombo,2007,5,5,382.0,0
Flood,1,1001,1001027,kirula,Colombo,2007,5,5,382.0,0
Flood,8,8002,8002024,Kukurampola(GN),Monaragala,2007,4,15,182.0,0
Flood,3,3003,3003009,Ranakeliya(GN),Hambantota,2007,10,1,155.0,0
Flood,3,3003,3003009,Yodhakandiya(GN),Hambantota,2007,10,1,155.0,0
Flood,3,3003,3003009,Koonwelena(GN),Hambantota,2007,10,1,155.0,0
Flood,1,1001,1001027,kirula,Colombo,2007,5,5,382.0,100
Flood,1,1001,1001027,wanathamulla,Colombo,2007,5,5,382.0,100
Flood,1,1001,1001027,borella north,Colombo,2007,5,5,382.0,100
Flood,5,5001,5001003,punnanai east(GN),Batticaloa,2007,12,23,305.0,100
Flood,5,5001,5001009,birainthuraichenai south(GN),Batticaloa,2007,12,23,305.0,100
Flood,5,5001,5001009,birainthuraichenai north (GN),Batticaloa,2007,12,23,305.0,100
Flood,2,2002,2002003,Meewalapathaha(GN),Matale,2007,12,22,185.0,0
Flood,7,7001,7001045,Deveni Polwatta,Anuradhapura,2007,4,11,217.9,100
Flood,7,7002,7002018,Kudagama-Elahera,Polannaruwa,2007,12,22,211.9,100
Flood,2,2003,2003012,Dayagama West(GN),Nuwara Eliya,2007,12,18,235.0,100
Flood,3,3001,3001018,"Koralegama(GN), Gallanda(GN), Panangalla(GN), ",Galle,2007,6,11,258.0,100
Flood,9,9001,9001012,Hidallana,Ratnapura,2007,8,31,300.6,100
Flood,9,9001,9001036,Marapana,Ratnapura,2007,8,31,300.6,100
Flood,3,3003,3003009,Gemunupura(GN),Hambantota,2007,10,1,155.0,0
Flood,3,3003,3003009,Molakepupathana(GN),Hambantota,2007,10,1,155.0,0
Flood,4,4001,4001015,Sanguvely(GN),Jaffna,2007,12,23,293.6,100
Flood,7,7002,7002012,Kandegama (GN),Polannaruwa,2007,12,18,211.9,100
Flood,4,4001,4001015,Uduvil North(GN),Jaffna,2007,12,23,293.6,100
Flood,4,4001,4001015,Uduvil Centre(GN),Jaffna,2007,12,23,293.6,100
Flood,3,3003,3003009,Kawantissapura(GN),Hambantota,2007,10,1,155.0,100
Flood,3,3003,3003009,Joolpallama(GN),Hambantota,2007,10,1,155.0,100
Flood,2,2001,2001036,Yatinuwara,Kandy,2007,5,25,302.6,0
Flood,2,2001,2001021,Minipe,Kandy,2007,10,17,469.2,0
Flood,3,3003,3003009,Weerahela(GN),Hambantota,2007,10,1,155.0,100
Flood,2,2001,2001057,Pasbage Korale,Kandy,2007,6,22,112.0,0
Flood,3,3003,3003009,Ekamuthugama(GN),Hambantota,2007,10,1,155.0,100
Flood,2,2001,2001057,Pasbage Korale,Kandy,2007,4,23,351.5,0
Flood,2,2002,2002006,Inamaluwa(GN),Matale,2007,12,22,185.0,100
Flood,4,4001,4001015,Chunnakam Town North(GN),Jaffna,2007,12,23,293.6,100
Flood,2,2001,2001030,Kandy Four Gravets & Gangawata,Kandy,2007,4,18,351.5,0
Flood,2,2001,2001018,Udadumbara,Kandy,2007,4,20,351.5,0
Flood,2,2001,2001018,Udadumbara,Kandy,2007,7,11,142.5,0
Flood,4,4001,4001015,Chunnakam Town Centre(GN),Jaffna,2007,12,23,293.6,100
Flood,2,2001,2001057,Pasbage Korale,Kandy,2007,3,11,158.5,0
Flood,2,2001,2001051,Udapalatha,Kandy,2007,6,22,112.0,0
Flood,2,2002,2002006,Etawarahena(GN),Matale,2007,12,22,185.0,100
Flood,2,2002,2002006,Digampathaha(GN),Matale,2007,12,22,185.0,100
Flood,5,5001,5001042,Chemanodai(GN),Batticaloa,2007,12,23,305.0,100
Flood,1,1001,1001027,gothamipura,Colombo,2007,5,5,382.0,100
Flood,9,9001,9001027,Hangamuwa(GN),Ratnapura,2007,8,31,300.6,100
Flood,9,9001,9001027,Kotamulla(GN),Ratnapura,2007,8,31,300.6,100
Flood,2,2002,2002006,Pothana(GN),Matale,2007,12,22,185.0,100
Flood,2,2002,2002006,Thalkote(GN),Matale,2007,12,22,185.0,100
Flood,4,4001,4001024,Manalkadu(GN),Jaffna,2007,12,23,293.6,100
Flood,2,2002,2002006,Lenadora South(GN),Matale,2007,12,22,185.0,100
Flood,5,5002,5002051,Hulannuge(GN),Ampara,2007,1,14,271.1,100
Flood,2,2002,2002009,Naula,Matale,2007,10,5,341.0,0
Flood,5,5002,5002048,jaladeen square(GN) hidayapuram(GN),Ampara,2007,1,14,271.1,100
Flood,2,2002,2002009,Naula,Matale,2007,10,2,341.0,0
Flood,9,9001,9001021,Opanayaka,Ratnapura,2007,3,25,273.9,0
Flood,4,4001,4001024,Kudathanai(GN),Jaffna,2007,12,23,293.6,100
Flood,2,2002,2002006,Welangolla(GN),Matale,2007,12,22,185.0,100
Flood,7,7001,7001045,Makulewa(GN),Anuradhapura,2007,12,23,191.9,100
Flood,2,2001,2001051,Udapalatha,Kandy,2007,7,21,142.5,0
Flood,2,2001,2001051,Udapalatha,Kandy,2007,9,12,207.1,0
Flood,2,2001,2001018,Udadumbara,Kandy,2007,11,28,373.6,0
Flood,2,2001,2001018,Udadumbara,Kandy,2007,1,10,97.6,0
Flood,2,2001,2001018,Udadumbara,Kandy,2007,10,20,469.2,0
Flood,5,5001,5001009,Valachchenai(GN),Batticaloa,2007,12,23,305.0,100
Flood,4,4001,4001006,Arali South(GN),Jaffna,2007,12,23,293.6,100
Flood,4,4001,4001006,Arali East(GN),Jaffna,2007,12,23,293.6,100
Flood,2,2001,2001018,Udadumbara,Kandy,2007,2,7,148.2,0
Flood,2,2001,2001030,Kandy Four Gravets & Gangawata,Kandy,2007,11,7,373.6,0
Flood,2,2001,2001030,Kandy Four Gravets & Gangawata,Kandy,2007,11,5,373.6,0
Flood,2,2001,2001030,Kandy Four Gravets & Gangawata,Kandy,2007,9,7,207.1,0
Flood,4,4001,4001006,Arali North(GN),Jaffna,2007,12,23,293.6,100
Flood,4,4001,4001006,Vedducoddai South(GN),Jaffna,2007,12,23,293.6,100
Flood,4,4001,4001006,Vaddukoddai West(GN),Jaffna,2007,12,23,293.6,100
Flood,2,2001,2001003,Thumpane,Kandy,2007,8,31,148.6,0
Flood,2,2001,2001030,Kandy Four Gravets & Gangawata,Kandy,2007,6,22,112.0,0
Flood,2,2001,2001051,Udapalatha,Kandy,2007,10,28,469.2,0
Flood,2,2001,2001018,Udadumbara,Kandy,2007,9,20,207.1,0
