Serial,Disaster,Code Region,Code District,Code Commune,Location,District,Date,Year,Month
FL2007,FLOOD,lka004,lka004001,lka004001036,Navanthurai North(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001036,Moor Street South(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001036,New Moor Street(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001018,Irupalai South(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001018,Irupalai East(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001018,Kopay South(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001018,Kopay Centre(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001018,Kopay North(GN),Jaffna,2007-12-23,2007,12
FL2008,FLOOD,lka001,lka001003,lka001003015,,Kaluthara,2008-02-06,2008,2
FL2007,FLOOD,lka004,lka004001,lka004001018,Neetvely North(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001018,Neervely South(GN),Jaffna,2007-12-23,2007,12
FL2008,FLOOD,lka001,lka001003,lka001003021,,Kaluthara,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001003,lka001003030,,Kaluthara,2008-02-06,2008,2
FL2007,FLOOD,lka004,lka004001,lka004001018,Neervely West(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001018,Sirupiddy East(GN),Jaffna,2007-12-23,2007,12
FL2008,FLOOD,lka001,lka001003,lka001003010,,Kaluthara,2008-02-06,2008,2
FL2007,FLOOD,lka004,lka004001,lka004001018,Puttur East(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001018,Avarangal West(GN),Jaffna,2007-12-23,2007,12
FL2008,FLOOD,lka009,lka009001,lka009001033,,Ratnapura,2008-05-31,2008,5
FL2008,FLOOD,lka001,lka001003,lka001003006,,Kaluthara,2008-02-06,2008,2
FL2007,FLOOD,lka004,lka004001,lka004001018,Idaikkaddu(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001018,Atchuvely South(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001018,Atchuvely West(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001018,Atchuvely North(GN),Jaffna,2007-12-23,2007,12
FL2008,FLOOD,lka001,lka001003,lka001003024,,Kaluthara,2008-02-06,2008,2
FL2008,FLOOD,lka009,lka009001,lka009001006,,Ratnapura,2008-05-31,2008,5
FL2008,FLOOD,lka001,lka001003,lka001003009,,Kaluthara,2008-05-06,2008,5
FL2008,FLOOD,lka009,lka009001,lka009001027,,Ratnapura,2008-05-31,2008,5
FL2007,FLOOD,lka004,lka004001,lka004001027,Thondamanaru South(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001027,Kerudavil South(GN),Jaffna,2007-12-23,2007,12
FL2008,FLOOD,lka009,lka009001,lka009001012,,Ratnapura,2008-05-31,2008,5
FL2008,FLOOD,lka001,lka001003,lka001003003,,Kaluthara,2008-05-06,2008,5
FL2008,FLOOD,lka009,lka009001,lka009001030,,Ratnapura,2008-05-31,2008,5
FL2008,FLOOD,lka001,lka001003,lka001003033,,Kaluthara,2008-05-06,2008,5
FL2008,FLOOD,lka009,lka009001,lka009001003,,Ratnapura,2008-05-30,2008,5
FL2008,FLOOD,lka009,lka009001,lka009001036,,Ratnapura,2008-05-31,2008,5
FL2006,FLOOD,lka005,lka005002,lka005002051,,Ampara,2006-12-17,2006,12
FL2008,FLOOD,lka009,lka009001,lka009001042,,Ratnapura,2008-05-31,2008,5
FL2008,FLOOD,lka001,lka001002,lka001002030,Udakanampella South(GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002030,Udakanampella North(GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002030,Senasungoda(GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002030,Galpothugoda(GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002030,Poogoda(GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002030,Udamapitigama(GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002030,Dethamulla(GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002030,Nikawela(GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002030,Malwana(GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002030,Samanabedda(GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002039,Walgama East (GN),Gampaha,2008-01-06,2008,1
FL2008,FLOOD,lka001,lka001002,lka001002030,Ovitigama(GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002039,Malwana Town (GN),Gampaha,2008-01-06,2008,1
FL2008,FLOOD,lka001,lka001002,lka001002039,Yabaraluwa North (GN),Gampaha,2008-01-06,2008,1
FL2008,FLOOD,lka001,lka001002,lka001002030,Meniklanda(GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002039,Yabaraluwa South (GN),Gampaha,2008-01-06,2008,1
FL2008,FLOOD,lka001,lka001002,lka001002030,Giridara(GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002039,Biyagama South (GN),Gampaha,2008-01-06,2008,1
FL2008,FLOOD,lka001,lka001002,lka001002030,Kumarimulla(GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002039,Biyagama East (GN),Gampaha,2008-01-06,2008,1
FL2008,FLOOD,lka001,lka001002,lka001002030,Welgama(GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002039,Mabima West (GN),Gampaha,2008-01-06,2008,1
FL2008,FLOOD,lka001,lka001002,lka001002039,Mabima East (GN),Gampaha,2008-01-06,2008,1
FL2008,FLOOD,lka001,lka001002,lka001002030,Samanabedda North(GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002039,Thalwatta (GN),Gampaha,2008-01-06,2008,1
FL2008,FLOOD,lka001,lka001002,lka001002030,Pahala Mapitigama(GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002030,Kalukodayawa West(GN),Gampaha,2008-02-06,2008,2
FL2007,FLOOD,lka004,lka004001,lka004001027,Kerudavil East(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001027,Alvai North(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001027,Thuimpalai(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001027,Thumpalai East(GN),Jaffna,2007-12-23,2007,12
FL2008,FLOOD,lka001,lka001002,lka001002039,Bollegala (GN),Gampaha,2008-01-06,2008,1
FL2008,FLOOD,lka001,lka001002,lka001002030,Guruwala(GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002039,Pattivila South (GN),Gampaha,2008-01-06,2008,1
FL2008,FLOOD,lka001,lka001002,lka001002030,Udamapitigama South(GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002039,Pattivila North (GN),Gampaha,2008-01-06,2008,1
FL2008,FLOOD,lka001,lka001002,lka001002030,Giridara West(GN),Gampaha,2008-02-06,2008,2
FL2007,FLOOD,lka004,lka004001,lka004001027,Puloly North(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka002,lka002002,lka002002006,Welamitiyawa(GN),Matale,2007-12-22,2007,12
FL2007,FLOOD,lka002,lka002002,lka002002006,Pannampitiya(GN),Matale,2007-12-22,2007,12
FL2007,FLOOD,lka002,lka002002,lka002002006,Nayakumbura(GN),Matale,2007-12-22,2007,12
FL2006,FLOOD,lka001,lka001001,lka001001003,Mahawatta (GN),Colombo,2006-10-27,2006,10
FL2006,FLOOD,lka001,lka001001,lka001001003,Nawagampura (GN),Colombo,2006-10-27,2006,10
FL2007,FLOOD,lka002,lka002002,lka002002006,Kapuwatta(GN),Matale,2007-12-22,2007,12
FL2008,FLOOD,lka001,lka001002,lka001002039,Biyagama West (GN),Gampaha,2008-01-06,2008,1
FL2008,FLOOD,lka001,lka001002,lka001002030,Malinda East(GN),Gampaha,2008-02-06,2008,2
FL2006,FLOOD,lka001,lka001001,lka001001003,Grandpass South (GN),Colombo,2006-10-27,2006,10
FL2006,FLOOD,lka001,lka001001,lka001001003,Khettarama (GN),Colombo,2006-10-27,2006,10
FL2008,FLOOD,lka001,lka001002,lka001002039,Biyagama North (GN),Gampaha,2008-01-06,2008,1
FL2008,FLOOD,lka001,lka001002,lka001002030,Pattiyagama(GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002039,Gonawala West (GN),Gampaha,2008-01-06,2008,1
FL2008,FLOOD,lka001,lka001002,lka001002030,Dangalla(GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002039,Siyambalape South (GN),Gampaha,2008-02-06,2008,2
FL2007,FLOOD,lka002,lka002002,lka002002006,Dambulla Town(GN),Matale,2007-12-22,2007,12
FL2006,FLOOD,lka001,lka001001,lka001001003,Grandpass North (GN),Colombo,2006-10-27,2006,10
FL2007,FLOOD,lka002,lka002002,lka002002006,Rathmalgaha Ela(GN),Matale,2007-12-22,2007,12
FL2007,FLOOD,lka002,lka002002,lka002002006,Pohoranwewa(GN),Matale,2007-12-22,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001027,Valvettithurai North West(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka002,lka002002,lka002002006,Athuparayaya(GN),Matale,2007-12-22,2007,12
FL2008,FLOOD,lka001,lka001002,lka001002030,Dangalla North(GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002039,Kanduboda East (GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002039,Heiyanthuduwa East (GN),Gampaha,2008-03-06,2008,3
FL2008,FLOOD,lka001,lka001002,lka001002030,Kapugoda(GN),Gampaha,2008-02-06,2008,2
FL2007,FLOOD,lka004,lka004001,lka004001027,Puloly South(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka002,lka002002,lka002002006,Pahalawewa(GN),Matale,2007-12-22,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001027,Manthikai(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka002,lka002002,lka002002006,Haluapullanawewa(GN),Matale,2007-12-22,2007,12
FL2008,FLOOD,lka001,lka001002,lka001002039,Heiyanthuduwa South (GN),Gampaha,2008-03-06,2008,3
FL2008,FLOOD,lka001,lka001002,lka001002030,Dompe(GN),Gampaha,2008-03-06,2008,3
FL2007,FLOOD,lka004,lka004001,lka004001027,Puloly North East(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka002,lka002002,lka002002006,Dambulugama(GN),Matale,2007-12-22,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001027,Puloly South West(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka002,lka002002,lka002002006,Pahala Erevula(GN),Matale,2007-12-22,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001027,Viyaparimoolai(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka002,lka002002,lka002002006,Kalogahaela(GN),Matale,2007-12-22,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001027,Polikandy(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka002,lka002002,lka002002006,Ihala  Erevula(GN),Matale,2007-12-22,2007,12
FL2001,FLOOD,lka004,lka004005,lka004005006,"Punnaineeravi(GN),Puliyampokkanai(GN)",Kilinochchi,2001-11-22,2001,11
FL2003,FLOOD,lka009,lka009001,lka009001036,,Ratnapura,2003-05-17,2003,5
FL2007,FLOOD,lka004,lka004005,lka004005009,Kanagambigaikulam(GN),Kilinochchi,2007-12-23,2007,12
FL2004,FLOOD,lka004,lka004005,lka004005009,Uthayanagar(GN),Kilinochchi,2004-10-12,2004,10
FL2008,FLOOD,lka001,lka001002,lka001002033,Gongitota (GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002033,Gongitota West (GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002033,Akbar Town (GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002033,Appugewatta (GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002033,Dalupitiya West (GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002033,Pinnameda West (GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002033,Pinnameda (GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002033,Nathuduwa (GN),Gampaha,2008-02-06,2008,2
FL2007,FLOOD,lka004,lka004001,lka004001027,Alvai North West(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka002,lka002002,lka002002006,Yakkuragala south(GN),Matale,2007-12-22,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001027,Alvai North Centre(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka002,lka002002,lka002002006,Pallegama(GN),Matale,2007-12-22,2007,12
FL2007,FLOOD,lka002,lka002002,lka002002006,Pelvehera(GN),Matale,2007-12-22,2007,12
FL2008,FLOOD,lka001,lka001002,lka001002033,Dalupitiya South (GN),Gampaha,2008-02-06,2008,2
FL2008,FLOOD,lka001,lka001002,lka001002033,Nathuduwa West (GN),Gampaha,2008-02-06,2008,2
FL2004,FLOOD,lka005,lka005001,lka005001015,,Batticaloa,2004-10-12,2004,10
FL2007,FLOOD,lka002,lka002002,lka002002006,Bulagala(GN),Matale,2007-12-22,2007,12
FL2007,FLOOD,lka002,lka002002,lka002002006,Inamaluwa(GN),Matale,2007-12-22,2007,12
FL2007,FLOOD,lka002,lka002002,lka002002006,Etawarahena(GN),Matale,2007-12-22,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001024,Manalkadu(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka002,lka002002,lka002002006,Digampathaha(GN),Matale,2007-12-22,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001024,Kudathanai(GN),Jaffna,2007-12-23,2007,12
FL2004,FLOOD,lka005,lka005001,lka005001030,,Batticaloa,2004-10-12,2004,10
FL2007,FLOOD,lka007,lka007001,lka007001066,,Anuradhapura,2007-12-23,2007,12
FL2007,FLOOD,lka002,lka002002,lka002002006,Nikawatawana(GN),Matale,2007-12-22,2007,12
FL2007,FLOOD,lka007,lka007001,lka007001066,Pelbendiyawa (GN),Anuradhapura,2007-12-23,2007,12
FL2007,FLOOD,lka007,lka007001,lka007001066,Hinguruwelpitiya (GN),Anuradhapura,2007-12-23,2007,12
FL2007,FLOOD,lka002,lka002002,lka002002006,Siyambala wewa(GN),Matale,2007-12-22,2007,12
FL2007,FLOOD,lka002,lka002002,lka002002006,Mailattewa(GN),Matale,2007-12-22,2007,12
FL2007,FLOOD,lka007,lka007001,lka007001066,Kalugala (GN),Anuradhapura,2007-12-23,2007,12
FL2007,FLOOD,lka007,lka007001,lka007001066,Budugehinna (GN),Anuradhapura,2007-12-23,2007,12
FL2007,FLOOD,lka002,lka002002,lka002002006,Rathmalkatuwa(GN),Matale,2007-12-22,2007,12
FL2007,FLOOD,lka007,lka007001,lka007001066,Anakatawewa (GN),Anuradhapura,2007-12-23,2007,12
FL2007,FLOOD,lka007,lka007001,lka007001048,,Anuradhapura,2007-12-23,2007,12
FL2004,FLOOD,lka004,lka004005,lka004005006,Murasumooddai(GN),Kilinochchi,2004-10-12,2004,10
FL2007,FLOOD,lka007,lka007001,lka007001036,,Anuradhapura,2007-12-23,2007,12
FL2007,FLOOD,lka007,lka007001,lka007001033,,Anuradhapura,2007-12-23,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001030,Kalvayal(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka007,lka007001,lka007001051,,Anuradhapura,2007-12-23,2007,12
FL2007,FLOOD,lka007,lka007001,lka007001063,,Anuradhapura,2007-12-23,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001030,Then madduvil(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka007,lka007001,lka007001042,,Anuradhapura,2007-12-23,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001030,Madduvil East(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001030,Madduvil Nunavil(GN),Jaffna,2007-12-23,2007,12
FL2007,FLOOD,lka004,lka004001,lka004001030,Madduvil Centre(GN),Jaffna,2007-12-23,2007,12
FL2000,FLOOD,lka005,lka005001,lka005001009,,Batticaloa,2000-11-19,2000,11
FL2003,FLOOD,lka004,lka004005,lka004005006,"Paranthan Town(GN),Umaiyalpuram(GN),",Kilinochchi,2003-01-01,2003,1
FL2003,FLOOD,lka009,lka009001,lka009001027,kahawatta(GN),Ratnapura,2003-05-17,2003,5
FL2003,FLOOD,lka004,lka004005,lka004005006,Piramanthalaru(GN),Kilinochchi,2003-01-01,2003,1
FL2002,FLOOD,lka004,lka004005,lka004005006,"Tharmapuram West(GN),Punnaineeravi(GN),",Kilinochchi,2002-07-01,2002,7
FL2008,FLOOD,lka004,lka004005,lka004005009,Vannerikulam(GN),Kilinochchi,2008-10-03,2008,10
FL2008,FLOOD,lka004,lka004005,lka004005009,Thirunagar North(GN),Kilinochchi,2008-10-03,2008,10
FL2001,FLOOD,lka005,lka005001,lka005001009,,Batticaloa,2001-10-12,2001,10
FL2007,FLOOD,lka004,lka004001,lka004001030,Madduvil West(GN),Jaffna,2007-12-23,2007,12
