Serial,Disaster,Code Region,Code District,Code Commune,Location,District,Date,Year,Month,Cyclone
41484,STRONG WIND,lka009,lka009001,lka009001027,Kotamulla(GN),Ratnapura,2007-06-08,2007,6,0
41498,STRONG WIND,lka002,lka002003,,,Nuwara Eliya,2007-06-08,2007,6,0
41462,STRONG WIND,lka008,lka008002,lka008002006,Madulla,Monaragala,2007-06-08,2007,6,0
41474,STRONG WIND,lka009,lka009001,lka009001006,Theppanawa Pahalagama(GN),Ratnapura,2007-06-08,2007,6,0
41506,STRONG WIND,lka002,lka002001,lka002001054,Ganga Ihala Korale,Kandy,2007-06-08,2007,6,0
41480,STRONG WIND,lka009,lka009002,lka009002021,Ruwanwella,Kegalle,2007-06-08,2007,6,0
41472,GALE,lka002,lka002003,lka002003003,Bogahawela(GN),Nuwara Eliya,2007-06-08,2007,6,0
41511,STRONG WIND,lka009,lka009002,lka009002027,Yatiyanthota,Kegalle,2007-06-08,2007,6,0
41513,STRONG WIND,lka002,lka002001,lka002001018,Madugalla North(GN),Kandy,2007-06-08,2007,6,0
41467,STRONG WIND,lka008,lka008001,lka008001019,Lunugala,Badulla,2007-06-08,2007,6,0
41475,STRONG WIND,lka009,lka009001,lka009001006,Kosgoda(GN),Ratnapura,2007-06-08,2007,6,0
41460,STRONG WIND,lka006,lka006002,lka006002015,Puttalam,Puttalam,2007-06-08,2007,6,0
ST2007,STRONG WIND,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2007-06-09,2007,6,1
ST2007,STRONG WIND,lka002,lka002001,lka002001018,Udadumbara,Kandy,2007-06-09,2007,6,1
ST2007,STRONG WIND,lka004,lka004005,lka004005009,"Skandapuram(GN),Akkarayankulam(GN)",Kilinochchi,2007-06-10,2007,6,1
GA2007,GALE,lka009,lka009001,lka009001027,Palawela(GN),Ratnapura,2007-06-10,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2007-06-10,2007,6,1
41495,STRONG WIND,lka009,lka009002,,,Kegalle,2007-06-11,2007,6,0
41497,STRONG WIND,lka003,lka003001,,,Galle,2007-06-11,2007,6,0
41502,STRONG WIND,lka002,lka002001,lka002001054,Udahenthenna(GN),Kandy,2007-06-11,2007,6,0
41503,STRONG WIND,lka009,lka009001,lka009001018,,Ratnapura,2007-06-11,2007,6,0
41505,STRONG WIND,lka002,lka002001,lka002001012,Pallethalavinna Ihala(GN),Kandy,2007-06-11,2007,6,0
41507,GALE,lka002,lka002003,lka002003003,Kothmale,Nuwara Eliya,2007-06-11,2007,6,0
41508,GALE,lka002,lka002003,lka002003006,Hanguranketha,Nuwara Eliya,2007-06-11,2007,6,0
41509,STRONG WIND,lka009,lka009001,lka009001039,Kahawatta,Ratnapura,2007-06-11,2007,6,0
41510,STRONG WIND,lka005,lka005002,lka005002036,"Karunkoditive,Pallikudiyiruppu",Ampara,2007-06-11,2007,6,0
41514,STRONG WIND,lka001,lka001002,lka001002027,Attanagalla,Gampaha,2007-06-11,2007,6,0
41515,STRONG WIND,lka006,lka006002,lka006002024,Kottukachchiya(GN),Puttalam,2007-06-11,2007,6,0
41490,STRONG WIND,lka003,lka003001,lka003001018,Thawalama,Galle,2007-06-11,2007,6,0
41491,STRONG WIND,lka006,lka006002,lka006002039,Mahawewa,Puttalam,2007-06-11,2007,6,0
41464,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2007-06-11,2007,6,0
41486,STRONG WIND,lka009,lka009001,lka009001012,Malwala(GN),Ratnapura,2007-06-11,2007,6,0
41465,STRONG WIND,lka008,lka008001,lka008001009,Meegahakivula,Badulla,2007-06-11,2007,6,0
41466,GALE,lka008,lka008001,lka008001024,Dehiwinna(GN),Badulla,2007-06-11,2007,6,0
41471,GALE,lka009,lka009001,lka009001015,Naluwela(GN),Ratnapura,2007-06-11,2007,6,0
41488,STRONG WIND,lka009,lka009001,lka009001024,Godagama(GN),Ratnapura,2007-06-11,2007,6,0
41487,STRONG WIND,lka009,lka009001,lka009001033,Jathuwangoda(GN),Ratnapura,2007-06-11,2007,6,0
41476,STRONG WIND,lka009,lka009001,lka009001027,Haldola(GN),Ratnapura,2007-06-11,2007,6,0
41479,STRONG WIND,lka003,lka003001,lka003001054,Habaraduwa,Galle,2007-06-11,2007,6,0
41482,STRONG WIND,lka003,lka003001,lka003001021,,Galle,2007-06-11,2007,6,0
41489,STRONG WIND,lka009,lka009001,lka009001024,,Ratnapura,2007-06-11,2007,6,0
ST2007,STRONG WIND,lka002,lka002001,lka002001039,Pethiyagoda East(GN),Kandy,2007-06-12,2007,6,1
ST2007,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2007-06-12,2007,6,1
ST2007,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2007-06-13,2007,6,1
ST2007,STRONG WIND,lka002,lka002001,lka002001045,Galthenna(GN),Kandy,2007-06-13,2007,6,1
ST2007,STRONG WIND,lka002,lka002001,lka002001045,Pathahewaheta,Kandy,2007-06-13,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003003,"Harangala(GN), Rawanagoda West(GN), Wethalawa(GN), ",Nuwara Eliya,2007-06-13,2007,6,1
ST2007,STRONG WIND,lka006,lka006002,lka006002006,Vanathavilluwa,Puttalam,2007-06-13,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003003,Kothmale,Nuwara Eliya,2007-06-13,2007,6,1
ST2007,STRONG WIND,lka006,lka006002,lka006002006,Vattakandal(GN),Puttalam,2007-06-13,2007,6,1
ST2007,STRONG WIND,lka002,lka002003,lka002003012,,Nuwara Eliya,2007-06-13,2007,6,1
GA2007,GALE,lka008,lka008001,lka008001009,"Balagolla(GN),Dehigahamada",Badulla,2007-06-14,2007,6,1
ST2007,STRONG WIND,lka008,lka008001,lka008001009,Balagolla(GN),Badulla,2007-06-14,2007,6,1
ST2007,STRONG WIND,lka008,lka008001,lka008001009,Meegahakivula,Badulla,2007-06-14,2007,6,1
GA2007,STRONG WIND,lka008,lka008001,lka008001009,Meegahakivula,Badulla,2007-06-14,2007,6,1
GA2007,GALE,lka008,lka008001,lka008001024,Hapuwalakumbura(GN),Badulla,2007-06-15,2007,6,1
GA2007,GALE,lka002,lka002001,lka002001024,Thunthisgala(GN),Kandy,2007-06-15,2007,6,1
ST2007,STRONG WIND,lka006,lka006002,lka006002030,Kusala(GN),Puttalam,2007-06-15,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2007-06-15,2007,6,1
GA2007,GALE,lka008,lka008001,lka008001024,Dehiwinna(GN),Badulla,2007-06-15,2007,6,1
GA2007,GALE,lka008,lka008001,lka008001024,Bogahamaditta(GN),Badulla,2007-06-15,2007,6,1
GA2007,GALE,lka002,lka002001,lka002001024,Medadumbara,Kandy,2007-06-15,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001024,Pelmadulla,Ratnapura,2007-06-15,2007,6,1
ST2007,STRONG WIND,lka006,lka006002,lka006002030,Arachchikattuwa,Puttalam,2007-06-15,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001015,Pallewela(GN),Ratnapura,2007-06-15,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001015,Bolthumbe(GN),Ratnapura,2007-06-15,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001024,Gallinna(GN),Ratnapura,2007-06-15,2007,6,1
GA2007,GALE,lka008,lka008001,lka008001024,Hali-Ela,Badulla,2007-06-15,2007,6,1
ST2007,STRONG WIND,lka006,lka006001,lka006001072,Wadugedara(GN),Kurunegala,2007-06-16,2007,6,1
ST2007,STRONG WIND,lka006,lka006001,lka006001072,Kuliyapitiya West,Kurunegala,2007-06-16,2007,6,1
GA2007,STRONG WIND,lka008,lka008001,lka008001019,Lunugala,Badulla,2007-06-16,2007,6,1
GA2007,GALE,lka008,lka008001,lka008001019,Lunugala Town(GN),Badulla,2007-06-16,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001024,Pelmadulla,Ratnapura,2007-06-17,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001024,Halpawala(GN),Ratnapura,2007-06-17,2007,6,1
ST2007,STRONG WIND,lka002,lka002001,lka002001006,Poojapitiya,Kandy,2007-06-18,2007,6,1
GA2007,GALE,lka009,lka009001,lka009001015,Maddegama(GN),Ratnapura,2007-06-18,2007,6,1
GA2007,GALE,lka009,lka009001,lka009001015,Naluwela(GN),Ratnapura,2007-06-18,2007,6,1
GA2007,GALE,lka009,lka009001,lka009001015,Imbulpe,Ratnapura,2007-06-18,2007,6,1
ST2007,STRONG WIND,lka003,lka003001,lka003001027,Baddegama,Galle,2007-06-18,2007,6,1
ST2007,STRONG WIND,lka003,lka003001,lka003001024,Nagoda,Galle,2007-06-18,2007,6,1
ST2007,STRONG WIND,lka002,lka002001,lka002001006,Anukumbura Udagama(GN),Kandy,2007-06-18,2007,6,1
ST2007,STRONG WIND,lka003,lka003001,lka003001027,,Galle,2007-06-18,2007,6,1
ST2007,STRONG WIND,lka003,lka003001,lka003001024,,Galle,2007-06-18,2007,6,1
ST2007,STRONG WIND,lka002,lka002001,lka002001024,Namadagala(GN),Kandy,2007-06-19,2007,6,1
ST2007,STRONG WIND,lka002,lka002001,lka002001024,Medadumbara,Kandy,2007-06-19,2007,6,1
GA2007,GALE,lka002,lka002001,lka002001027,Hurukaduwa East(GN),Kandy,2007-06-19,2007,6,1
GA2007,GALE,lka002,lka002001,lka002001027,Kundasale,Kandy,2007-06-19,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003003,Kadadora(GN),Nuwara Eliya,2007-06-20,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003003,Wijayabahukanda(GN),Nuwara Eliya,2007-06-20,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003003,Kosgahapathana(GN),Nuwara Eliya,2007-06-20,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003003,Halpola(GN),Nuwara Eliya,2007-06-20,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003003,Dunukedeniya(GN),Nuwara Eliya,2007-06-20,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003003,Karagahayatathenna(GN),Nuwara Eliya,2007-06-20,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003003,Kothmalegama(GN),Nuwara Eliya,2007-06-20,2007,6,1
ST2007,STRONG WIND,lka002,lka002001,lka002001024,Karaliyedda(GN),Kandy,2007-06-20,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003003,Harangala(GN),Nuwara Eliya,2007-06-20,2007,6,1
GA2007,GALE,lka006,lka006002,lka006002039,Puhulhena(GN),Puttalam,2007-06-20,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003003,Bogahawela(GN),Nuwara Eliya,2007-06-20,2007,6,1
ST2007,STRONG WIND,lka002,lka002001,lka002001045,Pathahewaheta,Kandy,2007-06-20,2007,6,1
GA2007,STRONG WIND,lka006,lka006002,lka006002039,Mahawewa,Puttalam,2007-06-20,2007,6,1
ST2007,STRONG WIND,lka008,lka008001,lka008001027,Uva Paranagama,Badulla,2007-06-20,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001039,Kahawatta,Ratnapura,2007-06-20,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003003,Mawela West(GN),Nuwara Eliya,2007-06-20,2007,6,1
ST2007,STRONG WIND,lka002,lka002001,lka002001024,Medadumbara,Kandy,2007-06-20,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003003,Kudaoya(GN),Nuwara Eliya,2007-06-20,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003003,Wethalawa(GN),Nuwara Eliya,2007-06-20,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003003,Katukithula(GN),Nuwara Eliya,2007-06-20,2007,6,1
ST2007,STRONG WIND,lka008,lka008001,lka008001027,Hangiliella(GN),Badulla,2007-06-20,2007,6,1
CE2007,COASTLINE,lka001,lka001001,lka001001031,,Colombo,2007-06-20,2007,6,1
ST2007,STRONG WIND,lka008,lka008001,lka008001027,Malapolagama(GN),Badulla,2007-06-20,2007,6,1
CE2007,COASTLINE,lka001,lka001001,lka001001031,Ratmalana,Colombo,2007-06-20,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001039,Endana(GN),Ratnapura,2007-06-20,2007,6,1
ST2007,STRONG WIND,lka003,lka003002,lka003002042,Matara Four Gravets,Matara,2007-06-20,2007,6,1
CE2007,COASTLINE,lka001,lka001001,lka001001033,Moratuwa,Colombo,2007-06-20,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003003,Kothmale,Nuwara Eliya,2007-06-20,2007,6,1
CE2007,COASTLINE,lka001,lka001001,lka001001033,Angulana(GN),Colombo,2007-06-20,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003003,Udagama(GN),Nuwara Eliya,2007-06-20,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003003,Rawanagoda West(GN),Nuwara Eliya,2007-06-20,2007,6,1
ST2007,STRONG WIND,lka003,lka003002,lka003002042,Kekanadura Central(GN),Matara,2007-06-20,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003003,Maswela(GN),Nuwara Eliya,2007-06-20,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003003,Methagama(GN),Nuwara Eliya,2007-06-20,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003003,Werellapathana(GN),Nuwara Eliya,2007-06-20,2007,6,1
ST2007,STRONG WIND,lka002,lka002001,lka002001045,Haputhale Udagama(GN),Kandy,2007-06-20,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003003,Kalapitiya West(GN),Nuwara Eliya,2007-06-20,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001045,Ammaduwa(GN),Ratnapura,2007-06-21,2007,6,1
GA2007,GALE,lka002,lka002001,lka002001042,Hunugala(GN),Kandy,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001009,Yatipawwa(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001021,Opanayaka(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001036,Delwala(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Hettikanda(GN),Ratnapura,2007-06-21,2007,6,1
GA2007,STRONG WIND,lka006,lka006002,lka006002039,Mahawewa,Puttalam,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001036,Pahala Karawita(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001009,Epitawala(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka001,lka001003,lka001003039,Meegahathenna (GN),Kaluthara,2007-06-21,2007,6,1
GA2007,GALE,lka002,lka002003,lka002003012,,Nuwara Eliya,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Koladagala(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001009,Dodampe(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka003,lka003001,lka003001018,Thawalama,Galle,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka002,lka002002,lka002002012,Pallepola,Matale,2007-06-21,2007,6,1
GA2007,GALE,lka002,lka002001,lka002001042,Naranvita(GN),Kandy,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka002,lka002002,lka002002030,Rattota,Matale,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Weralupa(GN),Ratnapura,2007-06-21,2007,6,1
GA2007,GALE,lka002,lka002001,lka002001042,Inguruwatta(GN),Kandy,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001036,Horangala(GN),Ratnapura,2007-06-21,2007,6,1
GA2007,GALE,lka009,lka009001,,,Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001009,"Punsiripura,Weheragoda",Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001024,,Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Mudduwa East(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001021,Liyanagoda(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001033,Wewelkandura(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001033,Pitigalakanda(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001033,Kukulegama Noth(GN),Ratnapura,2007-06-21,2007,6,1
GA2007,GALE,lka003,lka003003,lka003003012,Walawa(GN),Hmabantota,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Batugedara(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Malangama(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Muwagama(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka003,lka003003,lka003003012,Walawa(GN),Hmabantota,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka001,lka001003,lka001003039,Walallavita,Kaluthara,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka003,lka003001,lka003001018,,Galle,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001027,Karangoda(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001045,Ilukkumbura(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Alupola(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Dehenakanda(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Durekkanda(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka003,lka003001,lka003001039,Galle Four Gravets,Galle,2007-06-21,2007,6,1
SR2007,STRONG WIND,lka009,lka009001,lka009001012,Dewalegawa(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Kahangama(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka003,lka003001,lka003001054,Habaraduwa,Galle,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001045,Weligepola,Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka002,lka002001,lka002001051,Udapalatha,Kandy,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka002,lka002001,lka002001034,Hatharaliyadda,Kandy,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka005,lka005002,lka005002034,Eragama,Ampara,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Sri Palabaddala(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka008,lka008002,lka008002027,Kandasurindugama (GN),Monaragala,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka008,lka008002,lka008002027,Katharagama (GN),Monaragala,2007-06-21,2007,6,1
GA2007,GALE,lka002,lka002001,lka002001012,Yatirawana(GN),Kandy,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka002,lka002002,lka002002018,,Matale,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka003,lka003001,lka003001051,,Galle,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka003,lka003001,lka003001021,,Galle,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001021,Hallinna(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka002,lka002001,lka002001024,Medadumbara,Kandy,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka008,lka008001,lka008001027,Uva Paranagama,Badulla,2007-06-21,2007,6,1
GA2007,GALE,lka002,lka002001,lka002001042,Doluwa,Kandy,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001021,Opanayaka,Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Galabada(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,"Ethoya(GN),Siripagama(GN),Thiriwanketiya(GN)",Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001027,"Niriella(GN),Hangamuwa(GN),Dambuluwana(GN)",Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka005,lka005002,lka005002034,Irakkamam(GN),Ampara,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009002,lka009002021,Ruwanwella,Kegalle,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka002,lka002001,lka002001045,Pathahewaheta,Kandy,2007-06-21,2007,6,1
GA2007,STRONG WIND,lka009,lka009001,,,Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001027,Elapatha(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka002,lka002001,lka002001024,Randeniya(GN),Kandy,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001036,Uda Karavita(GN) ,Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001006,Kosgoda(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001006,Iahalagama(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001006,Kithulpe(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001006,Pahala Kuruvita(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001006,Pathagama(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka002,lka002001,lka002001024,Medamahanuwara(GN),Kandy,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001021,Hunuwala North(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Kospelavinna(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001006,Udakada(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Godigamuwa(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Amunuthenna(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Mapalana(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001027,Haldola(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001027,Pallegedara(GN),Ratnapura,2007-06-21,2007,6,1
GA2007,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001027,Hangamuwa(GN),Ratnapura,2007-06-21,2007,6,1
GA2007,STRONG WIND,lka003,lka003001,lka003001054,Habaraduwa,Galle,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001006,Lassakanda(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001006,,Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001006,Theppanawa Pahalagama(GN),Ratnapura,2007-06-21,2007,6,1
SR2007,STRONG WIND,lka009,lka009001,lka009001012,Ratnapura,Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka003,lka003001,lka003001021,Neluwa,Galle,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Gallella(GN),Ratnapura,2007-06-21,2007,6,1
GA2007,GALE,lka006,lka006002,lka006002039,Iranavila West(GN),Puttalam,2007-06-21,2007,6,1
GA2007,STRONG WIND,lka003,lka003003,lka003003012,Hambantota,Hmabantota,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001024,Pelmadulla,Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009002,lka009002021,"Wendala(GN),Dunumala(GN)",Kegalle,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka002,lka002001,lka002001051,Wahugapitiya(GN),Kandy,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka008,lka008001,lka008001027,Pallewela(GN),Badulla,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka008,lka008002,lka008002027,Katharagama,Monaragala,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001027,Elapatha,Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka002,lka002002,lka002002018,Matale,Matale,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Malwala(GN),Ratnapura,2007-06-21,2007,6,1
GA2007,GALE,lka003,lka003001,lka003001054,,Galle,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Ratnapura Town West(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001009,Matuwagala(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001033,Kukulegama South(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001033,Jathuwangoda(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Egodamalwala(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001024,Godagama(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka002,lka002001,lka002001045,Thalathuoya(GN),Kandy,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka002,lka002001,lka002001034,Damunupola(GN),Kandy,2007-06-21,2007,6,1
GA2007,GALE,lka002,lka002001,lka002001012,Pathadumbara,Kandy,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka004,lka004002,lka004002015,Musalai,Mannar,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Ellagedara(GN),Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka003,lka003003,lka003003012,Hambantota,Hmabantota,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001009,Kiriella,Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka003,lka003001,lka003001039,,Galle,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka002,lka002002,lka002002030,,Matale,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001033,Kalawana,Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Ratnapura,Ratnapura,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka002,lka002002,lka002002012,,Matale,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009002,lka009002021,Wendala(GN),Kegalle,2007-06-21,2007,6,1
ST2007,STRONG WIND,lka009,lka009001,lka009001012,Mudduwa(GN),Ratnapura,2007-06-21,2007,6,1
