Serial,Disaster,Code Region,Code District,Code Commune,Location,District,Date,Year,Month,Cyclone
42607,GALE,lka005,lka005002,lka005002042,Kithsirigama(GN),Ampara,2010-09-11,2010,9,0
42603,STRONG WIND,lka006,lka006001,lka006001015,Hidogama(GN),Kurunegala,2010-09-11,2010,9,0
GA2010,STRONG WIND,lka005,lka005002,lka005002042,Damana,Ampara,2010-09-13,2010,9,1
GA2010,GALE,lka005,lka005002,lka005002042,Kithsirigama(GN),Ampara,2010-09-13,2010,9,1
42600,STRONG WIND,lka008,lka008002,lka008002024,Buttala,Monaragala,2010-09-16,2010,9,0
42608,STRONG WIND,lka007,lka007001,lka007001036,"Suhadagama(GN), Kaluvila(GN)",Anuradhapura,2010-09-16,2010,9,0
42610,GALE,lka007,lka007001,lka007001009,Kuda Kumbukgollewa(GN),Anuradhapura,2010-09-19,2010,9,0
42601,GALE,lka007,lka007001,lka007001024,Horowpothana Town,Anuradhapura,2010-09-19,2010,9,0
GA2010,GALE,lka007,lka007001,lka007001009,Yakawewa(GN),Anuradhapura,2010-09-20,2010,9,1
GA2010,GALE,lka007,lka007001,lka007001009,Medawachchiya Town(GN),Anuradhapura,2010-09-20,2010,9,1
GA2010,GALE,lka007,lka007001,lka007001009,Kuda Kumbukgollewa(GN),Anuradhapura,2010-09-20,2010,9,1
ST2010,STRONG WIND,lka007,lka007001,lka007001036,Nachchadoowa,Anuradhapura,2010-09-20,2010,9,1
GA2010,STRONG WIND,lka007,lka007001,lka007001009,Medawachchiya,Anuradhapura,2010-09-20,2010,9,1
ST2010,STRONG WIND,lka007,lka007001,lka007001036,"Suhadagama(GN), Kaluvila(GN)",Anuradhapura,2010-09-20,2010,9,1
42602,STRONG WIND,lka007,lka007001,lka007001015,"Pusiyankulama(GN), Diganegama(GN)",Anuradhapura,2010-09-21,2010,9,0
42609,STRONG WIND,lka007,lka007001,lka007001009,Medawachchiya,Anuradhapura,2010-09-22,2010,9,0
42599,STRONG WIND,lka008,lka008002,lka008002012,Siyambalanduwa,Monaragala,2010-09-23,2010,9,0
42606,STRONG WIND,lka007,lka007001,lka007001048,Pahala Thalawa(GN),Anuradhapura,2010-09-24,2010,9,0
42598,STRONG WIND,lka008,lka008002,lka008002024,Buttala,Monaragala,2010-09-27,2010,9,0
ST2010,STRONG WIND,lka005,lka005003,lka005003009,Kalyanapura(GN),Trincolmalee,2010-09-30,2010,9,1
ST2010,STRONG WIND,lka005,lka005003,lka005003009,Gomarankadawala,Trincolmalee,2010-09-30,2010,9,1
CE2010,COASTLINE,lka005,lka005003,lka005003015,Perunthoru(GN),Trincolmalee,2010-10-01,2010,10,1
42619,STRONG WIND,lka002,lka002001,lka002001034,Hatharaliyadda,Kandy,2010-10-02,2010,10,0
42617,STRONG WIND,lka006,lka006001,lka006001006,Mahagalkadawala(GN),Kurunegala,2010-10-04,2010,10,0
42622,STRONG WIND,lka001,lka001003,lka001003024,,Kaluthara,2010-10-04,2010,10,0
42615,STRONG WIND,lka002,lka002001,lka002001003,Thumpane,Kandy,2010-10-04,2010,10,0
ST2010,STRONG WIND,lka009,lka009001,lka009001039,Kahawatta,Ratnapura,2010-10-06,2010,10,1
ST2010,STRONG WIND,lka002,lka002001,lka002001048,Suduwella(GN),Kandy,2010-10-06,2010,10,1
ST2010,STRONG WIND,lka002,lka002001,lka002001003,Thumpane,Kandy,2010-10-07,2010,10,1
GA2010,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2010-10-07,2010,10,1
ST2501,STRONG WIND,lka006,lka006001,lka006001006,Mahagalkadawala(GN),Kurunegala,2010-10-07,2010,10,1
ST2010,STRONG WIND,lka002,lka002001,lka002001033,Uguressapitiya(GN),Kandy,2010-10-07,2010,10,1
ST2010,STRONG WIND,lka006,lka006001,lka006001006,Siyambalewa(GN),Kurunegala,2010-10-07,2010,10,1
ST2010,STRONG WIND,lka002,lka002001,lka002001034,Hatharaliyadda,Kandy,2010-10-07,2010,10,1
GA2010,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2010-10-08,2010,10,1
ST2010,STRONG WIND,lka003,lka003002,lka003002015,,Matara,2010-10-11,2010,10,1
ST2010,STRONG WIND,lka001,lka001003,lka001003024,,Kaluthara,2010-10-11,2010,10,1
ST2010,STRONG WIND,lka003,lka003002,lka003002027,,Matara,2010-10-11,2010,10,1
ST2010,STRONG WIND,lka003,lka003002,lka003002009,,Matara,2010-10-11,2010,10,1
42614,STRONG WIND,lka009,lka009001,lka009001039,Kahawatta,Ratnapura,2010-10-13,2010,10,0
42621,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2010-10-14,2010,10,0
GA2010,STRONG WIND,lka001,lka001002,lka001002024,Gampaha,Gampaha,2010-10-15,2010,10,1
GA2010,GALE,lka001,lka001002,lka001002024,Aluthgama Bogamuwa North(GN),Gampaha,2010-10-15,2010,10,1
42624,STRONG WIND,lka001,lka001002,lka001002024,Gampaha,Gampaha,2010-10-16,2010,10,0
42618,STRONG WIND,lka002,lka002001,lka002001033,Uguressapitiya(GN),Kandy,2010-10-21,2010,10,0
42623,STRONG WIND,lka003,lka003002,lka003002027,,Matara,2010-10-23,2010,10,0
42620,STRONG WIND,lka006,lka006001,lka006001006,Siyambalewa(GN),Kurunegala,2010-10-24,2010,10,0
42612,COASTLINE,lka005,lka005003,lka005003015,Perunthoru(GN),Trincolmalee,2010-10-25,2010,10,0
42616,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2010-10-28,2010,10,0
42613,STRONG WIND,lka002,lka002001,lka002001048,Suduwella(GN),Kandy,2010-10-30,2010,10,0
42625,STRONG WIND,lka003,lka003001,lka003001042,Wakwella(GN),Galle,2010-11-01,2010,11,0
42636,STRONG WIND,lka001,lka001003,lka001003024,Beruwala,Kaluthara,2010-11-02,2010,11,0
42627,GALE,lka003,lka003002,lka003002021,Beraleliya(GN),Matara,2010-11-03,2010,11,0
42632,STRONG WIND,lka005,lka005001,lka005001012,Koppavely(GN),Batticaloa,2010-11-03,2010,11,0
ST2010,STRONG WIND,lka003,lka003001,lka003001042,Wakwella(GN),Galle,2010-11-06,2010,11,1
ST2010,STRONG WIND,lka002,lka002001,lka002001048,Perawatta West(GN),Kandy,2010-11-06,2010,11,1
GA2010,GALE,lka003,lka003002,lka003002021,Beraleliya(GN),Matara,2010-11-06,2010,11,1
ST2010,STRONG WIND,lka009,lka009001,lka009001024,Karangoda(GN),Ratnapura,2010-11-06,2010,11,1
ST2010,STRONG WIND,lka009,lka009001,lka009001027,Karangoda(GN),Ratnapura,2010-11-06,2010,11,1
ST2010,STRONG WIND,lka009,lka009001,lka009001024,Pathakada(GN),Ratnapura,2010-11-06,2010,11,1
ST2010,STRONG WIND,lka009,lka009001,lka009001024,Pelmadullagama(GN),Ratnapura,2010-11-06,2010,11,1
ST2010,STRONG WIND,lka003,lka003001,lka003001054,Pelessa(GN),Galle,2010-11-06,2010,11,1
ST2010,STRONG WIND,lka009,lka009001,lka009001021,Meegahawela(GN),Ratnapura,2010-11-06,2010,11,1
GA2010,GALE,lka003,lka003002,lka003002021,Ibbawala(GN),Matara,2010-11-06,2010,11,1
GA2010,GALE,lka007,lka007002,lka007002015,Divulanagama(GN),Polannaruwa,2010-11-07,2010,11,1
GA2010,GALE,lka007,lka007002,lka007002015,Palugasdamana 3 Ela(GN),Polannaruwa,2010-11-07,2010,11,1
ST2010,STRONG WIND,lka005,lka005001,lka005001012,Koppavely(GN),Batticaloa,2010-11-07,2010,11,1
42633,GALE,lka007,lka007002,lka007002015,Palugasdamana 3 Ela(GN),Polannaruwa,2010-11-08,2010,11,0
ST2010,STRONG WIND,lka001,lka001003,lka001003024,Beruwala,Kaluthara,2010-11-10,2010,11,1
ST2010,STRONG WIND,lka003,lka003002,lka003002009,Pasgoda,Matara,2010-11-10,2010,11,1
ST2010,STRONG WIND,lka003,lka003002,lka003002027,Kamburupitiya,Matara,2010-11-10,2010,11,1
ST2010,STRONG WIND,lka003,lka003002,lka003002015,Athuraliya,Matara,2010-11-10,2010,11,1
ST2010,STRONG WIND,lka001,lka001003,lka001003024,Beruwala,Kaluthara,2010-11-11,2010,11,1
ST2010,STRONG WIND,lka001,lka001003,lka001003024,Pinidiya(GN),Kaluthara,2010-11-11,2010,11,1
42643,STRONG WIND,lka005,lka005001,lka005001021,Eachethivu(GN),Batticaloa,2010-11-13,2010,11,0
42629,STRONG WIND,lka009,lka009001,lka009001021,Meegahawela(GN),Ratnapura,2010-11-13,2010,11,0
42634,STRONG WIND,lka003,lka003002,lka003002027,Kamburupitiya,Matara,2010-11-15,2010,11,0
42637,STRONG WIND,lka003,lka003002,lka003002015,Athuraliya,Matara,2010-11-15,2010,11,0
42635,STRONG WIND,lka003,lka003002,lka003002009,Pasgoda,Matara,2010-11-18,2010,11,0
42628,STRONG WIND,lka009,lka009001,lka009001024,Karangoda(GN),Ratnapura,2010-11-19,2010,11,0
42638,STRONG WIND,lka001,lka001003,lka001003024,Beruwala,Kaluthara,2010-11-19,2010,11,0
42641,GALE,lka003,lka003002,lka003002012,Beragama South(GN),Matara,2010-11-19,2010,11,0
GA2010,GALE,lka004,lka004002,lka004002003,"Eluthur(GN), Mannar",Mannar,2010-11-20,2010,11,1
GA2010,STRONG WIND,lka004,lka004002,lka004002003,Mannar Town,Mannar,2010-11-20,2010,11,1
42630,STRONG WIND,lka009,lka009001,lka009001027,Karangoda(GN),Ratnapura,2010-11-21,2010,11,0
GA2010,GALE,lka003,lka003002,lka003002012,Radawela(GN),Matara,2010-11-24,2010,11,1
GA2010,GALE,lka003,lka003002,lka003002012,Beragama South(GN),Matara,2010-11-24,2010,11,1
GA2010,STRONG WIND,lka003,lka003002,lka003002012,Mulatiyana,Matara,2010-11-24,2010,11,1
42642,STRONG WIND,lka003,lka003002,lka003002012,Mulatiyana,Matara,2010-11-27,2010,11,0
42640,STRONG WIND,lka004,lka004002,lka004002003,Mannar Town,Mannar,2010-11-27,2010,11,0
42631,STRONG WIND,lka009,lka009001,lka009001024,Pathakada(GN),Ratnapura,2010-11-27,2010,11,0
42626,STRONG WIND,lka002,lka002001,lka002001048,Perawatta West(GN),Kandy,2010-11-29,2010,11,0
42639,STRONG WIND,lka001,lka001003,lka001003024,Pinidiya(GN),Kaluthara,2010-11-29,2010,11,0
ST2010,STRONG WIND,lka005,lka005001,lka005001021,Eachethivu(GN),Batticaloa,2010-11-30,2010,11,1
ST2010,STRONG WIND,lka005,lka005001,lka005001021,Manmunai West(Vavunatheivu),Batticaloa,2010-11-30,2010,11,1
ST2010,STRONG WIND,lka006,lka006001,lka006001087,Pothuhera East(GN),Kurunegala,2010-12-01,2010,12,1
ST2010,STRONG WIND,lka006,lka006001,lka006001087,Gammana(GN),Kurunegala,2010-12-01,2010,12,1
ST2010,STRONG WIND,lka006,lka006001,lka006001087,Amunagama(GN),Kurunegala,2010-12-01,2010,12,1
ST2010,STRONG WIND,lka006,lka006001,lka006001087,Kureepotta(GN),Kurunegala,2010-12-01,2010,12,1
ST2010,STRONG WIND,lka006,lka006001,lka006001087,Pothuhera West(GN),Kurunegala,2010-12-01,2010,12,1
42647,STRONG WIND,lka006,lka006001,lka006001087,Kureepotta(GN),Kurunegala,2010-12-03,2010,12,0
GA2010,GALE,lka009,lka009001,lka009001006,"Endiriyanwala(GN), Devipahala(GN)",Ratnapura,2010-12-04,2010,12,1
GA2010,GALE,lka006,lka006002,lka006002033,Ambakandavila(GN),Puttalam,2010-12-05,2010,12,1
GA2010,GALE,lka006,lka006002,lka006002033,Weralabada North(GN),Puttalam,2010-12-05,2010,12,1
GA2010,GALE,lka006,lka006002,lka006002033,Egodawatta(GN),Puttalam,2010-12-05,2010,12,1
CE2010,COASTLINE,lka006,lka006002,lka006002042,Muhudukattuwa South(GN),Puttalam,2010-12-05,2010,12,1
CE2010,COASTLINE,lka006,lka006002,lka006002042,Mudukatuwa North(GN),Puttalam,2010-12-05,2010,12,1
GA2010,GALE,lka006,lka006002,lka006002033,Weralabada South(GN),Puttalam,2010-12-05,2010,12,1
ST2010,STRONG WIND,lka003,lka003001,lka003001057,,Galle,2010-12-06,2010,12,1
42646,STRONG WIND,lka006,lka006001,lka006001087,Gammana(GN),Kurunegala,2010-12-07,2010,12,0
CE2010,COASTLINE,lka001,lka001001,lka001001031,,Colombo,2010-12-08,2010,12,1
42645,STRONG WIND,lka006,lka006001,lka006001087,Pothuhera West(GN),Kurunegala,2010-12-13,2010,12,0
42652,STRONG WIND,lka003,lka003001,lka003001057,,Galle,2010-12-14,2010,12,0
42653,COASTLINE,lka001,lka001001,lka001001031,,Colombo,2010-12-16,2010,12,0
42644,STRONG WIND,lka006,lka006001,lka006001087,Amunagama(GN),Kurunegala,2010-12-21,2010,12,0
42651,COASTLINE,lka006,lka006002,lka006002042,Mudukatuwa North(GN),Puttalam,2010-12-29,2010,12,0
42650,GALE,lka006,lka006002,lka006002033,Egodawatta(GN),Puttalam,2010-12-29,2010,12,0
42649,GALE,lka006,lka006002,lka006002033,Ambakandavila(GN),Puttalam,2010-12-31,2010,12,0
42648,GALE,lka009,lka009001,lka009001006,"Endiriyanwala(GN), Devipahala(GN)",Ratnapura,2010-12-31,2010,12,0
135597,TORNADO,lka003,lka003002,lka003002042,"Isadeen Town, Walgama, Hiththetiya",Matara,2011-01-01,2011,1,1
135597,TORNADO,lka003,lka003002,lka003002042,Matara Four Gravets,Matara,2011-01-01,2011,1,1
42655,TORNADO,lka003,lka003002,lka003002042,"Isadeen Town, Walgama, Hiththetiya",Matara,2011-01-03,2011,1,0
ST2011,STRONG WIND,lka001,lka001002,lka001002036,Kelaniya,Gampaha,2011-01-04,2011,1,1
135596,STRONG WIND,lka009,lka009001,lka009001048,Palabaddala GN,Ratnapura,2011-01-13,2011,1,1
135596,STRONG WIND,lka009,lka009001,lka009001048,Embilipitiya,Ratnapura,2011-01-13,2011,1,1
42656,STRONG WIND,lka001,lka001002,lka001002036,Kelaniya,Gampaha,2011-01-22,2011,1,0
42658,STRONG WIND,lka009,lka009001,lka009001048,Palabaddala GN,Ratnapura,2011-01-22,2011,1,0
42657,STRONG WIND,lka009,lka009001,lka009001048,Embilipitiya,Ratnapura,2011-01-27,2011,1,0
42654,TORNADO,lka003,lka003002,lka003002042,Matara Four Gravets,Matara,2011-01-29,2011,1,0
42660,STRONG WIND,lka003,lka003003,lka003003012,Siribopura GN,Hmabantota,2011-02-05,2011,2,0
135579,STRONG WIND,lka008,lka008002,lka008002009,,Monaragala,2011-02-07,2011,2,1
135573,STRONG WIND,lka003,lka003003,lka003003012,Siribopura GN,Hmabantota,2011-02-08,2011,2,1
42659,STRONG WIND,lka008,lka008002,lka008002009,,Monaragala,2011-02-20,2011,2,0
42667,STRONG WIND,lka008,lka008002,lka008002033,Sevanagala,Monaragala,2011-03-04,2011,3,0
42665,STRONG WIND,lka008,lka008002,lka008002033,,Monaragala,2011-03-06,2011,3,0
135595,STRONG WIND,lka001,lka001003,lka001003018,Millaniya,Kaluthara,2011-03-09,2011,3,1
135553,STRONG WIND,lka005,lka005002,lka005002012,Rajagama North / South GN,Ampara,2011-03-10,2011,3,1
135552,STRONG WIND,lka005,lka005002,lka005002042,"Pannalgama GN,Kumana GN,Moragahapallama GN",Ampara,2011-03-10,2011,3,1
136806,STRONG WIND,lka005,lka005002,lka005002012,,Ampara,2011-03-10,2011,3,1
42661,STRONG WIND,lka001,lka001003,lka001003018,Millaniya,Kaluthara,2011-03-14,2011,3,0
42668,STRONG WIND,lka007,lka007001,lka007001063,kandulu Gamuwa,Anuradhapura,2011-03-15,2011,3,0
42669,STRONG WIND,lka002,lka002001,lka002001045,,Kandy,2011-03-16,2011,3,0
42664,STRONG WIND,lka005,lka005002,lka005002012,Rajagama North / South GN,Ampara,2011-03-18,2011,3,0
42666,STRONG WIND,lka007,lka007001,lka007001063,Galnewa,Anuradhapura,2011-03-20,2011,3,0
135594,STRONG WIND,lka007,lka007001,lka007001063,kandulu Gamuwa,Anuradhapura,2011-03-22,2011,3,1
135593,STRONG WIND,lka008,lka008002,lka008002033,Sevanagala,Monaragala,2011-03-22,2011,3,1
135594,STRONG WIND,lka007,lka007001,lka007001063,Galnewa,Anuradhapura,2011-03-22,2011,3,1
135593,STRONG WIND,lka008,lka008002,lka008002033,,Monaragala,2011-03-22,2011,3,1
136780,STRONG WIND,lka002,lka002001,lka002001045,,Kandy,2011-03-23,2011,3,1
136780,STRONG WIND,lka002,lka002001,lka002001045,Pathahewaheta,Kandy,2011-03-23,2011,3,1
42662,STRONG WIND,lka005,lka005002,lka005002012,,Ampara,2011-03-26,2011,3,0
42663,STRONG WIND,lka005,lka005002,lka005002042,"Pannalgama GN,Kumana GN,Moragahapallama GN",Ampara,2011-03-27,2011,3,0
ST2011,STRONG WIND,lka001,lka001002,lka001002036,Peliyagoda(GN),Gampaha,2011-04-01,2011,4,1
42672,STRONG WIND,lka006,lka006001,lka006001087,,Kurunegala,2011-04-02,2011,4,0
42673,TORNADO,lka002,lka002002,lka002002009,Naula,Matale,2011-04-03,2011,4,0
135589,STRONG WIND,lka006,lka006001,lka006001087,Polgahawela,Kurunegala,2011-04-04,2011,4,1
135589,STRONG WIND,lka006,lka006001,lka006001087,,Kurunegala,2011-04-04,2011,4,1
42674,STRONG WIND,lka008,lka008002,lka008002015,Gurupola GN,Monaragala,2011-04-10,2011,4,0
135590,TORNADO,lka002,lka002002,lka002002009,Naula,Matale,2011-04-12,2011,4,1
42670,STRONG WIND,lka001,lka001002,lka001002036,Peliyagoda(GN),Gampaha,2011-04-19,2011,4,0
42671,STRONG WIND,lka006,lka006001,lka006001087,Polgahawela,Kurunegala,2011-04-21,2011,4,0
42676,STRONG WIND,lka009,lka009001,lka009001006,Kuruvita,Ratnapura,2011-04-23,2011,4,0
135592,STRONG WIND,lka008,lka008002,lka008002015,Gurupola GN,Monaragala,2011-04-25,2011,4,1
135592,STRONG WIND,lka008,lka008002,lka008002015,Moneragala,Monaragala,2011-04-25,2011,4,1
42675,STRONG WIND,lka009,lka009001,lka009001006,Kukulpe,Ratnapura,2011-04-27,2011,4,0
135591,STRONG WIND,lka009,lka009001,lka009001006,Kukulpe,Ratnapura,2011-04-29,2011,4,1
135591,STRONG WIND,lka009,lka009001,lka009001006,Kuruvita,Ratnapura,2011-04-29,2011,4,1
42684,STRONG WIND,lka008,lka008002,lka008002015,Watadagala GN,Monaragala,2011-05-06,2011,5,0
135571,STRONG WIND,lka001,lka001001,lka001001009,Kaduwela South,Colombo,2011-05-08,2011,5,1
135556,STRONG WIND,lka003,lka003003,lka003003009,,Hmabantota,2011-05-10,2011,5,1
135564,STRONG WIND,lka007,lka007002,lka007002015,Dimbulagama GN,Polannaruwa,2011-05-10,2011,5,1
42677,STRONG WIND,lka001,lka001001,lka001001009,Kaduwela South,Colombo,2011-05-14,2011,5,0
135588,STRONG WIND,lka007,lka007002,lka007002015,Wewalthenna GN,Polannaruwa,2011-05-16,2011,5,1
135588,STRONG WIND,lka007,lka007002,lka007002015,Thamankaduwa,Polannaruwa,2011-05-16,2011,5,1
135587,STRONG WIND,lka004,lka004005,lka004005009,Ponnagar GN,Kilinochchi,2011-05-18,2011,5,1
135587,STRONG WIND,lka004,lka004005,lka004005009,Karachchi,Kilinochchi,2011-05-18,2011,5,1
42679,STRONG WIND,lka007,lka007002,lka007002015,Thamankaduwa,Polannaruwa,2011-05-20,2011,5,0
42683,STRONG WIND,lka008,lka008002,lka008002015,Moneragala,Monaragala,2011-05-21,2011,5,0
135586,STRONG WIND,lka008,lka008002,lka008002015,Moneragala,Monaragala,2011-05-25,2011,5,1
135586,STRONG WIND,lka008,lka008002,lka008002015,Watadagala GN,Monaragala,2011-05-25,2011,5,1
135551,STRONG WIND,lka003,lka003003,lka003003003,Sooriyawewa,Hmabantota,2011-05-26,2011,5,1
135551,STRONG WIND,lka003,lka003003,lka003003003,Andarawewa,Hmabantota,2011-05-26,2011,5,1
42681,STRONG WIND,lka004,lka004005,lka004005009,Karachchi,Kilinochchi,2011-05-27,2011,5,0
42685,STRONG WIND,lka003,lka003003,lka003003003,Andarawewa,Hmabantota,2011-05-27,2011,5,0
42686,STRONG WIND,lka003,lka003003,lka003003003,Sooriyawewa,Hmabantota,2011-05-27,2011,5,0
42682,STRONG WIND,lka004,lka004005,lka004005009,Ponnagar GN,Kilinochchi,2011-05-28,2011,5,0
42678,STRONG WIND,lka007,lka007002,lka007002015,Dimbulagama GN,Polannaruwa,2011-05-29,2011,5,0
42680,STRONG WIND,lka007,lka007002,lka007002015,Wewalthenna GN,Polannaruwa,2011-05-31,2011,5,0
42687,STRONG WIND,lka001,lka001001,lka001001009,Ranala,Colombo,2011-06-02,2011,6,0
42699,STRONG WIND,lka001,lka001002,lka001002039,Biyagama,Gampaha,2011-06-02,2011,6,0
42691,STRONG WIND,lka002,lka002003,lka002003003,,Nuwara Eliya,2011-06-07,2011,6,0
42690,STRONG WIND,lka002,lka002003,lka002003009,,Nuwara Eliya,2011-06-07,2011,6,0
42689,STRONG WIND,lka003,lka003001,lka003001027,Baddegama,Galle,2011-06-07,2011,6,0
135572,STRONG WIND,lka001,lka001001,lka001001009,Ranala,Colombo,2011-06-08,2011,6,1
42698,STRONG WIND,lka001,lka001002,lka001002039,Walgama GN,Gampaha,2011-06-09,2011,6,0
42694,STRONG WIND,lka006,lka006002,lka006002015,"Periyakuduirippu,Mallipuram,Puttalam North",Puttalam,2011-06-12,2011,6,0
135585,STRONG WIND,lka003,lka003001,lka003001027,Wanduraba South GN,Galle,2011-06-13,2011,6,1
135585,STRONG WIND,lka003,lka003001,lka003001027,Baddegama,Galle,2011-06-13,2011,6,1
136791,STRONG WIND,lka003,lka003001,lka003001033,,Galle,2011-06-14,2011,6,1
135581,STRONG WIND,lka002,lka002003,lka002003003,Kothmale,Nuwara Eliya,2011-06-14,2011,6,1
135582,STRONG WIND,lka006,lka006002,lka006002015,"Periyakuduirippu,Mallipuram,Puttalam North",Puttalam,2011-06-14,2011,6,1
136791,STRONG WIND,lka003,lka003001,lka003001033,Ambalangoda,Galle,2011-06-14,2011,6,1
135583,STRONG WIND,lka002,lka002003,lka002003009,Walapane,Nuwara Eliya,2011-06-14,2011,6,1
135582,STRONG WIND,lka006,lka006002,lka006002015,Puttalam,Puttalam,2011-06-14,2011,6,1
135581,STRONG WIND,lka002,lka002003,lka002003003,,Nuwara Eliya,2011-06-14,2011,6,1
135583,STRONG WIND,lka002,lka002003,lka002003009,,Nuwara Eliya,2011-06-14,2011,6,1
135580,STRONG WIND,lka001,lka001002,lka001002039,Biyagama,Gampaha,2011-06-15,2011,6,1
135580,STRONG WIND,lka001,lka001002,lka001002039,Walgama GN,Gampaha,2011-06-15,2011,6,1
135584,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2011-06-15,2011,6,1
135584,STRONG WIND,lka002,lka002003,lka002003012,Mahawuwagama GN,Nuwara Eliya,2011-06-15,2011,6,1
42697,STRONG WIND,lka002,lka002003,lka002003012,Nuwara Eliya,Nuwara Eliya,2011-06-17,2011,6,0
42696,STRONG WIND,lka002,lka002003,lka002003012,Mahawuwagama GN,Nuwara Eliya,2011-06-19,2011,6,0
42688,STRONG WIND,lka003,lka003001,lka003001027,Wanduraba South GN,Galle,2011-06-23,2011,6,0
42693,STRONG WIND,lka003,lka003001,lka003001033,Ambalangoda,Galle,2011-06-23,2011,6,0
42692,STRONG WIND,lka006,lka006002,lka006002015,Puttalam,Puttalam,2011-06-24,2011,6,0
42695,STRONG WIND,lka002,lka002003,lka002003003,Kothmale,Nuwara Eliya,2011-06-27,2011,6,0
135579,STRONG WIND,lka008,lka008002,lka008002009,Medagama,Monaragala,2011-07-02,2011,7,1
42709,STRONG WIND,lka005,lka005002,lka005002012,Uhana,Ampara,2011-07-06,2011,7,0
42706,STRONG WIND,lka003,lka003001,lka003001018,Thawalama,Galle,2011-07-08,2011,7,0
135570,STRONG WIND,lka008,lka008002,lka008002024,"Okkampitiya,Gaminipura",Monaragala,2011-07-09,2011,7,1
135555,STRONG WIND,lka009,lka009001,lka009001006,Halpe GN,Ratnapura,2011-07-11,2011,7,1
135554,STRONG WIND,lka009,lka009001,lka009001006,Pahala Kuruwita GN,Ratnapura,2011-07-11,2011,7,1
42702,STRONG WIND,lka009,lka009002,lka009002021,Amithirigala,Kegalle,2011-07-12,2011,7,0
135577,STRONG WIND,lka002,lka002002,lka002002009,Digankaduwa,Matale,2011-07-15,2011,7,1
135577,STRONG WIND,lka002,lka002002,lka002002009,Naula,Matale,2011-07-15,2011,7,1
135578,STRONG WIND,lka009,lka009002,lka009002021,Ruwanwella,Kegalle,2011-07-15,2011,7,1
135578,STRONG WIND,lka009,lka009002,lka009002021,Amithirigala,Kegalle,2011-07-15,2011,7,1
135576,STRONG WIND,lka006,lka006001,lka006001036,Karabe Wewa,Kurunegala,2011-07-16,2011,7,1
135576,STRONG WIND,lka006,lka006001,lka006001036,Wariyapola,Kurunegala,2011-07-16,2011,7,1
135575,STRONG WIND,lka003,lka003001,lka003001018,Hiniduma ,Galle,2011-07-17,2011,7,1
135575,STRONG WIND,lka003,lka003001,lka003001018,Thawalama,Galle,2011-07-17,2011,7,1
42705,STRONG WIND,lka003,lka003001,lka003001018,Hiniduma ,Galle,2011-07-19,2011,7,0
135574,STRONG WIND,lka001,lka001001,lka001001009,Kaduwela,Colombo,2011-07-21,2011,7,1
135574,STRONG WIND,lka001,lka001001,lka001001009,,Colombo,2011-07-21,2011,7,1
42713,STRONG WIND,lka005,lka005001,lka005001030,Manmunai South - West (Peddipe,Batticaloa,2011-07-22,2011,7,0
42707,STRONG WIND,lka001,lka001001,lka001001009,,Colombo,2011-07-24,2011,7,0
136800,STRONG WIND,lka005,lka005002,lka005002012,Uhana,Ampara,2011-07-25,2011,7,1
136800,STRONG WIND,lka005,lka005002,lka005002012,,Ampara,2011-07-25,2011,7,1
136801,STRONG WIND,lka005,lka005001,lka005001030,,Batticaloa,2011-07-25,2011,7,1
136802,STRONG WIND,lka005,lka005001,lka005001012,,Batticaloa,2011-07-25,2011,7,1
136801,STRONG WIND,lka005,lka005001,lka005001030,Manmunai South - West (Peddipe,Batticaloa,2011-07-25,2011,7,1
136802,STRONG WIND,lka005,lka005001,lka005001012,Eravur Pattu (Chenkalady),Batticaloa,2011-07-25,2011,7,1
42701,STRONG WIND,lka009,lka009001,lka009001006,Halpe GN,Ratnapura,2011-07-26,2011,7,0
42703,STRONG WIND,lka002,lka002002,lka002002009,Digankaduwa,Matale,2011-07-27,2011,7,0
42711,STRONG WIND,lka005,lka005001,lka005001030,,Batticaloa,2011-07-27,2011,7,0
42712,STRONG WIND,lka005,lka005001,lka005001012,,Batticaloa,2011-07-27,2011,7,0
42704,STRONG WIND,lka006,lka006001,lka006001036,Karabe Wewa,Kurunegala,2011-07-28,2011,7,0
42710,STRONG WIND,lka005,lka005002,lka005002012,,Ampara,2011-07-28,2011,7,0
42714,STRONG WIND,lka005,lka005001,lka005001012,Eravur Pattu (Chenkalady),Batticaloa,2011-07-29,2011,7,0
42700,STRONG WIND,lka008,lka008002,lka008002009,Medagama,Monaragala,2011-07-29,2011,7,0
42708,STRONG WIND,lka001,lka001001,lka001001009,Kaduwela,Colombo,2011-07-29,2011,7,0
42716,STRONG WIND,lka001,lka001001,lka001001009,Kaduwela,Colombo,2011-08-01,2011,8,0
135573,STRONG WIND,lka003,lka003003,lka003003012,Hambantota,Hmabantota,2011-08-02,2011,8,1
135571,STRONG WIND,lka001,lka001001,lka001001009,Kaduwela,Colombo,2011-08-05,2011,8,1
