Disaster,Location,District,Year,Month,Day,Wind Speed(mph),Cyclone
Cyclone,Wathugedara,Galle,2009,1,24,0.24,0
Cyclone,Katupila,Galle,2009,1,4,0.24,0
Cyclone,Elathota,Galle,2009,1,11,0.24,0
Cyclone,Rekadahena,Galle,2010,5,27,0.43,0
Cyclone,Nagoda,Galle,2009,10,10,0.36,0
Cyclone,Niyagama,Galle,2004,9,16,0.47,1
Cyclone,Elpitiya,Galle,2009,10,22,0.36,0
Cyclone,Imaduwa,Galle,2009,10,26,0.36,0
Cyclone,Balapitiya,Galle,2009,10,4,0.36,0
Cyclone,Nagoda,Galle,2003,9,30,0.47,1
Cyclone,Baddegama,Galle,2006,7,10,0.49,1
Cyclone,Elpitiya,Galle,2010,5,11,0.43,0
Cyclone,Goonapeenuwala,Galle,2010,6,26,0.51,0
Cyclone,Elpitiya,Galle,2006,8,17,0.48,1
Cyclone,Bopepoddala,Galle,2010,6,26,0.51,0
Cyclone,Bopepoddala,Galle,2006,5,21,0.43,1
Cyclone,Hikkaduwa,Galle,2001,7,28,0.49,1
Cyclone,Neluwa,Galle,2008,5,31,0.43,1
Cyclone,Akmeemana,Galle,2008,8,28,0.48,1
Cyclone,Niyagama,Galle,2007,2,27,0.22,1
Cyclone,Neluwa,Galle,2007,6,21,0.51,1
Cyclone,Imaduwa,Galle,2007,6,21,0.51,1
Cyclone,Nagoda,Galle,2007,6,18,0.51,1
Cyclone,Baddegama,Galle,2007,6,18,0.51,1
Cyclone,Hikkaduwa,Galle,2007,8,10,0.48,1
Cyclone,Baddegama,Galle,2000,6,1,0.51,1
Cyclone,Habaraduwa,Galle,2007,6,21,0.51,1
Cyclone,Gonadeniya,Galle,2009,1,2,0.24,0
Cyclone,Homadola,Galle,2009,1,24,0.24,0
Cyclone,Nagoda Ihala,Galle,2009,1,28,0.24,0
Cyclone,Goluwamulla,Galle,2009,1,17,0.24,0
Cyclone,Welikonda,Galle,2009,2,19,0.22,0
Cyclone,Niyagama,Galle,2007,6,22,0.51,1
Cyclone,Galle Four Gravets,Galle,2007,6,21,0.51,1
Cyclone,Bopepoddala,Galle,2003,5,12,0.43,1
Cyclone,Galle Four Gravets,Galle,2006,7,10,0.49,1
Cyclone,Bopepoddala,Galle,2010,6,25,0.51,0
Cyclone,Habaraduwa,Galle,2010,6,5,0.51,0
Cyclone,Benthota,Galle,2009,10,15,0.36,0
Cyclone,Yakkalamulla,Galle,2009,10,28,0.36,0
Cyclone,Goonapeenuwala,Galle,2008,11,23,0.28,0
Cyclone,Habaraduwa,Galle,2001,11,7,0.28,1
Cyclone,Galle Four Gravets,Galle,2001,7,23,0.49,1
Cyclone,Karandeniya,Galle,2003,10,7,0.36,1
Cyclone,Karandeniya,Galle,2005,3,5,0.2,1
Cyclone,Karandeniya,Galle,2006,8,11,0.48,1
Cyclone,Niyagama West,Galle,2004,8,18,0.48,1
Cyclone,Boraluwahena,Galle,2004,8,6,0.48,1
Cyclone,Hikkaduwa,Galle,2012,6,15,0.51,0
Cyclone,Galle Four Gravets,Galle,2012,7,1,0.49,0
Cyclone,Habaraduwa,Galle,2013,1,29,0.24,0
Cyclone,Thilakagama,Galle,2010,12,17,0.25,0
Cyclone,Mampitiya,Galle,2010,6,27,0.51,0
Cyclone,Welikonda,Galle,2013,8,6,0.48,1
Cyclone,Karandeniya,Galle,2013,3,9,0.2,0
Cyclone,Godamuna,Galle,2006,11,17,0.28,1
Cyclone,Galle Four Gravets,Galle,2001,7,22,0.49,1
Cyclone,Polpela Kuttiya,Galle,2006,10,18,0.36,1
Cyclone,Kahaduwa South,Galle,2004,5,5,0.43,1
Cyclone,Indipallegoda,Galle,2006,8,17,0.48,1
Cyclone,Uluvitike,Galle,2006,5,21,0.43,1
Cyclone,Welivitiyadivithura,Galle,2005,3,5,0.2,1
Cyclone,Elpitiya,Galle,2005,3,5,0.2,1
Cyclone,Weliwatta,Galle,2001,7,23,0.49,1
Cyclone,Hiniduma,Galle,2011,7,18,0.49,0
Cyclone,Wanduraba South,Galle,2011,6,27,0.51,0
Cyclone,Weliwatta,Galle,2011,11,6,0.28,0
Cyclone,Godagama,Galle,2011,11,14,0.28,0
Cyclone,Ahangama,Galle,2011,11,23,0.28,0
Cyclone,Goluwamulla,Galle,2011,11,17,0.28,0
Cyclone,Pitigala North,Galle,2011,11,6,0.28,0
Cyclone,Godamuna,Galle,2004,9,16,0.47,1
Cyclone,Niyagama,Galle,2012,4,8,0.27,0
Cyclone,Kurupanawa,Galle,2003,9,30,0.47,1
Cyclone,Sandarawala,Galle,2006,10,7,0.36,1
Cyclone,Karandeniya,Galle,2006,9,4,0.47,1
Cyclone,Elpitiya,Galle,2009,10,2,0.36,1
Cyclone,Galle Four Gravets,Galle,2009,10,2,0.36,1
Cyclone,Nagoda,Galle,2009,10,2,0.36,1
Cyclone,Borakanda,Galle,2006,4,9,0.27,1
Cyclone,Kiripedda,Galle,2006,11,8,0.28,1
Cyclone,Karandeniya,Galle,2005,5,29,0.43,1
Cyclone,Thawalama,Galle,2011,7,15,0.49,0
Cyclone,Baddegama,Galle,2011,6,2,0.51,0
Cyclone,Karandeniya,Galle,2005,5,3,0.43,1
Cyclone,Galle Four Gravets,Galle,2011,11,11,0.28,0
Cyclone,Hikkaduwa,Galle,2011,11,4,0.28,0
Cyclone,Baddegama,Galle,2007,6,19,0.51,0
Cyclone,Habaraduwa,Galle,2011,11,9,0.28,0
Cyclone,Niyagama,Galle,2011,11,13,0.28,0
Cyclone,Imaduwa,Galle,2011,11,11,0.28,0
Cyclone,Nagoda,Galle,2011,11,16,0.28,0
Cyclone,Yakkalamulla,Galle,2011,11,8,0.28,0
Cyclone,Bopepoddala,Galle,2011,11,29,0.28,0
Cyclone,Baddegama,Galle,2011,11,10,0.28,0
Cyclone,Karandeniya,Galle,2011,11,5,0.28,0
Cyclone,Akmeemana,Galle,2011,11,30,0.28,0
Cyclone,Benthota,Galle,2011,11,28,0.28,0
Cyclone,Welivitiyadivithura,Galle,2011,11,24,0.28,0
Cyclone,Goonapeenuwala,Galle,2011,11,6,0.28,0
Cyclone,Karandeniya,Galle,2003,7,10,0.49,1
Cyclone,Elpitiya,Galle,2011,11,2,0.28,0
Cyclone,Ahangama,Galle,2007,6,18,0.51,0
Cyclone,Thawalama,Galle,2007,6,21,0.51,1
Cyclone,Karandeniya,Galle,2006,8,13,0.48,0
Cyclone,Ketapola,Galle,2009,2,10,0.22,1
Cyclone,Kurupanawa,Galle,2007,6,18,0.51,1
Cyclone,Welikonda,Galle,2007,6,21,0.51,1
Cyclone,Batuwangala West,Galle,2007,6,21,0.51,1
Cyclone,Pitigala North,Galle,2007,2,27,0.22,1
Cyclone,Galle Four Gravets,Galle,2013,8,25,0.48,0
Cyclone,Karandeniya,Galle,2003,10,20,0.36,0
Cyclone,Batuwangala West,Galle,2013,8,12,0.48,0
Cyclone,Kurupanawa,Galle,2009,1,23,0.24,0
Cyclone,Udugama North,Galle,2009,1,20,0.24,0
Cyclone,Aluth Pahala,Galle,2009,1,12,0.24,0
Cyclone,Udugama West,Galle,2009,1,30,0.24,0
Cyclone,Mapalagama,Galle,2009,1,14,0.24,0
Cyclone,Galle Four Gravets,Galle,2006,7,17,0.49,0
Cyclone,Siripura,Galle,2013,3,25,0.2,1
Cyclone,Galawadugoda,Galle,2009,2,10,0.22,1
Cyclone,Goluwamulla,Galle,2013,8,2,0.48,0
Cyclone,Mapalagama,Galle,2009,2,10,0.22,1
Cyclone,Ganegama,Galle,2011,11,25,0.28,1
Cyclone,Hiniduma North,Galle,2007,6,27,0.51,0
Cyclone,Thilaka Udagama,Galle,2008,11,26,0.28,0
Cyclone,Batuwangala,Galle,2008,5,15,0.43,0
Cyclone,Hiniduma,Galle,2011,7,17,0.49,1
Cyclone,Batuwangala,Galle,2008,5,31,0.43,1
Cyclone,Thilakagama,Galle,2011,11,25,0.28,1
Cyclone,Pathawelivitiya North,Galle,2011,11,25,0.28,1
Cyclone,Bopepoddala,Galle,2003,5,7,0.43,0
Cyclone,Ihala Thellambura,Galle,2009,10,25,0.36,0
Cyclone,Navungala,Galle,2009,10,8,0.36,0
Cyclone,Hipanwatta,Galle,2009,1,22,0.24,0
Cyclone,Ganegama,Galle,2007,6,18,0.51,1
Cyclone,Hipanwatta,Galle,2011,11,25,0.28,1
Cyclone,Amunukotuwa,Galle,2011,11,25,0.28,1
Cyclone,Siripura,Galle,2011,11,25,0.28,1
Cyclone,Pathawelivitiya North,Galle,2013,8,19,0.48,0
Cyclone,Pahala Thellambura,Galle,2009,10,26,0.36,0
Cyclone,Hikkaduwa,Galle,2007,8,6,0.48,0
Cyclone,Karandeniya,Galle,2005,3,26,0.2,0
Cyclone,Hiniduma North,Galle,2013,8,18,0.48,0
Cyclone,Thilakagama,Galle,2008,11,21,0.28,1
Cyclone,Weliwatta,Galle,2011,11,25,0.28,1
Cyclone,Weliwatta,Galle,2007,6,21,0.51,1
Cyclone,Godagama,Galle,2011,11,25,0.28,1
Cyclone,Ahangama,Galle,2011,11,25,0.28,1
Cyclone,Goluwamulla,Galle,2011,11,25,0.28,1
Cyclone,Ahangama,Galle,2007,6,21,0.51,1
Cyclone,Pitigala North,Galle,2011,11,25,0.28,1
Cyclone,Welikonda,Galle,2011,11,25,0.28,1
Cyclone,Hiniduma North,Galle,2007,6,21,0.51,1
Cyclone,Thilaka Udagama,Galle,2008,11,21,0.28,1
Cyclone,Kurupanawa,Galle,2011,11,25,0.28,1
Cyclone,Akulahena,Galle,2011,11,25,0.28,1
Cyclone,Uluvitike,Galle,2011,11,25,0.28,1
Cyclone,Bambarawana,Galle,2007,6,22,0.51,1
Cyclone,Siripura,Galle,2013,8,9,0.48,0
Cyclone,Mapalagama,Galle,2009,2,25,0.22,0
Cyclone,Galawadugoda,Galle,2009,3,1,0.22,0
Cyclone,Uluvitike,Galle,2013,8,12,0.48,0
Cyclone,Karandeniya,Galle,2006,9,3,0.47,0
Cyclone,Panagamuwa,Galle,2008,8,28,0.48,1
Cyclone,Niyagama,Galle,2007,6,11,0.51,0
Cyclone,Weliwatta,Galle,2001,7,22,0.49,1
Cyclone,Pitigala North,Galle,2013,8,29,0.48,0
Cyclone,Welikonda,Galle,2013,8,24,0.48,0
Cyclone,Akulahena,Galle,2013,8,19,0.48,0
Cyclone,Ketapola,Galle,2009,2,11,0.22,0
Cyclone,Nagoda,Galle,2009,1,17,0.24,0
Cyclone,Ketagoda South,Galle,2009,1,27,0.24,0
Cyclone,Ketagoda North,Galle,2009,1,25,0.24,0
Cyclone,Wanduraba South,Galle,2011,6,13,0.51,1
Cyclone,Ganegama,Galle,2013,8,7,0.48,0
Cyclone,Batapola,Galle,2013,8,1,0.48,0
Cyclone,Gammeddagoda South,Galle,2009,1,28,0.24,0
Cyclone,Udalamattala South,Galle,2009,1,29,0.24,0
Cyclone,Parana Thanayamgod Pahala,Galle,2009,1,15,0.24,0
Cyclone,Baddegama,Galle,2000,6,15,0.51,0
Cyclone,Panagamuwa,Galle,2008,8,14,0.48,0
Cyclone,Godagama,Galle,2012,6,24,0.51,1
Cyclone,Niyagama,Galle,2006,11,22,0.28,0
Cyclone,Goluwamulla,Galle,2013,8,6,0.48,1
Cyclone,Pathawelivitiya North,Galle,2013,8,6,0.48,1
Cyclone,Mampitiya,Galle,2010,6,23,0.51,1
Cyclone,Niyagama,Galle,2004,6,12,0.51,0
Cyclone,Bambarawana,Galle,2007,6,17,0.51,0
Cyclone,Batuwangala West,Galle,2007,6,1,0.51,0
Cyclone,Niyagama,Galle,2004,8,20,0.48,0
Cyclone,Welikonda,Galle,2007,6,29,0.51,0
Cyclone,Ahangama,Galle,2013,8,6,0.48,1
Cyclone,Kurupanawa,Galle,2007,6,5,0.51,0
Cyclone,Ganegama,Galle,2007,6,6,0.51,0
Cyclone,Thilakagama,Galle,2013,8,6,0.48,1
Cyclone,Galle Four Gravets,Galle,2015,6,22,0.51,0
Cyclone,Kahawa Beach,Galle,2007,10,8,0.36,1
Cyclone,Niyagama,Galle,2004,9,25,0.47,0
Cyclone,Elathota,Galle,2013,8,6,0.48,1
Cyclone,Godagama,Galle,2013,8,6,0.48,1
Cyclone,Nagoda,Galle,2003,9,14,0.47,0
Cyclone,Wanduramba,Galle,2000,1,6,0.24,1
Cyclone,Wanduramba,Galle,2000,1,27,0.24,0
Cyclone,Galle Four Gravets,Galle,2012,11,7,0.28,1
Cyclone,Kahawa Beach,Galle,2007,10,9,0.36,0
Cyclone,Galle Four Gravets,Galle,2013,8,6,0.48,1
Cyclone,Niyagama,Galle,2006,10,6,0.36,0
Cyclone,Hipanwatta,Galle,2013,8,6,0.48,1
Cyclone,Thilakagama,Galle,2010,12,6,0.25,1
Cyclone,Thilakagama,Galle,2008,11,17,0.28,0
Cyclone,Uragahe,Galle,2012,4,19,0.27,1
Cyclone,Hiniduma North,Galle,2013,8,6,0.48,1
Cyclone,Habaraduwa,Galle,2010,6,11,0.51,1
Cyclone,Batuwangala West,Galle,2013,8,6,0.48,1
Cyclone,Elathota,Galle,2013,8,20,0.48,0
Cyclone,Bopepoddala,Galle,2010,6,11,0.51,1
Cyclone,Ahangama,Galle,2013,8,25,0.48,0
Cyclone,Habaraduwa,Galle,2001,11,8,0.28,0
Cyclone,Hikkaduwa,Galle,2001,7,3,0.49,0
Cyclone,Pitigala North,Galle,2007,2,28,0.22,0
Cyclone,Galle Four Gravets,Galle,2001,7,30,0.49,0
Cyclone,Bopepoddala,Galle,2006,5,30,0.43,0
Cyclone,Elpitiya,Galle,2006,8,18,0.48,0
Cyclone,Thilakagama,Galle,2013,8,20,0.48,0
Cyclone,Elpitiya,Galle,2004,5,7,0.43,0
Cyclone,Godagama,Galle,2013,8,26,0.48,0
Cyclone,Hipanwatta,Galle,2013,8,2,0.48,0
Cyclone,Ahangama,Galle,2013,1,1,0.24,1
Cyclone,Galle Four Gravets,Galle,2015,5,18,0.43,0
Cyclone,Katana,Gampaha,2019,6,16,0.44,0
Cyclone,Dompe,Gampaha,2002,4,20,0.24,1
Cyclone,Negombo,Gampaha,2019,6,9,0.44,0
Cyclone,Gampaha,Gampaha,2019,6,17,0.44,0
Cyclone,Attanagalla,Gampaha,2019,6,26,0.44,0
Cyclone,Mirigama,Gampaha,2005,7,24,0.42,1
Cyclone,Kochchikade,Gampaha,2007,5,13,0.37,1
Cyclone,Attanagalla,Gampaha,2006,3,6,0.19,1
Cyclone,Mirigama,Gampaha,2002,3,31,0.19,1
Cyclone,Mirigama,Gampaha,2002,4,17,0.24,1
Cyclone,Dompe,Gampaha,2003,5,11,0.37,1
Cyclone,Gampaha,Gampaha,2009,12,23,0.32,0
Cyclone,Wattala,Gampaha,2019,6,2,0.44,0
Cyclone,Minuwangoda,Gampaha,2019,6,4,0.44,0
Cyclone,Dompe,Gampaha,2018,8,8,0.41,0
Cyclone,Jaela,Gampaha,2018,8,27,0.41,0
Cyclone,Mahara,Gampaha,2018,8,25,0.41,0
Cyclone,Negombo,Gampaha,2018,8,30,0.41,0
Cyclone,Mirigama,Gampaha,2018,8,23,0.41,0
Cyclone,Biyagama,Gampaha,2018,8,24,0.41,0
Cyclone,Gampaha,Gampaha,2018,8,12,0.41,0
Cyclone,Gampaha,Gampaha,2009,9,3,0.4,0
Cyclone,Gampaha,Gampaha,2009,7,15,0.42,0
Cyclone,Wattala,Gampaha,2018,8,29,0.41,0
Cyclone,Attanagalla,Gampaha,2018,8,28,0.41,0
Cyclone,Minuwangoda,Gampaha,2018,8,25,0.41,0
Cyclone,Katana,Gampaha,2018,8,11,0.41,0
Cyclone,Mirigama,Gampaha,2018,4,16,0.24,1
Cyclone,Minuwangoda,Gampaha,2018,8,15,0.41,1
Cyclone,Gampaha,Gampaha,2009,5,27,0.37,0
Cyclone,Attanagalla,Gampaha,2018,2,16,0.28,0
Cyclone,Gampaha,Gampaha,2009,4,16,0.24,0
Cyclone,Gampaha,Gampaha,2008,7,12,0.42,0
Cyclone,Divulapitiya,Gampaha,2005,7,24,0.42,1
Cyclone,Dompe,Gampaha,2006,3,6,0.19,1
Cyclone,Gampaha,Gampaha,2009,10,20,0.3,0
Cyclone,Dompe,Gampaha,2006,7,17,0.42,1
Cyclone,Dompe,Gampaha,2019,6,23,0.44,0
Cyclone,Mahara,Gampaha,2019,6,17,0.44,0
Cyclone,Dompe,Gampaha,2006,8,14,0.41,1
Cyclone,Dompe,Gampaha,2005,4,14,0.24,1
Cyclone,Jaela,Gampaha,2019,6,4,0.44,0
Cyclone,Biyagama,Gampaha,2019,6,18,0.44,0
Cyclone,Mirigama,Gampaha,2019,6,29,0.44,0
Cyclone,Divulapitiya,Gampaha,2018,8,8,0.41,0
Cyclone,Katana,Gampaha,2019,4,17,0.24,1
Cyclone,Dompe,Gampaha,2013,7,18,0.42,1
Cyclone,Dompe,Gampaha,2006,7,9,0.42,0
Cyclone,Jaela,Gampaha,2007,6,22,0.44,1
Cyclone,Negombo,Gampaha,2007,6,22,0.44,1
Cyclone,Katana,Gampaha,2007,6,22,0.44,1
Cyclone,Dompe,Gampaha,2006,3,8,0.19,0
Cyclone,Divulapitiya,Gampaha,2005,7,12,0.42,0
Cyclone,Attanagalla,Gampaha,2006,10,21,0.3,1
Cyclone,Kelaniya,Gampaha,2003,5,12,0.37,1
Cyclone,Gampaha,Gampaha,2001,6,2,0.44,1
Cyclone,Attanagalla,Gampaha,2007,6,29,0.44,1
Cyclone,Kelaniya,Gampaha,2018,7,9,0.42,1
Cyclone,Minuwangoda,Gampaha,2010,5,20,0.37,0
Cyclone,Jaela,Gampaha,2019,8,8,0.41,1
Cyclone,Mirigama,Gampaha,2019,8,8,0.41,1
Cyclone,Katana,Gampaha,2019,8,8,0.41,1
Cyclone,Wattala,Gampaha,2019,8,8,0.41,1
Cyclone,Attanagalla,Gampaha,2019,8,8,0.41,1
Cyclone,Dompe,Gampaha,2006,8,12,0.41,0
Cyclone,Dompe,Gampaha,2005,4,4,0.24,0
Cyclone,Dompe,Gampaha,2003,5,30,0.37,0
Cyclone,Dompe,Gampaha,2002,4,7,0.24,0
Cyclone,Wattala,Gampaha,2007,5,4,0.37,1
Cyclone,Mirigama,Gampaha,2005,7,13,0.42,0
Cyclone,Mirigama,Gampaha,2005,7,1,0.42,0
Cyclone,Kelaniya,Gampaha,2017,11,17,0.27,0
Cyclone,Katana,Gampaha,2017,11,13,0.27,0
Cyclone,Mirigama,Gampaha,2002,3,16,0.19,0
Cyclone,Mirigama,Gampaha,2002,4,29,0.24,0
Cyclone,Attanagalla,Gampaha,2006,3,7,0.19,0
Cyclone,Biyagama,Gampaha,2019,8,8,0.41,1
Cyclone,Attanagalla,Gampaha,2017,11,21,0.27,0
Cyclone,Mahara,Gampaha,2017,11,3,0.27,0
Cyclone,Divulapitiya,Gampaha,2017,11,14,0.27,0
Cyclone,Biyagama,Gampaha,2017,11,7,0.27,0
Cyclone,Jaela,Gampaha,2017,11,25,0.27,0
Cyclone,Wattala,Gampaha,2017,11,20,0.27,0
Cyclone,Gampaha,Gampaha,2017,11,20,0.27,0
Cyclone,Minuwangoda,Gampaha,2017,11,11,0.27,0
Cyclone,Dompe,Gampaha,2017,11,25,0.27,0
Cyclone,Ganemulla South,Gampaha,2008,1,23,0.33,0
Cyclone,Biyagama,Gampaha,2013,7,18,0.42,1
Cyclone,Mahara,Gampaha,2019,8,8,0.41,1
Cyclone,Mahara,Gampaha,2013,6,8,0.44,1
Cyclone,Henarathgoda,Gampaha,2009,2,2,0.28,0
Cyclone,Attanagalla,Gampaha,2007,6,12,0.44,0
Cyclone,Gampaha,Gampaha,2007,4,13,0.24,0
Cyclone,Gampaha,Gampaha,2001,6,12,0.44,0
Cyclone,Kelaniya,Gampaha,2003,5,3,0.37,0
Cyclone,Attanagalla,Gampaha,2006,10,28,0.3,0
Cyclone,Mirigama,Gampaha,2005,7,27,0.42,1
Cyclone,Mahara,Gampaha,2013,6,12,0.44,1
Cyclone,Minuwangoda,Gampaha,2013,6,12,0.44,1
Cyclone,Katana,Gampaha,2007,6,3,0.44,0
Cyclone,Katana,Gampaha,2013,6,12,0.44,1
Cyclone,Attanagalla,Gampaha,2013,6,12,0.44,1
Cyclone,Negombo,Gampaha,2007,6,14,0.44,0
Cyclone,Biyagama,Gampaha,2013,7,17,0.42,1
Cyclone,Jaela,Gampaha,2007,6,24,0.44,0
Cyclone,Gampaha,Gampaha,2013,7,17,0.42,1
Cyclone,Telangapatha,Gampaha,2007,4,5,0.24,1
Cyclone,Dompe,Gampaha,2013,6,12,0.44,1
Cyclone,Divulapitiya,Gampaha,2013,6,12,0.44,1
Cyclone,Jaela,Gampaha,2013,6,12,0.44,1
Cyclone,Negombo,Gampaha,2013,6,12,0.44,1
Cyclone,Biyagama,Gampaha,2013,6,8,0.44,1
Cyclone,Wattala,Gampaha,2013,6,8,0.44,1
Cyclone,Jaela,Gampaha,2013,6,8,0.44,1
Cyclone,Minuwangoda,Gampaha,2013,6,8,0.44,1
Cyclone,Mirigama,Gampaha,2013,6,8,0.44,1
Cyclone,Dompe,Gampaha,2013,6,8,0.44,1
Cyclone,Negombo,Gampaha,2013,6,8,0.44,1
Cyclone,Divulapitiya,Gampaha,2013,6,8,0.44,1
Cyclone,Gampaha,Gampaha,2019,8,8,0.41,1
Cyclone,Katana,Gampaha,2013,6,8,0.44,1
Cyclone,Bulugaha Handiya,Gampaha,2008,12,29,0.32,0
Cyclone,Henarathgoda,Gampaha,2007,4,22,0.24,1
Cyclone,Ihala Biyanwila,Gampaha,2008,12,25,0.32,0
Cyclone,Bendiyamulla,Gampaha,2007,4,22,0.24,1
Cyclone,Henarathgoda,Gampaha,2009,2,28,0.28,0
Cyclone,Aluthgama Bogamuwa North,Gampaha,2009,5,24,0.37,0
Cyclone,Nedungamuwa,Gampaha,2007,4,22,0.24,1
Cyclone,Godagedara,Gampaha,2009,6,4,0.44,0
Cyclone,Kumbaloluwa Pahala,Gampaha,2009,5,25,0.37,0
Cyclone,Wattala,Gampaha,2003,5,13,0.37,1
Cyclone,Divulapitiya,Gampaha,2018,8,15,0.41,1
Cyclone,Biyagama,Gampaha,2002,5,7,0.37,1
Cyclone,Kidagammulla,Gampaha,2007,4,22,0.24,1
Cyclone,Madakotuwa,Gampaha,2007,6,16,0.44,0
Cyclone,Mirigama,Gampaha,2018,12,22,0.32,0
Cyclone,Negombo,Gampaha,2018,12,29,0.32,0
Cyclone,Kalaeliya,Gampaha,2007,6,11,0.44,0
Cyclone,Kidagammulla,Gampaha,2007,4,15,0.24,0
Cyclone,Webada East,Gampaha,2009,2,10,0.28,1
Cyclone,Thammita,Gampaha,2010,5,11,0.37,0
Cyclone,Dompe,Gampaha,2017,11,29,0.27,1
Cyclone,Divulapitiya,Gampaha,2016,5,4,0.37,1
Cyclone,Minuwangoda,Gampaha,2017,11,29,0.27,1
Cyclone,Wattala,Gampaha,2017,11,29,0.27,1
Cyclone,Jaela,Gampaha,2017,11,29,0.27,1
Cyclone,Biyagama,Gampaha,2017,11,29,0.27,1
Cyclone,Divulapitiya,Gampaha,2017,11,29,0.27,1
Cyclone,Henarathgoda,Gampaha,2001,2,16,0.28,0
Cyclone,Mirigama,Gampaha,2009,5,25,0.37,0
Cyclone,Mahara,Gampaha,2017,11,29,0.27,1
Cyclone,Attanagalla,Gampaha,2018,12,2,0.32,0
Cyclone,Attanagalla,Gampaha,2017,11,29,0.27,1
Cyclone,Gampaha,Gampaha,2017,11,29,0.27,1
Cyclone,Katana,Gampaha,2017,11,29,0.27,1
Cyclone,Biyagama,Gampaha,2016,5,4,0.37,1
Cyclone,Kalaeliya,Gampaha,2007,6,22,0.44,1
Cyclone,Mahara,Gampaha,2019,2,7,0.28,0
Cyclone,Heiyanthuduwa Westgn,Gampaha,2009,2,10,0.28,1
Cyclone,Kelaniya,Gampaha,2016,4,20,0.24,1
Cyclone,Makola North Central,Gampaha,2009,2,10,0.28,1
Cyclone,Minuwangoda,Gampaha,2016,4,26,0.24,1
Cyclone,Dompe,Gampaha,2016,4,26,0.24,1
Cyclone,Gampaha,Gampaha,2016,4,26,0.24,1
Cyclone,Mirigama,Gampaha,2016,4,26,0.24,1
Cyclone,Mahawatta,Gampaha,2009,2,10,0.28,1
Cyclone,Mirigama,Gampaha,2016,5,4,0.37,1
Cyclone,Mahara,Gampaha,2016,4,26,0.24,1
Cyclone,Divulapitiya,Gampaha,2016,4,26,0.24,1
Cyclone,Gampaha,Gampaha,2019,2,23,0.28,0
Cyclone,Ekala Kurunduwatta,Gampaha,2009,2,10,0.28,1
Cyclone,Nagoda,Gampaha,2009,2,10,0.28,1
Cyclone,Gampaha,Gampaha,2016,4,28,0.24,1
Cyclone,Mahara,Gampaha,2016,4,28,0.24,1
Cyclone,Jayasamarugama,Gampaha,2009,2,10,0.28,1
Cyclone,Aneeyakanda,Gampaha,2009,2,10,0.28,1
Cyclone,Thudella,Gampaha,2009,2,10,0.28,1
Cyclone,Katana,Gampaha,2016,4,26,0.24,1
Cyclone,Biyagama,Gampaha,2016,2,25,0.28,1
Cyclone,Katana,Gampaha,2018,12,12,0.32,0
Cyclone,Kelaniya,Gampaha,2017,11,29,0.27,1
Cyclone,Wattala,Gampaha,2007,5,18,0.37,0
Cyclone,Divulapitiya,Gampaha,2019,4,17,0.24,1
Cyclone,Dompe,Gampaha,2018,10,20,0.3,0
Cyclone,Mirigama,Gampaha,2018,10,5,0.3,0
Cyclone,Nagoda,Gampaha,2007,6,19,0.44,0
Cyclone,Settappaduwa,Gampaha,2007,6,2,0.44,0
Cyclone,Heenatiyana,Gampaha,2007,6,15,0.44,0
Cyclone,Ganemulla South,Gampaha,2008,1,7,0.33,1
Cyclone,Henarathgoda,Gampaha,2009,2,4,0.28,1
Cyclone,Henarathgoda,Gampaha,2009,12,28,0.32,0
Cyclone,Jaela,Gampaha,2019,4,17,0.24,1
Cyclone,Kossinna East,Gampaha,2009,1,10,0.33,1
Cyclone,Oruthota South,Gampaha,2009,1,9,0.33,1
Cyclone,Henarathgoda,Gampaha,2009,2,7,0.28,1
Cyclone,Godagedara,Gampaha,2009,6,23,0.44,1
Cyclone,Attanagalla,Gampaha,2019,4,20,0.24,1
Cyclone,Dompe,Gampaha,2019,4,19,0.24,1
Cyclone,Aluthgama Bogamuwa North,Gampaha,2009,5,30,0.37,1
Cyclone,Mirigama,Gampaha,2019,4,18,0.24,1
Cyclone,Negombo,Gampaha,2019,4,17,0.24,1
Cyclone,Henarathgoda,Gampaha,2009,12,18,0.32,1
Cyclone,Gampaha,Gampaha,2018,11,11,0.27,0
Cyclone,Kossinna East,Gampaha,2009,1,27,0.33,0
Cyclone,Mahara,Gampaha,2017,11,7,0.27,1
Cyclone,Jaela,Gampaha,2018,11,17,0.27,0
Cyclone,Attanagalla,Gampaha,2016,11,5,0.27,1
Cyclone,Katana,Gampaha,2016,11,2,0.27,1
Cyclone,Kelaniya,Gampaha,2008,12,1,0.32,0
Cyclone,Biyagama,Gampaha,2008,12,22,0.32,0
Cyclone,Peliyagoda,Gampaha,2003,12,10,0.32,0
Cyclone,Jaela,Gampaha,2018,11,29,0.27,1
Cyclone,Mathalananorth,Gampaha,2006,10,17,0.3,0
Cyclone,Gampaha,Gampaha,2018,11,25,0.27,1
Cyclone,Kelaniya,Gampaha,2017,9,13,0.4,1
Cyclone,Katana,Gampaha,2018,12,24,0.32,1
Cyclone,Henarathgoda,Gampaha,2001,2,6,0.28,1
Cyclone,Negombo,Gampaha,2018,12,24,0.32,1
Cyclone,Peliyagoda,Gampaha,2003,12,5,0.32,1
Cyclone,Mathalananorth,Gampaha,2006,10,21,0.3,1
Cyclone,Mirigama,Gampaha,2018,12,23,0.32,1
Cyclone,Oruthota South,Gampaha,2009,1,3,0.33,0
